Period,Clock,Play,Score,game_id,home_id,away_id,game_date,time,Half
3,10:00:00,Period start,33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
3,10:00:00,Substitution STAN: in Cameron Brink,33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
3,10:00:00,Substitution STAN: in Elena Bosgana,33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
3,10:00:00,Substitution STAN: in Talana Lepolo,33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
3,10:00:00,Substitution STAN: out Courtney Ogden,33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
3,10:00:00,Substitution STAN: out Jzaniya Harriel,33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
3,10:00:00,Substitution STAN: out Nunu Agara,33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
3,10:00:00,Substitution ISU: in Addy Brown,33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
3,10:00:00,Substitution ISU: out Jalynn Bristow,33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:00:00,Period end (confirmed),33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,07:35:00,"2pt jump shot (blocked) (in the paint) missed by Audi Crooks(ISU), block Cameron Brink(STAN), rebound offensive Audi Crooks(ISU)",33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:01:00,Free throw 2 of 2 (2nd chance) made by Emily Ryan(ISU),33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:01:00,Free throw 1 of 2 (2nd chance) made by Emily Ryan(ISU),33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:01:00,"Foul personal (shooting;2 free throws) (under the basket) Jzaniya Harriel(STAN), foul on Emily Ryan(ISU)",33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:02:00,"3pt jump shot (outside center) missed by Audi Crooks(ISU), rebound offensive Emily Ryan(ISU)",33 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:01:00,2pt (in the paint) missed by Audi Crooks(ISU),31 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:27:00,Substitution ISU: in Arianna Jackson,31 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:27:00,Substitution ISU: in Jalynn Bristow,31 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:27:00,Substitution ISU: out Addy Brown,31 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:27:00,Substitution ISU: out Kelsey Joens,31 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:29:00,"2pt jump shot (inside left) missed by Kiki Iriafen(STAN), rebound defensive (team) ISU",31 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,00:46:00,2pt layup (in the paint) made by Emily Ryan(ISU),31 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,01:05:00,"3pt jump shot (2nd chance) (outside left) made by Hannah Jump(STAN), assist Jzaniya Harriel(STAN)",29 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,01:11:00,"2pt layup (under the basket) missed by Kiki Iriafen(STAN), rebound offensive Kiki Iriafen(STAN)",29 - 28,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,01:25:00,2pt layup (under the basket) made by Emily Ryan(ISU),29 - 28,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,01:47:00,"2pt jump shot (off turnover) (inside center) made by Kiki Iriafen(STAN), assist Courtney Ogden(STAN)",27 - 28,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,02:00:00,"Turnover bad pass (outside center) Kelsey Joens(ISU), steal Nunu Agara(STAN)",27 - 26,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,02:27:00,"3pt jump shot (outside center) missed by Courtney Ogden(STAN), rebound defensive Kelsey Joens(ISU)",27 - 26,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,02:39:00,"2pt jump shot (inside right) missed by Addy Brown(ISU), rebound defensive Kiki Iriafen(STAN)",27 - 26,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,02:54:00,Jump ball held ball ISU,27 - 26,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,02:56:00,"3pt jump shot (outside left) missed by Jzaniya Harriel(STAN), rebound defensive Emily Ryan(ISU)",27 - 26,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,03:08:00,2pt layup (2nd chance) (under the basket) made by Audi Crooks(ISU),27 - 26,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,03:11:00,"2pt jump shot (in the paint) missed by Emily Ryan(ISU), rebound offensive Audi Crooks(ISU)",25 - 26,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,03:32:00,"Foul personal (in the paint) Jzaniya Harriel(STAN), foul on Emily Ryan(ISU)",25 - 26,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:40:00,Substitution ISU: in Addy Brown,31 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:40:00,Substitution ISU: out Jalynn Bristow,31 - 31,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,03:49:00,"3pt jump shot (off turnover) (outside right) made by Jzaniya Harriel(STAN), assist Kiki Iriafen(STAN)",25 - 26,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:01:00,"Turnover lost ball (outside left) Addy Brown(ISU), steal Jzaniya Harriel(STAN)",25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:17:00,"3pt jump shot (outside right) missed by Jzaniya Harriel(STAN), rebound defensive Emily Ryan(ISU)",25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:25:00,"2pt layup (in the paint) missed by Audi Crooks(ISU), rebound defensive Courtney Ogden(STAN)",25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:40:00,Substitution STAN: in Nunu Agara,25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:40:00,Substitution STAN: out Cameron Brink,25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:40:00,"Foul personal (back court) Cameron Brink(STAN), foul on Jalynn Bristow(ISU)",25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:40:00,"2pt layup (blocked) (in the paint) missed by Kiki Iriafen(STAN), block Jalynn Bristow(ISU), rebound defensive Jalynn Bristow(ISU)",25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:54:00,Substitution ISU: in Audi Crooks,25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:54:00,Substitution ISU: out Isnelle Natabou,25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:54:00,Timeout commercial,25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,04:54:00,"Foul personal (under the basket) Isnelle Natabou(ISU), foul on Cameron Brink(STAN)",25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,05:02:00,2pt pull up jump shot (inside center) made by Hannah Belanger(ISU),25 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,05:21:00,"3pt jump shot (outside center) made by Hannah Jump(STAN), assist Kiki Iriafen(STAN)",23 - 23,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,05:41:00,"3pt jump shot (outside center) missed by Emily Ryan(ISU), rebound defensive (team) STAN",23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,05:53:00,"2pt layup (2nd chance) (under the basket) missed by Kiki Iriafen(STAN), rebound defensive (team) ISU",23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,05:56:00,Substitution ISU: in Jalynn Bristow,23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,05:56:00,Substitution ISU: out Nyamer Diew,23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,05:56:00,Substitution ISU: in Kelsey Joens,23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,05:56:00,Substitution ISU: out Arianna Jackson,23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,05:56:00,"Foul personal (in the paint) Nyamer Diew(ISU), foul on Kiki Iriafen(STAN)",23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,06:02:00,"3pt jump shot (outside right) missed by Hannah Jump(STAN), rebound offensive Courtney Ogden(STAN)",23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,06:10:00,"2pt jump shot (2nd chance;blocked) (inside left) missed by Hannah Belanger(ISU), block Hannah Jump(STAN), rebound defensive Jzaniya Harriel(STAN), rebound defensive Cameron Brink(STAN)",23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,06:15:00,Substitution ISU: in Isnelle Natabou,23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,06:15:00,Substitution ISU: out Audi Crooks,23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,06:15:00,Substitution STAN: in Jzaniya Harriel,23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,06:15:00,Substitution STAN: out Talana Lepolo,23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,06:15:00,"2pt hook shot (in the paint) missed by Emily Ryan(ISU), rebound offensive (team) ISU",23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,06:39:00,2pt layup (in the paint) made by Kiki Iriafen(STAN),23 - 20,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,06:54:00,"2pt hook shot (in the paint) missed by Audi Crooks(ISU), rebound defensive Cameron Brink(STAN)",23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,07:13:00,"2pt jump shot (off turnover) (inside right) missed by Kiki Iriafen(STAN), rebound defensive (team) ISU",23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,07:34:00,"Turnover lost ball Audi Crooks(ISU), steal Cameron Brink(STAN)",23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,07:34:00,Jump ball held ball STAN,23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,07:54:00,"2pt layup (2nd chance) (under the basket) missed by Cameron Brink(STAN), rebound defensive Nyamer Diew(ISU)",23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,08:00:00,"2pt step back jump shot (inside left) missed by Kiki Iriafen(STAN), rebound offensive Cameron Brink(STAN)",23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,08:10:00,Substitution ISU: in Nyamer Diew,23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,08:10:00,Substitution ISU: out Addy Brown,23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,08:10:00,"Foul personal (under the basket) Addy Brown(ISU), foul on Cameron Brink(STAN)",23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,08:24:00,Substitution ISU: in Arianna Jackson,23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,08:24:00,Substitution ISU: out Kelsey Joens,23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,08:26:00,"2pt layup (blocked) (in the paint) missed by Audi Crooks(ISU), block Cameron Brink(STAN), rebound defensive (team) STAN",23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,08:45:00,"2pt layup (2nd chance;off turnover) (under the basket) made by Kiki Iriafen(STAN), assist Talana Lepolo(STAN)",23 - 18,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,08:52:00,"2pt layup (off turnover) (under the basket) missed by Kiki Iriafen(STAN), rebound offensive Kiki Iriafen(STAN)",23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,09:02:00,"Foul personal (in the paint) Addy Brown(ISU), foul on Cameron Brink(STAN)",23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,09:15:00,Turnover bad pass (in the paint) Addy Brown(ISU),23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,09:24:00,"Turnover bad pass (outside right) Hannah Jump(STAN), steal Hannah Belanger(ISU)",23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,09:46:00,"2pt layup (in the paint) missed by Audi Crooks(ISU), rebound defensive Cameron Brink(STAN)",23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,10:00:00,Period start,23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,10:00:00,Substitution ISU: in Audi Crooks,23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,10:00:00,Substitution ISU: out Isnelle Natabou,23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,10:00:00,Substitution STAN: in Cameron Brink,23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
2,10:00:00,Substitution STAN: out Nunu Agara,23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:42:00,Timeout commercial,23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:00:00,Period end (confirmed),23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:06:00,"3pt jump shot (outside left) made by Emily Ryan(ISU), assist Addy Brown(ISU)",23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:29:00,Free throw 1 of 1 made by Nunu Agara(STAN),20 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:29:00,Substitution ISU: in Kelsey Joens,20 - 15,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:29:00,Substitution ISU: out Jalynn Bristow,20 - 15,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:29:00,Foul personal (shooting;1 free throw) (under the basket) Jalynn Bristow(ISU),20 - 15,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:29:00,2pt driving layup (under the basket) made by Nunu Agara(STAN),20 - 15,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:42:00,Substitution STAN: in Courtney Ogden,20 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:42:00,Substitution STAN: out Elena Bosgana,20 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:42:00,Timeout short STAN,23 - 16,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:46:00,3pt jump shot (off turnover) (outside center) made by Addy Brown(ISU),20 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:54:00,Substitution ISU: in Isnelle Natabou,17 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:54:00,Substitution ISU: out Audi Crooks,17 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:54:00,Substitution STAN: in Kiki Iriafen,17 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:54:00,Substitution STAN: out Cameron Brink,17 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,00:54:00,Turnover bad pass (inside right) Elena Bosgana(STAN),17 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,01:09:00,3pt jump shot (outside center) made by Emily Ryan(ISU),17 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,01:18:00,"2pt pull up jump shot (in the paint) missed by Cameron Brink(STAN), rebound defensive Addy Brown(ISU)",14 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,01:35:00,"3pt jump shot (outside center) made by Addy Brown(ISU), assist Emily Ryan(ISU)",14 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,01:44:00,"2pt turnaround jump shot (inside right) missed by Cameron Brink(STAN), rebound defensive Jalynn Bristow(ISU)",11 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:02:00,2pt layup (in the paint) made by Audi Crooks(ISU),11 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:13:00,"2pt pull up jump shot (inside right) missed by Cameron Brink(STAN), rebound defensive Emily Ryan(ISU)",9 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:24:00,Free throw 2 of 2 made by Audi Crooks(ISU),9 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:24:00,"Free throw 1 of 2 missed by Audi Crooks(ISU), rebound offensive dead ball ISU",8 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:24:00,Substitution STAN: in Cameron Brink,8 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:24:00,Substitution STAN: out Kiki Iriafen,8 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:24:00,Substitution ISU: in Hannah Belanger,8 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:24:00,Substitution ISU: out Kelsey Joens,8 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:24:00,Foul personal (shooting;2 free throws) (in the paint) Kiki Iriafen(STAN),8 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:38:00,"Free throw 2 of 2 (fast break;off turnover) missed by Elena Bosgana(STAN), rebound defensive Audi Crooks(ISU)",8 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:38:00,Free throw 1 of 2 (fast break;off turnover) made by Elena Bosgana(STAN),8 - 13,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:39:00,Foul personal (shooting;2 free throws) (under the basket) Jalynn Bristow(ISU),8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:44:00,"Turnover bad pass (inside left) Emily Ryan(ISU), steal Elena Bosgana(STAN)",8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:58:00,Substitution STAN: in Nunu Agara,8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:58:00,Substitution STAN: out Brooke Demetre,8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,02:58:00,"Foul personal (under the basket) Brooke Demetre(STAN), foul on Addy Brown(ISU)",8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,03:01:00,"2pt turnaround jump shot (in the paint) missed by Audi Crooks(ISU), rebound offensive Addy Brown(ISU)",8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,03:20:00,Substitution ISU: in Emily Ryan,8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,03:20:00,Substitution ISU: in Jalynn Bristow,8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,03:20:00,Substitution ISU: out Hannah Belanger,8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,03:20:00,Substitution ISU: out Arianna Jackson,8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,03:20:00,"Foul personal (outside center) Brooke Demetre(STAN), foul on Addy Brown(ISU)",8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,03:36:00,"2pt jump shot (inside right) made by Kiki Iriafen(STAN), assist Talana Lepolo(STAN)",8 - 12,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,03:52:00,"2pt pull up jump shot (inside center) missed by Hannah Belanger(ISU), rebound defensive Elena Bosgana(STAN)",8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:05:00,"2pt driving layup (in the paint) missed by Kiki Iriafen(STAN), rebound defensive Audi Crooks(ISU)",8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:20:00,"2pt turnaround jump shot (off turnover) (in the paint) missed by Audi Crooks(ISU), rebound defensive Kiki Iriafen(STAN)",8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:32:00,Substitution ISU: in Audi Crooks,8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:32:00,Substitution ISU: in Addy Brown,8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:32:00,Substitution ISU: out Nyamer Diew,8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:32:00,Substitution ISU: out Isnelle Natabou,8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:32:00,Timeout commercial,8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:32:00,"Foul offensive (back court) Talana Lepolo(STAN), turnover offensive Talana Lepolo(STAN), foul on Hannah Belanger(ISU)",8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:40:00,"3pt jump shot (off turnover) (outside left) missed by Nyamer Diew(ISU), rebound defensive Kiki Iriafen(STAN)",8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:46:00,Substitution ISU: in Arianna Jackson,8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:46:00,Substitution ISU: out Emily Ryan,8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:46:00,Substitution STAN: in Brooke Demetre,8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:46:00,Substitution STAN: out Cameron Brink,8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,04:46:00,"Foul offensive (back court) Cameron Brink(STAN), turnover offensive Cameron Brink(STAN), foul on Nyamer Diew(ISU)",8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,05:01:00,3pt jump shot (outside center) missed by Nyamer Diew(ISU),8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,05:11:00,"3pt jump shot (blocked) (outside right) missed by Hannah Jump(STAN), block Emily Ryan(ISU)",8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,05:33:00,2pt jump shot (inside left) made by Hannah Belanger(ISU),8 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,05:46:00,"2pt layup (off turnover) (in the paint) made by Cameron Brink(STAN), assist Kiki Iriafen(STAN)",6 - 10,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,05:50:00,"Foul personal (in the paint) Nyamer Diew(ISU), foul on Cameron Brink(STAN)",6 - 8,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,06:01:00,Substitution ISU: in Kelsey Joens,6 - 8,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,06:01:00,Substitution ISU: in Nyamer Diew,6 - 8,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,06:01:00,Substitution ISU: out Addy Brown,6 - 8,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,06:01:00,Substitution ISU: out Arianna Jackson,6 - 8,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,06:01:00,Turnover travel (outside left) Addy Brown(ISU),6 - 8,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,06:23:00,2pt layup (2nd chance) (in the paint) made by Kiki Iriafen(STAN),6 - 8,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,06:29:00,"3pt jump shot (outside center) missed by Elena Bosgana(STAN), rebound offensive Kiki Iriafen(STAN)",6 - 6,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,06:43:00,"3pt jump shot (outside right) made by Emily Ryan(ISU), assist Isnelle Natabou(ISU)",6 - 6,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,07:04:00,Free throw 2 of 2 made by Kiki Iriafen(STAN),3 - 6,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,07:04:00,Free throw 1 of 2 made by Kiki Iriafen(STAN),3 - 5,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,07:04:00,Substitution ISU: in Isnelle Natabou,3 - 4,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,07:04:00,Substitution ISU: out Audi Crooks,3 - 4,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,07:04:00,Foul personal (shooting;2 free throws) (in the paint) Audi Crooks(ISU),3 - 4,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,07:26:00,3pt jump shot (off turnover) (outside center) made by Hannah Belanger(ISU),3 - 4,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,07:35:00,Turnover out of bounds (back court) Kiki Iriafen(STAN),0 - 4,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,07:35:00,Turnover (inside right wing) ISU,0 - 4,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,07:38:00,"Turnover lost ball (in the paint) Audi Crooks(ISU), steal Kiki Iriafen(STAN)",0 - 4,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,07:57:00,"2pt jump shot (off turnover) (inside left) made by Kiki Iriafen(STAN), assist Talana Lepolo(STAN)",0 - 4,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,08:13:00,Turnover lost ball (in the paint) Addy Brown(ISU),6 - 8,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,08:13:00,Turnover (back court) STAN,0 - 2,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,08:30:00,"3pt jump shot (off turnover) (outside left) missed by Hannah Jump(STAN), rebound defensive Addy Brown(ISU)",0 - 2,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,08:47:00,Turnover bad pass (inside left) Emily Ryan(ISU),0 - 2,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,09:06:00,"3pt jump shot (2nd chance) (outside left) missed by Talana Lepolo(STAN), rebound defensive Audi Crooks(ISU)",0 - 2,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,09:16:00,"2pt jump shot (inside center) missed by Kiki Iriafen(STAN), rebound offensive (team) STAN",0 - 2,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,09:27:00,"2pt turnaround jump shot (in the paint) missed by Audi Crooks(ISU), rebound defensive Kiki Iriafen(STAN)",0 - 2,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,09:44:00,"2pt jump shot (inside left) made by Kiki Iriafen(STAN), assist Elena Bosgana(STAN)",0 - 2,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,10:00:00,"Jump ball start period, won Cameron Brink(STAN), lost Audi Crooks(ISU)",0 - 0,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,10:00:00,Period start,0 - 0,5254199,561123,560816,2024-03-24,2024-03-25,NA
1,10:00:00,Game start,0 - 0,5254199,561123,560816,2024-03-24,2024-03-25,NA
3,04:05:00,Timeout commercial,35 - 35,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,04:20:00,"3pt jump shot (outside center) made by Ella Farrelly(MON), assist Jania Hall(MON)",35 - 35,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,04:40:00,2pt driving layup (off turnover;fast break) (in the paint) made by Jerni Kiaku(DUQ),32 - 35,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,04:45:00,"Turnover lost ball (outside center) Kayla Richardson(MON), steal Jerni Kiaku(DUQ)",32 - 33,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,04:53:00,Timeout commercial,32 - 33,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,04:58:00,"3pt jump shot (outside right) missed by Jania Hall(MON), rebound offensive Kayla Richardson(MON)",32 - 33,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,05:07:00,"2pt driving layup (blocked) (under the basket) missed by Megan McConnell(DUQ), block Ella Farrelly(MON), rebound defensive Jania Hall(MON)",32 - 33,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,05:19:00,"2pt layup (off turnover) (in the paint) missed by Rosalie Mercille(MON), rebound defensive Jerni Kiaku(DUQ)",32 - 33,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,05:36:00,Substitution MON: in Kayla Richardson,32 - 33,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,05:36:00,Substitution MON: in Jania Hall,32 - 33,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,05:36:00,Substitution MON: in Rosalie Mercille,32 - 33,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,05:36:00,Substitution MON: out Belle Kranbuhl,32 - 33,5254431,560725,560910,2024-03-24,2024-03-25,NA
3,05:36:00,Substitution MON: out Kaci Donovan,32 - 33,5254431,560725,560910,2024-03-24,2024-03-25,NA
