time,Half,Clock,Play,Score,game_id,home_id,away_id,game_date
2024-04-09,2,07:52:00,Free throw 1 of 2 made by Zach Edey(Purdue),43 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,07:52:00,Substitution UConn: in Cam Spencer,42 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,07:52:00,Substitution UConn: out Hassan Diarra,42 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,07:52:00,Substitution Purdue: in Mason Gillis,42 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,07:52:00,Substitution Purdue: out Trey Kaufman-Renn,42 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,07:52:00,Substitution UConn: in Samson Johnson,42 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,07:52:00,Substitution UConn: out Donovan Clingan,42 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,07:52:00,Timeout commercial,42 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,07:52:00,Foul personal (one and one) (in the paint) Donovan Clingan(UConn),42 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,08:04:00,"3pt jump shot (outside left wing) missed by Stephon Castle(UConn), rebound defensive Trey Kaufman-Renn(Purdue)",42 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,08:21:00,"2pt pull up jump shot (inside center) missed by Braden Smith(Purdue), rebound defensive Donovan Clingan(UConn)",42 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,08:39:00,"3pt jump shot (outside right) made by Stephon Castle(UConn), assist Alex Karaban(UConn)",42 - 59,5254137,560851,561044,2024-04-08
2024-04-09,2,09:13:00,"2pt hook shot (in the paint) made by Zach Edey(Purdue), assist Braden Smith(Purdue)",42 - 56,5254137,560851,561044,2024-04-08
2024-04-09,2,09:27:00,Timeout short Purdue,40 - 56,5254137,560851,561044,2024-04-08
2024-04-09,2,09:27:00,"2pt layup (fast break) (under the basket) made by Hassan Diarra(UConn), assist Tristen Newton(UConn)",40 - 56,5254137,560851,561044,2024-04-08
2024-04-09,2,09:33:00,"2pt jump shot (inside right) missed by Fletcher Loyer(Purdue), rebound defensive Alex Karaban(UConn)",40 - 54,5254137,560851,561044,2024-04-08
2024-04-09,2,09:53:00,"3pt jump shot (outside left) made by Alex Karaban(UConn), assist Tristen Newton(UConn)",40 - 54,5254137,560851,561044,2024-04-08
2024-04-09,2,10:20:00,Free throw 2 of 2 made by Braden Smith(Purdue),40 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,10:20:00,Substitution Purdue: in Trey Kaufman-Renn,39 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,10:20:00,Substitution Purdue: in Fletcher Loyer,39 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,10:20:00,Substitution Purdue: out Lance Jones,39 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,10:20:00,Substitution Purdue: out Mason Gillis,39 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,10:20:00,Free throw 1 of 2 made by Braden Smith(Purdue),39 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,10:20:00,Foul personal (shooting;2 free throws) (in the paint) Hassan Diarra(UConn),38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,10:33:00,"3pt jump shot (2nd chance;off turnover) (outside right) missed by Hassan Diarra(UConn), rebound defensive Zach Edey(Purdue)",38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,10:37:00,"2pt jump shot (off turnover) (in the paint) missed by Stephon Castle(UConn), rebound offensive Tristen Newton(UConn)",38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,11:01:00,Turnover travel (under the basket) Zach Edey(Purdue),38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,11:11:00,Turnover lost ball (inside right) Hassan Diarra(UConn),38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,11:31:00,"Free throw 1 of 1 missed by Zach Edey(Purdue), rebound defensive dead ball UConn",38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,11:31:00,Substitution Purdue: in Braden Smith,38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,11:31:00,Substitution Purdue: out Camden Heide,38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,11:31:00,Substitution UConn: in Stephon Castle,38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,11:31:00,Substitution UConn: out Cam Spencer,38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,11:31:00,Timeout commercial,38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,11:31:00,Foul personal (one and one) (back court) Cam Spencer(UConn),38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,11:33:00,"3pt jump shot (outside left) missed by Alex Karaban(UConn), rebound defensive Zach Edey(Purdue)",38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,11:42:00,"3pt jump shot (outside right) missed by Myles Colvin(Purdue), rebound defensive Tristen Newton(UConn)",38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,12:06:00,2pt driving layup (in the paint) made by Tristen Newton(UConn),38 - 51,5254137,560851,561044,2024-04-08
2024-04-09,2,12:36:00,Substitution Purdue: in Myles Colvin,38 - 49,5254137,560851,561044,2024-04-08
2024-04-09,2,12:36:00,Substitution Purdue: out Braden Smith,38 - 49,5254137,560851,561044,2024-04-08
2024-04-09,2,12:36:00,"Foul personal (back court) Mason Gillis(Purdue), foul on Cam Spencer(UConn)",38 - 49,5254137,560851,561044,2024-04-08
2024-04-09,2,12:37:00,"2pt hook shot (in the paint) missed by Zach Edey(Purdue), rebound defensive Cam Spencer(UConn)",38 - 49,5254137,560851,561044,2024-04-08
2024-04-09,2,12:50:00,Substitution UConn: in Hassan Diarra,38 - 49,5254137,560851,561044,2024-04-08
2024-04-09,2,12:50:00,Substitution UConn: out Stephon Castle,38 - 49,5254137,560851,561044,2024-04-08
2024-04-09,2,12:50:00,"Foul personal (in the paint) Cam Spencer(UConn), foul on Zach Edey(Purdue)",38 - 49,5254137,560851,561044,2024-04-08
2024-04-09,2,13:11:00,2pt driving layup (under the basket) made by Cam Spencer(UConn),38 - 49,5254137,560851,561044,2024-04-08
2024-04-09,2,13:39:00,2pt layup (2nd chance;off turnover) (under the basket) made by Zach Edey(Purdue),38 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,13:39:00,"2pt floating jump shot (off turnover) (inside right) missed by Braden Smith(Purdue), rebound offensive Zach Edey(Purdue)",36 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,13:54:00,Substitution UConn: in Donovan Clingan,36 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,13:54:00,Substitution UConn: out Samson Johnson,36 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,13:54:00,"Foul offensive (back court) Samson Johnson(UConn), turnover offensive Samson Johnson(UConn), foul on Lance Jones(Purdue)",36 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,13:55:00,"Foul personal (in the paint) Zach Edey(Purdue), foul on Samson Johnson(UConn)",36 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,13:56:00,"3pt pull up jump shot (2nd chance) (outside right) missed by Cam Spencer(UConn), rebound offensive Samson Johnson(UConn)",36 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,14:02:00,"3pt jump shot (outside center) missed by Alex Karaban(UConn), rebound offensive Cam Spencer(UConn)",36 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,14:15:00,Free throw 2 of 2 made by Zach Edey(Purdue),36 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,14:15:00,Substitution Purdue: in Lance Jones,35 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,14:15:00,Substitution Purdue: out Fletcher Loyer,35 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,14:15:00,Free throw 1 of 2 made by Zach Edey(Purdue),35 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,14:15:00,Foul personal (shooting;2 free throws) (in the paint) Samson Johnson(UConn),34 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,14:40:00,"2pt alley oop (under the basket) made by Samson Johnson(UConn), assist Tristen Newton(UConn)",34 - 47,5254137,560851,561044,2024-04-08
2024-04-09,2,15:00:00,"Foul personal (back court) Zach Edey(Purdue), foul on Cam Spencer(UConn)",34 - 45,5254137,560851,561044,2024-04-08
2024-04-09,2,15:02:00,"3pt jump shot (outside left) missed by Mason Gillis(Purdue), rebound defensive Cam Spencer(UConn)",34 - 45,5254137,560851,561044,2024-04-08
2024-04-09,2,15:23:00,"2pt alley oop (2nd chance;off turnover) (under the basket) made by Samson Johnson(UConn), assist Tristen Newton(UConn)",34 - 45,5254137,560851,561044,2024-04-08
2024-04-09,2,15:32:00,"3pt jump shot (off turnover) (outside left) missed by Cam Spencer(UConn), rebound offensive Tristen Newton(UConn)",34 - 43,5254137,560851,561044,2024-04-08
2024-04-09,2,15:43:00,Turnover bad pass (inside left) Zach Edey(Purdue),34 - 43,5254137,560851,561044,2024-04-08
2024-04-09,2,15:54:00,Substitution UConn: in Samson Johnson,34 - 43,5254137,560851,561044,2024-04-08
2024-04-09,2,15:54:00,Substitution UConn: out Donovan Clingan,34 - 43,5254137,560851,561044,2024-04-08
2024-04-09,2,15:54:00,Timeout commercial,34 - 43,5254137,560851,561044,2024-04-08
2024-04-09,2,15:54:00,"Foul personal (in the paint) Donovan Clingan(UConn), foul on Zach Edey(Purdue)",34 - 43,5254137,560851,561044,2024-04-08
2024-04-09,2,15:54:00,Foul (under the basket) Purdue,34 - 43,5254137,560851,561044,2024-04-08
2024-04-09,2,16:08:00,2pt layup (2nd chance) (under the basket) made by Stephon Castle(UConn),34 - 43,5254137,560851,561044,2024-04-08
2024-04-09,2,16:11:00,"2pt layup (2nd chance) (under the basket) missed by Stephon Castle(UConn), rebound offensive Stephon Castle(UConn)",34 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,16:16:00,"2pt pull up jump shot (inside right) missed by Cam Spencer(UConn), rebound offensive Alex Karaban(UConn)",34 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,16:34:00,2pt dunk (2nd chance) (under the basket) made by Camden Heide(Purdue),34 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,16:40:00,"2pt hook shot (in the paint) missed by Zach Edey(Purdue), rebound offensive Camden Heide(Purdue)",32 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,16:55:00,"Free throw 2 of 2 (2nd chance;off turnover) missed by Stephon Castle(UConn), rebound defensive Mason Gillis(Purdue)",32 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,16:55:00,Substitution Purdue: in Camden Heide,32 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,16:55:00,Substitution Purdue: in Mason Gillis,32 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,16:55:00,Substitution Purdue: out Lance Jones,32 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,16:55:00,Substitution Purdue: out Trey Kaufman-Renn,32 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,16:55:00,"Free throw 1 of 2 (2nd chance;off turnover) missed by Stephon Castle(UConn), rebound offensive dead ball UConn",32 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,16:55:00,Foul personal (shooting;2 free throws) (in the paint) Lance Jones(Purdue),32 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,17:05:00,"3pt jump shot (off turnover) (outside left wing) missed by Tristen Newton(UConn), rebound offensive Tristen Newton(UConn)",32 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,17:23:00,"Foul offensive (under the basket) Trey Kaufman-Renn(Purdue), turnover offensive Trey Kaufman-Renn(Purdue), foul on Alex Karaban(UConn)",32 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,17:38:00,"2pt layup (under the basket) made by Stephon Castle(UConn), assist Cam Spencer(UConn)",32 - 41,5254137,560851,561044,2024-04-08
2024-04-09,2,17:46:00,"2pt pull up jump shot (inside right) missed by Braden Smith(Purdue), rebound defensive Cam Spencer(UConn)",32 - 39,5254137,560851,561044,2024-04-08
2024-04-09,2,17:59:00,"2pt pull up jump shot (in the paint) missed by Stephon Castle(UConn), rebound defensive Lance Jones(Purdue)",32 - 39,5254137,560851,561044,2024-04-08
2024-04-09,2,18:25:00,"2pt layup (under the basket) made by Trey Kaufman-Renn(Purdue), assist Braden Smith(Purdue)",32 - 39,5254137,560851,561044,2024-04-08
2024-04-09,2,18:37:00,"3pt step back jump shot (outside center) missed by Tristen Newton(UConn), rebound defensive Lance Jones(Purdue)",30 - 39,5254137,560851,561044,2024-04-08
2024-04-09,2,18:45:00,"2pt dunk (under the basket) missed by Zach Edey(Purdue), rebound defensive Cam Spencer(UConn)",30 - 39,5254137,560851,561044,2024-04-08
2024-04-09,2,18:58:00,"Foul personal (outside left) Cam Spencer(UConn), foul on Braden Smith(Purdue)",30 - 39,5254137,560851,561044,2024-04-08
2024-04-09,2,19:21:00,3pt jump shot (2nd chance) (outside right) made by Tristen Newton(UConn),30 - 39,5254137,560851,561044,2024-04-08
2024-04-09,2,19:28:00,"2pt jump shot (in the paint) missed by Cam Spencer(UConn), rebound offensive Donovan Clingan(UConn)",30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,2,19:39:00,"2pt jump shot (under the basket) missed by Zach Edey(Purdue), rebound defensive Donovan Clingan(UConn)",30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,2,19:44:00,"Foul personal (under the basket) Donovan Clingan(UConn), foul on Zach Edey(Purdue)",30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,2,20:00:00,Period start,30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,2,20:00:00,Substitution Purdue: in Lance Jones,30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,2,20:00:00,Substitution Purdue: in Trey Kaufman-Renn,30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,2,20:00:00,Substitution Purdue: out Myles Colvin,30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,2,20:00:00,Substitution Purdue: out Mason Gillis,30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,1,00:00:00,Period end (confirmed),30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,1,00:03:00,"2pt jump shot (off turnover) (in the paint) missed by Cam Spencer(UConn), rebound defensive Fletcher Loyer(Purdue)",30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,1,00:32:00,"Turnover bad pass (inside right) Braden Smith(Purdue), steal Donovan Clingan(UConn), steal Stephon Castle(UConn)",30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,1,00:46:00,2pt layup (2nd chance) (under the basket) made by Stephon Castle(UConn),30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,1,00:49:00,"2pt layup (2nd chance) (under the basket) missed by Tristen Newton(UConn), rebound offensive Stephon Castle(UConn)",30 - 34,5254137,560851,561044,2024-04-08
2024-04-09,1,01:06:00,3pt jump shot (outside left) missed by Donovan Clingan(UConn),30 - 36,5254137,560851,561044,2024-04-08
2024-04-09,1,01:08:00,Jump ball held ball UConn,30 - 34,5254137,560851,561044,2024-04-08
2024-04-09,1,01:30:00,2pt jump shot (2nd chance;blocked) (inside right) missed by Mason Gillis(Purdue),30 - 34,5254137,560851,561044,2024-04-08
2024-04-09,1,01:33:00,Timeout short Purdue,30 - 34,5254137,560851,561044,2024-04-08
2024-04-09,1,01:33:00,Jump ball held ball Purdue,30 - 34,5254137,560851,561044,2024-04-08
2024-04-09,1,01:33:00,"2pt jump shot (in the paint) missed by Zach Edey(Purdue), rebound offensive Mason Gillis(Purdue)",30 - 34,5254137,560851,561044,2024-04-08
2024-04-09,1,01:33:00,Timeout short Purdue,30 - 34,5254137,560851,561044,2024-04-08
2024-04-09,1,01:36:00,"2pt jump shot (under the basket) missed by Zach Edey(Purdue), rebound offensive Mason Gillis(Purdue)",30 - 34,5254137,560851,561044,2024-04-08
2024-04-09,1,02:00:00,2pt floating jump shot (in the paint) made by Tristen Newton(UConn),30 - 34,5254137,560851,561044,2024-04-08
2024-04-09,1,02:09:00,Substitution Purdue: in Myles Colvin,30 - 32,5254137,560851,561044,2024-04-08
2024-04-09,1,02:09:00,Substitution Purdue: out Lance Jones,30 - 32,5254137,560851,561044,2024-04-08
2024-04-09,1,02:09:00,Timeout short UConn,30 - 32,5254137,560851,561044,2024-04-08
2024-04-09,1,02:18:00,3pt pull up jump shot (off turnover) (outside right) made by Braden Smith(Purdue),30 - 32,5254137,560851,561044,2024-04-08
2024-04-09,1,02:46:00,"Foul offensive (inside center) Stephon Castle(UConn), turnover offensive Stephon Castle(UConn), foul on Lance Jones(Purdue)",27 - 32,5254137,560851,561044,2024-04-08
2024-04-09,1,03:09:00,2pt pull up jump shot (inside center) made by Braden Smith(Purdue),27 - 32,5254137,560851,561044,2024-04-08
2024-04-09,1,03:29:00,2pt floating jump shot (off turnover) (in the paint) made by Stephon Castle(UConn),25 - 32,5254137,560851,561044,2024-04-08
2024-04-09,1,03:49:00,Timeout commercial,25 - 30,5254137,560851,561044,2024-04-08
2024-04-09,1,03:49:00,"Turnover lost ball (in the paint) Fletcher Loyer(Purdue), steal Cam Spencer(UConn)",25 - 30,5254137,560851,561044,2024-04-08
2024-04-09,1,04:09:00,"3pt jump shot (outside center) missed by Alex Karaban(UConn), rebound defensive Zach Edey(Purdue)",25 - 30,5254137,560851,561044,2024-04-08
2024-04-09,1,04:16:00,"2pt hook shot (2nd chance) (in the paint) missed by Zach Edey(Purdue), rebound defensive Stephon Castle(UConn)",25 - 30,5254137,560851,561044,2024-04-08
2024-04-09,1,04:19:00,Substitution Purdue: in Lance Jones,25 - 30,5254137,560851,561044,2024-04-08
2024-04-09,1,04:19:00,Substitution Purdue: in Mason Gillis,25 - 30,5254137,560851,561044,2024-04-08
2024-04-09,1,04:19:00,Substitution Purdue: out Camden Heide,25 - 30,5254137,560851,561044,2024-04-08
2024-04-09,1,04:19:00,Substitution Purdue: out Trey Kaufman-Renn,25 - 30,5254137,560851,561044,2024-04-08
2024-04-09,1,04:20:00,"2pt jump shot (in the paint) missed by Trey Kaufman-Renn(Purdue), rebound offensive (team) Purdue",25 - 30,5254137,560851,561044,2024-04-08
2024-04-09,1,04:43:00,"2pt layup (under the basket) made by Tristen Newton(UConn), assist Stephon Castle(UConn)",25 - 30,5254137,560851,561044,2024-04-08
2024-04-09,1,04:58:00,"2pt hook shot (in the paint) missed by Zach Edey(Purdue), rebound defensive Alex Karaban(UConn)",25 - 28,5254137,560851,561044,2024-04-08
2024-04-09,1,05:22:00,2pt jump shot (in the paint) made by Donovan Clingan(UConn),25 - 28,5254137,560851,561044,2024-04-08
2024-04-09,1,05:29:00,"Foul personal (in the paint) Camden Heide(Purdue), foul on Cam Spencer(UConn)",25 - 26,5254137,560851,561044,2024-04-08
2024-04-09,1,05:47:00,2pt layup (2nd chance) (under the basket) made by Zach Edey(Purdue),25 - 26,5254137,560851,561044,2024-04-08
2024-04-09,1,05:57:00,"2pt floating jump shot (in the paint) missed by Fletcher Loyer(Purdue), rebound offensive Zach Edey(Purdue)",23 - 26,5254137,560851,561044,2024-04-08
2024-04-09,1,06:11:00,"2pt layup (off turnover;blocked) (under the basket) missed by Donovan Clingan(UConn), block Trey Kaufman-Renn(Purdue), rebound defensive Braden Smith(Purdue)",23 - 26,5254137,560851,561044,2024-04-08
2024-04-09,1,06:23:00,Substitution Purdue: in Zach Edey,23 - 26,5254137,560851,561044,2024-04-08
2024-04-09,1,06:23:00,Substitution Purdue: out Caleb Furst,23 - 26,5254137,560851,561044,2024-04-08
2024-04-09,1,06:23:00,"Foul personal (back court) Trey Kaufman-Renn(Purdue), turnover offensive Trey Kaufman-Renn(Purdue), foul on Donovan Clingan(UConn)",25 - 30,5254137,560851,561044,2024-04-08
2024-04-09,1,06:24:00,"2pt floating jump shot (in the paint) missed by Fletcher Loyer(Purdue), rebound defensive (team) UConn",23 - 26,5254137,560851,561044,2024-04-08
2024-04-09,1,06:38:00,Free throw 1 of 1 (off turnover) made by Donovan Clingan(UConn),23 - 26,5254137,560851,561044,2024-04-08
2024-04-09,1,06:38:00,Foul personal (shooting;1 free throw) (under the basket) Caleb Furst(Purdue),23 - 25,5254137,560851,561044,2024-04-08
2024-04-09,1,06:38:00,"2pt layup (off turnover) (under the basket) made by Donovan Clingan(UConn), assist Tristen Newton(UConn)",23 - 25,5254137,560851,561044,2024-04-08
2024-04-09,1,06:50:00,Substitution Purdue: in Caleb Furst,23 - 23,5254137,560851,561044,2024-04-08
2024-04-09,1,06:50:00,Substitution Purdue: out Zach Edey,23 - 23,5254137,560851,561044,2024-04-08
2024-04-09,1,06:50:00,Substitution UConn: in Alex Karaban,23 - 23,5254137,560851,561044,2024-04-08
2024-04-09,1,06:50:00,Substitution UConn: out Jaylin Stewart,23 - 23,5254137,560851,561044,2024-04-08
2024-04-09,1,06:50:00,Timeout commercial,23 - 23,5254137,560851,561044,2024-04-08
2024-04-09,1,06:50:00,Turnover travel (in the paint) Zach Edey(Purdue),23 - 23,5254137,560851,561044,2024-04-08
2024-04-09,1,07:12:00,2pt jump shot (inside right) made by Tristen Newton(UConn),23 - 23,5254137,560851,561044,2024-04-08
2024-04-09,1,07:24:00,"2pt pull up jump shot (inside center) missed by Braden Smith(Purdue), rebound defensive Tristen Newton(UConn)",23 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,07:34:00,"3pt jump shot (outside left wing) missed by Stephon Castle(UConn), rebound defensive Braden Smith(Purdue)",23 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,08:07:00,"2pt hook shot (off turnover) (in the paint) made by Zach Edey(Purdue), assist Braden Smith(Purdue)",23 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,08:16:00,"Turnover bad pass (inside right) Cam Spencer(UConn), steal Fletcher Loyer(Purdue)",21 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,08:32:00,Substitution Purdue: in Camden Heide,21 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,08:32:00,Substitution Purdue: out Lance Jones,21 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,08:32:00,"Foul offensive (back court) Lance Jones(Purdue), turnover offensive Lance Jones(Purdue), foul on Stephon Castle(UConn), foul on Donovan Clingan(UConn)",21 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,08:34:00,Substitution UConn: in Cam Spencer,21 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,08:34:00,Substitution UConn: out Hassan Diarra,21 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,08:34:00,"Foul personal (in the paint) Hassan Diarra(UConn), foul on Trey Kaufman-Renn(Purdue)",21 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,08:45:00,"3pt jump shot (outside left) missed by Stephon Castle(UConn), rebound defensive Zach Edey(Purdue)",21 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,09:13:00,2pt floating jump shot (inside left) made by Braden Smith(Purdue),21 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,09:24:00,"2pt layup (in the paint) missed by Donovan Clingan(UConn), rebound defensive Zach Edey(Purdue)",19 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,09:49:00,Free throw 2 of 2 made by Zach Edey(Purdue),19 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,09:49:00,Substitution Purdue: in Lance Jones,18 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,09:49:00,Substitution Purdue: in Trey Kaufman-Renn,18 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,09:49:00,Substitution Purdue: out Myles Colvin,18 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,09:49:00,Substitution Purdue: out Mason Gillis,18 - 21,5254137,560851,561044,2024-04-08
2024-04-09,1,09:49:00,Substitution UConn: in Stephon Castle,18 - 21,5254137,560851,561044,2024-04-08
