Period,Clock,Play,Score,game_id,home_id,away_id,game_date,time
1,04:13:00,"Turnover bad pass (outside right) Jeanae Terry(Purdue), steal Bella Vito(Vermont), steal Bella Vito(Vermont)",10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,04:25:00,Substitution Vermont: in Andjela Matic,10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,04:25:00,Substitution Vermont: out Keira Hanson,10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,04:25:00,Substitution Purdue: in Sophie Swanson,10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,04:25:00,Substitution Purdue: in Jayla Smith,10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,04:25:00,Substitution Purdue: out Alaina Harper,10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,04:25:00,Substitution Purdue: out Rashunda Jones,10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,04:25:00,Timeout commercial,10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,04:25:00,Turnover bad pass (in the paint) Emma Utterback(Vermont),10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,04:31:00,"2pt jump shot (2nd chance) (under the basket) missed by Rashunda Jones(Purdue), rebound defensive Delaney Richason(Vermont), rebound defensive Anna Olson(Vermont)",10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,04:34:00,"2pt jump shot (in the paint) missed by Rashunda Jones(Purdue), rebound offensive Rashunda Jones(Purdue)",10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,04:43:00,"3pt jump shot (outside left) missed by Delaney Richason(Vermont), rebound defensive Jeanae Terry(Purdue)",10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,05:01:00,3pt jump shot (outside center) made by Abbey Ellis(Purdue),10 - 13,5254232,561032,561189,2024-03-31,2024-04-01
1,05:15:00,2pt pull up jump shot (inside right) made by Keira Hanson(Vermont),10 - 10,5254232,561032,561189,2024-03-31,2024-04-01
1,05:33:00,2pt jump shot (under the basket) made by Mary Ashley Stevenson (Purdue),8 - 10,5254232,561032,561189,2024-03-31,2024-04-01
1,05:40:00,"2pt layup (in the paint) missed by Emma Utterback(Vermont), rebound defensive Rashunda Jones(Purdue)",8 - 8,5254232,561032,561189,2024-03-31,2024-04-01
1,06:07:00,2pt driving layup (under the basket) made by Abbey Ellis(Purdue),8 - 8,5254232,561032,561189,2024-03-31,2024-04-01
1,06:26:00,2pt pull up jump shot (in the paint) made by Emma Utterback(Vermont),8 - 6,5254232,561032,561189,2024-03-31,2024-04-01
1,06:45:00,"2pt jump shot (off turnover) (in the paint) made by Alaina Harper(Purdue), assist Mary Ashley Stevenson (Purdue)",6 - 6,5254232,561032,561189,2024-03-31,2024-04-01
1,06:57:00,"Turnover bad pass (in the paint) Keira Hanson(Vermont), steal Jeanae Terry(Purdue), steal Jeanae Terry(Purdue)",6 - 4,5254232,561032,561189,2024-03-31,2024-04-01
1,07:26:00,2pt pull up jump shot (inside left) made by Jeanae Terry(Purdue),6 - 4,5254232,561032,561189,2024-03-31,2024-04-01
1,07:51:00,2pt jump shot (inside right) made by Bella Vito(Vermont),6 - 2,5254232,561032,561189,2024-03-31,2024-04-01
1,08:01:00,"2pt jump shot (inside right) missed by Alaina Harper(Purdue), rebound defensive Emma Utterback(Vermont)",4 - 2,5254232,561032,561189,2024-03-31,2024-04-01
1,08:14:00,2pt pull up jump shot (inside right) made by Keira Hanson(Vermont),4 - 2,5254232,561032,561189,2024-03-31,2024-04-01
1,08:24:00,"2pt layup (under the basket) missed by Mary Ashley Stevenson (Purdue), rebound defensive Anna Olson(Vermont)",2 - 2,5254232,561032,561189,2024-03-31,2024-04-01
1,08:33:00,"2pt layup (under the basket) missed by Anna Olson(Vermont), rebound defensive Alaina Harper(Purdue)",2 - 2,5254232,561032,561189,2024-03-31,2024-04-01
1,08:57:00,2pt layup (under the basket) made by Jeanae Terry(Purdue),2 - 2,5254232,561032,561189,2024-03-31,2024-04-01
1,09:18:00,2pt pull up jump shot (2nd chance) (inside right) made by Emma Utterback(Vermont),2 - 0,5254232,561032,561189,2024-03-31,2024-04-01
1,09:34:00,"2pt jump shot (under the basket) missed by Anna Olson(Vermont), rebound offensive Anna Olson(Vermont)",0 - 0,5254232,561032,561189,2024-03-31,2024-04-01
1,09:43:00,"2pt pull up jump shot (in the paint) missed by Rashunda Jones(Purdue), rebound defensive Keira Hanson(Vermont)",0 - 0,5254232,561032,561189,2024-03-31,2024-04-01
1,10:00:00,"Jump ball start period, won Mary Ashley Stevenson (Purdue), lost Anna Olson(Vermont)",0 - 0,5254232,561032,561189,2024-03-31,2024-04-01
1,10:00:00,Period start,0 - 0,5254232,561032,561189,2024-03-31,2024-04-01
1,10:00:00,Game start,0 - 0,5254232,561032,561189,2024-03-31,2024-04-01
4,06:29:00,Substitution LSU: in Last-Tear Poa,67 - 77,5254217,560818,560850,2024-04-01,2024-04-02
4,06:29:00,Substitution LSU: out Flau'jae Johnson,67 - 77,5254217,560818,560850,2024-04-01,2024-04-02
4,06:29:00,"2pt driving layup (blocked) (under the basket) missed by Kate Martin(IOWA), block Angel Reese(LSU), rebound offensive (team) IOWA",67 - 77,5254217,560818,560850,2024-04-01,2024-04-02
4,06:41:00,"2pt jump shot (inside right) missed by Aneesah Morrow(LSU), rebound defensive Caitlin Clark(IOWA)",67 - 77,5254217,560818,560850,2024-04-01,2024-04-02
4,06:52:00,"2pt layup (2nd chance;off turnover) (under the basket) made by Kate Martin(IOWA), assist Caitlin Clark(IOWA)",67 - 77,5254217,560818,560850,2024-04-01,2024-04-02
4,07:08:00,"3pt jump shot (off turnover) (outside right) missed by Caitlin Clark(IOWA), rebound offensive Kate Martin(IOWA)",67 - 75,5254217,560818,560850,2024-04-01,2024-04-02
4,07:17:00,"Foul personal (back court) Aneesah Morrow(LSU), foul on Kate Martin(IOWA)",67 - 75,5254217,560818,560850,2024-04-01,2024-04-02
4,07:18:00,"Turnover lost ball (in the paint) Flau'jae Johnson(LSU), steal Kate Martin(IOWA)",67 - 75,5254217,560818,560850,2024-04-01,2024-04-02
4,07:31:00,Turnover bad pass (inside left) Caitlin Clark(IOWA),67 - 75,5254217,560818,560850,2024-04-01,2024-04-02
4,07:47:00,Free throw 2 of 2 made by Hailey Van Lith(LSU),67 - 75,5254217,560818,560850,2024-04-01,2024-04-02
4,07:47:00,Free throw 1 of 2 made by Hailey Van Lith(LSU),66 - 75,5254217,560818,560850,2024-04-01,2024-04-02
4,07:47:00,Foul personal (shooting;2 free throws) (under the basket) Sydney Affolter(IOWA),65 - 75,5254217,560818,560850,2024-04-01,2024-04-02
4,08:04:00,3pt pull up jump shot (outside left) made by Caitlin Clark(IOWA),65 - 75,5254217,560818,560850,2024-04-01,2024-04-02
4,08:17:00,"2pt layup (under the basket) made by Aneesah Morrow(LSU), assist Mikaylah Williams(LSU)",65 - 72,5254217,560818,560850,2024-04-01,2024-04-02
4,08:28:00,"2pt driving layup (under the basket) made by Kate Martin(IOWA), assist Caitlin Clark(IOWA)",63 - 72,5254217,560818,560850,2024-04-01,2024-04-02
4,08:41:00,"2pt layup (under the basket) missed by Angel Reese(LSU), rebound defensive Caitlin Clark(IOWA)",63 - 70,5254217,560818,560850,2024-04-01,2024-04-02
4,08:55:00,Substitution IOWA: in Hannah Stuelke,63 - 70,5254217,560818,560850,2024-04-01,2024-04-02
4,08:55:00,Substitution IOWA: out Addison O'Grady,63 - 70,5254217,560818,560850,2024-04-01,2024-04-02
4,08:55:00,Free throw 2 of 2 made by Addison O'Grady(IOWA),63 - 70,5254217,560818,560850,2024-04-01,2024-04-02
4,08:55:00,"Free throw 1 of 2 missed by Addison O'Grady(IOWA), rebound offensive dead ball IOWA",63 - 69,5254217,560818,560850,2024-04-01,2024-04-02
4,08:55:00,Foul personal (shooting;2 free throws) (under the basket) Angel Reese(LSU),63 - 69,5254217,560818,560850,2024-04-01,2024-04-02
4,09:08:00,2pt driving layup (under the basket) made by Aneesah Morrow(LSU),63 - 69,5254217,560818,560850,2024-04-01,2024-04-02
4,09:25:00,"Foul personal (back court) Addison O'Grady(IOWA), foul on Angel Reese(LSU)",61 - 69,5254217,560818,560850,2024-04-01,2024-04-02
4,09:27:00,"2pt jump shot (inside left) missed by Addison O'Grady(IOWA), rebound defensive dead ball LSU",61 - 69,5254217,560818,560850,2024-04-01,2024-04-02
4,09:46:00,"3pt jump shot (outside left wing) made by Mikaylah Williams(LSU), assist Aneesah Morrow(LSU), assist Aneesah Morrow(LSU)",61 - 69,5254217,560818,560850,2024-04-01,2024-04-02
4,10:00:00,Period start,58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
4,10:00:00,Substitution IOWA: in Addison O'Grady,58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
4,10:00:00,Substitution IOWA: out AJ Ediger,58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:00:00,Period end (confirmed),58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:00:00,"3pt pull up jump shot (outside left) missed by Flau'jae Johnson(LSU), rebound defensive dead ball IOWA",58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:08:00,"2pt driving layup (off turnover) (under the basket) missed by Caitlin Clark(IOWA), rebound defensive Angel Reese(LSU)",58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:35:00,Substitution IOWA: in AJ Ediger,58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:35:00,Substitution IOWA: in Sydney Affolter,58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:35:00,Substitution IOWA: out Hannah Stuelke,58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:35:00,Substitution IOWA: out Kylie Feuerbach,58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:35:00,Turnover bad pass (in the paint) Hailey Van Lith(LSU),58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:44:00,Substitution IOWA: in Hannah Stuelke,58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:44:00,Substitution IOWA: out Addison O'Grady,58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:44:00,Substitution IOWA: in Kate Martin,58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:44:00,Substitution IOWA: out Sydney Affolter,58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:44:00,Free throw 2 of 2 made by Sydney Affolter(IOWA),58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:44:00,Free throw 1 of 2 made by Sydney Affolter(IOWA),58 - 68,5254217,560818,560850,2024-04-01,2024-04-02
3,00:44:00,Substitution LSU: in Mikaylah Williams,58 - 67,5254217,560818,560850,2024-04-01,2024-04-02
3,00:44:00,Substitution LSU: out Last-Tear Poa,58 - 67,5254217,560818,560850,2024-04-01,2024-04-02
3,00:44:00,Foul personal (2 free throws) (back court) Aneesah Morrow(LSU),58 - 67,5254217,560818,560850,2024-04-01,2024-04-02
3,00:46:00,"3pt jump shot (outside center) missed by Last-Tear Poa(LSU), rebound defensive dead ball IOWA",58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,00:58:00,"2pt driving layup (off turnover;fast break) (under the basket) made by Addison O'Grady(IOWA), assist Caitlin Clark(IOWA)",58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,01:04:00,"Turnover lost ball (in the paint) Angel Reese(LSU), steal Caitlin Clark(IOWA)",58 - 69,5254217,560818,560850,2024-04-01,2024-04-02
3,01:19:00,Substitution IOWA: in Kylie Feuerbach,58 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,01:19:00,Substitution IOWA: out Kate Martin,58 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,01:19:00,"2pt layup (blocked) (under the basket) missed by Kate Martin(IOWA), block Flau'jae Johnson(LSU), rebound defensive (team) LSU",58 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,01:23:00,2pt layup (2nd chance) (under the basket) made by Flau'jae Johnson(LSU),58 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,01:28:00,"2pt layup (2nd chance) (under the basket) missed by Angel Reese(LSU), rebound offensive Angel Reese(LSU)",56 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,01:30:00,"2pt layup (2nd chance) (under the basket) missed by Angel Reese(LSU), rebound offensive Angel Reese(LSU)",56 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,01:34:00,"2pt driving layup (in the paint) missed by Hailey Van Lith(LSU), rebound offensive Angel Reese(LSU)",56 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,01:42:00,"3pt jump shot (outside left) missed by Kate Martin(IOWA), rebound defensive Hailey Van Lith(LSU)",56 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,01:47:00,2pt layup (2nd chance) (under the basket) made by Aneesah Morrow(LSU),56 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,01:55:00,"2pt pull up jump shot (inside left) missed by Flau'jae Johnson(LSU), rebound offensive Aneesah Morrow(LSU)",54 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,02:10:00,Substitution LSU: in Hailey Van Lith,54 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,02:10:00,Substitution LSU: out Mikaylah Williams,54 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,02:10:00,"Foul personal (back court) Sydney Affolter(IOWA), foul on Aneesah Morrow(LSU)",54 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,02:12:00,"3pt jump shot (outside center) missed by Caitlin Clark(IOWA), rebound defensive dead ball LSU",54 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,02:22:00,"2pt driving layup (off turnover;fast break) (under the basket) made by Angel Reese(LSU), assist Last-Tear Poa(LSU)",54 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,02:27:00,"Turnover lost ball (in the paint) Kate Martin(IOWA), steal Flau'jae Johnson(LSU)",52 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,02:45:00,Substitution LSU: in Last-Tear Poa,52 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,02:45:00,Substitution LSU: out Hailey Van Lith,52 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,02:45:00,Turnover (outside right) LSU,52 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,03:00:00,2pt turnaround jump shot (in the paint) made by Kate Martin(IOWA),52 - 65,5254217,560818,560850,2024-04-01,2024-04-02
3,03:20:00,"2pt pull up jump shot (inside right) missed by Mikaylah Williams(LSU), rebound defensive Kate Martin(IOWA)",52 - 63,5254217,560818,560850,2024-04-01,2024-04-02
3,03:28:00,"3pt jump shot (2nd chance) (outside center) missed by Kate Martin(IOWA), rebound defensive Mikaylah Williams(LSU)",52 - 63,5254217,560818,560850,2024-04-01,2024-04-02
3,03:32:00,"2pt driving layup (2nd chance) (under the basket) missed by Caitlin Clark(IOWA), rebound offensive Caitlin Clark(IOWA)",52 - 63,5254217,560818,560850,2024-04-01,2024-04-02
3,03:45:00,"2pt driving layup (blocked) (in the paint) missed by Sydney Affolter(IOWA), block Flau'jae Johnson(LSU), rebound offensive (team) IOWA",52 - 63,5254217,560818,560850,2024-04-01,2024-04-02
3,03:50:00,"Free throw 2 of 2 (2nd chance) missed by Angel Reese(LSU), rebound defensive Caitlin Clark(IOWA)",52 - 63,5254217,560818,560850,2024-04-01,2024-04-02
3,03:50:00,"Free throw 1 of 2 (2nd chance) missed by Angel Reese(LSU), rebound offensive dead ball LSU",52 - 63,5254217,560818,560850,2024-04-01,2024-04-02
3,03:50:00,Foul personal (shooting;2 free throws) (under the basket) Kate Martin(IOWA),52 - 63,5254217,560818,560850,2024-04-01,2024-04-02
3,03:51:00,"2pt layup (under the basket) missed by Angel Reese(LSU), rebound offensive Angel Reese(LSU)",52 - 63,5254217,560818,560850,2024-04-01,2024-04-02
3,04:04:00,"2pt driving layup (off turnover;fast break) (under the basket) made by Sydney Affolter(IOWA), assist Caitlin Clark(IOWA)",52 - 63,5254217,560818,560850,2024-04-01,2024-04-02
3,04:10:00,"Turnover bad pass (inside center) Flau'jae Johnson(LSU), steal Caitlin Clark(IOWA)",52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,04:12:00,Substitution IOWA: in Sydney Affolter,52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,04:12:00,Substitution IOWA: out Kylie Feuerbach,52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,04:17:00,"Turnover bad pass (inside left) Kate Martin(IOWA), steal Hailey Van Lith(LSU)",52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,04:23:00,Substitution LSU: in Flau'jae Johnson,52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,04:23:00,Substitution LSU: out Last-Tear Poa,52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,04:23:00,Timeout commercial,52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,04:31:00,"2pt layup (2nd chance) (under the basket) missed by Aneesah Morrow(LSU), rebound defensive Caitlin Clark(IOWA)",52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,04:32:00,"2pt layup (2nd chance) (under the basket) missed by Aneesah Morrow(LSU), rebound offensive Aneesah Morrow(LSU)",52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,04:36:00,"2pt driving layup (in the paint) missed by Angel Reese(LSU), rebound offensive Aneesah Morrow(LSU)",52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,04:48:00,"3pt jump shot (outside center) missed by Caitlin Clark(IOWA), rebound defensive Angel Reese(LSU)",52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,04:57:00,"2pt jump shot (inside center) missed by Last-Tear Poa(LSU), rebound defensive Kate Martin(IOWA)",52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,05:09:00,3pt step back jump shot (outside center) made by Caitlin Clark(IOWA),52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,05:15:00,"Foul personal (outside right) Last-Tear Poa(LSU), foul on Kylie Feuerbach(IOWA)",52 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,05:20:00,Substitution LSU: in Hailey Van Lith,52 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,05:20:00,Substitution LSU: out Flau'jae Johnson,52 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,05:20:00,Substitution IOWA: in Kylie Feuerbach,52 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,05:20:00,Substitution IOWA: out Sydney Affolter,52 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,05:20:00,"Foul personal (outside right) Flau'jae Johnson(LSU), foul on Caitlin Clark(IOWA)",52 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,05:28:00,"2pt driving layup (under the basket) missed by Flau'jae Johnson(LSU), rebound defensive Addison O'Grady(IOWA)",52 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,05:37:00,"2pt driving layup (under the basket) missed by Sydney Affolter(IOWA), rebound defensive Aneesah Morrow(LSU)",52 - 61,5254217,560818,560850,2024-04-01,2024-04-02
3,05:43:00,Foul personal (inside center) Mikaylah Williams(LSU),52 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,06:05:00,Free throw 2 of 2 (2nd chance) made by Angel Reese(LSU),52 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,06:05:00,"Free throw 1 of 2 (2nd chance) missed by Angel Reese(LSU), rebound offensive dead ball LSU",51 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,06:05:00,Foul personal (shooting;2 free throws) (under the basket) Addison O'Grady(IOWA),51 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,06:06:00,"2pt layup (blocked) (under the basket) missed by Angel Reese(LSU), block Addison O'Grady(IOWA), rebound offensive Angel Reese(LSU)",51 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,06:20:00,"3pt jump shot (outside left) missed by Caitlin Clark(IOWA), rebound defensive Aneesah Morrow(LSU)",51 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,06:39:00,"2pt jump shot (2nd chance) (inside center) missed by Aneesah Morrow(LSU), rebound defensive Kate Martin(IOWA)",51 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,06:50:00,"2pt layup (2nd chance) (under the basket) missed by Angel Reese(LSU), rebound offensive Flau'jae Johnson(LSU)",51 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,06:55:00,"2pt jump shot (inside left) missed by Mikaylah Williams(LSU), rebound offensive Angel Reese(LSU)",51 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,07:02:00,"2pt layup (blocked) (under the basket) missed by Addison O'Grady(IOWA), block Flau'jae Johnson(LSU), rebound defensive Flau'jae Johnson(LSU)",51 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,07:12:00,2pt layup (2nd chance) (under the basket) made by Flau'jae Johnson(LSU),51 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,07:15:00,"2pt layup (under the basket) missed by Angel Reese(LSU), rebound offensive Flau'jae Johnson(LSU)",49 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,07:32:00,3pt pull up jump shot (outside left) made by Caitlin Clark(IOWA),49 - 58,5254217,560818,560850,2024-04-01,2024-04-02
3,07:41:00,"3pt jump shot (outside right) missed by Last-Tear Poa(LSU), rebound defensive (team) IOWA",49 - 55,5254217,560818,560850,2024-04-01,2024-04-02
3,08:02:00,Substitution LSU: in Last-Tear Poa,49 - 55,5254217,560818,560850,2024-04-01,2024-04-02
3,08:02:00,Substitution LSU: out Hailey Van Lith,49 - 55,5254217,560818,560850,2024-04-01,2024-04-02
3,08:02:00,Timeout commercial,49 - 55,5254217,560818,560850,2024-04-01,2024-04-02
3,08:02:00,Timeout short LSU,49 - 55,5254217,560818,560850,2024-04-01,2024-04-02
3,08:06:00,3pt step back jump shot (outside left) made by Caitlin Clark(IOWA),49 - 55,5254217,560818,560850,2024-04-01,2024-04-02
3,08:23:00,"3pt jump shot (outside left) missed by Hailey Van Lith(LSU), rebound defensive Kate Martin(IOWA)",49 - 52,5254217,560818,560850,2024-04-01,2024-04-02
3,08:42:00,"2pt driving layup (under the basket) made by Kate Martin(IOWA), assist Caitlin Clark(IOWA)",49 - 52,5254217,560818,560850,2024-04-01,2024-04-02
3,08:49:00,"2pt driving layup (under the basket) made by Flau'jae Johnson(LSU), assist Angel Reese(LSU)",49 - 50,5254217,560818,560850,2024-04-01,2024-04-02
3,09:00:00,"2pt driving layup (under the basket) missed by Sydney Affolter(IOWA), rebound defensive Mikaylah Williams(LSU)",47 - 50,5254217,560818,560850,2024-04-01,2024-04-02
