Half,Clock,Play,Score,game_id,home_id,away_id,game_date,time,Period
NA,08:40:00,2pt driving layup (under the basket) made by Honesty Scott-Grayson(Auburn),13 - 10,5254155,560603,560595,2024-03-21,2024-03-22,2
NA,08:58:00,"2pt pull up jump shot (in the paint) missed by Courtney Blakely(Arizona), rebound defensive Yakiya Milton(Auburn)",13 - 8,5254155,560603,560595,2024-03-21,2024-03-22,2
NA,09:04:00,"2pt driving layup (under the basket) missed by Mar'shaun Bostic(Auburn), rebound defensive Esmery Martinez(Arizona)",13 - 8,5254155,560603,560595,2024-03-21,2024-03-22,2
NA,09:20:00,"Foul personal (outside center) Esmery Martinez(Arizona), foul on Mar'shaun Bostic(Auburn)",13 - 8,5254155,560603,560595,2024-03-21,2024-03-22,2
NA,09:39:00,"2pt driving layup (under the basket) made by Esmery Martinez(Arizona), assist Courtney Blakely(Arizona)",13 - 8,5254155,560603,560595,2024-03-21,2024-03-22,2
NA,09:50:00,"2pt jump shot (inside left) missed by Honesty Scott-Grayson(Auburn), rebound defensive Courtney Blakely(Arizona)",11 - 8,5254155,560603,560595,2024-03-21,2024-03-22,2
NA,10:00:00,Period start,11 - 8,5254155,560603,560595,2024-03-21,2024-03-22,2
NA,10:00:00,Substitution Arizona: in Esmery Martinez,11 - 8,5254155,560603,560595,2024-03-21,2024-03-22,2
NA,10:00:00,Substitution Arizona: out Skylar Jones,11 - 8,5254155,560603,560595,2024-03-21,2024-03-22,2
NA,00:00:00,Period end (confirmed),11 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,00:04:00,Turnover travel (outside left wing) Skylar Jones(Arizona),11 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,00:27:00,"Turnover lost ball (in the paint) Kaitlyn Duhon(Auburn), steal Courtney Blakely(Arizona)",11 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,00:34:00,"2pt pull up jump shot (inside center) missed by Honesty Scott-Grayson(Auburn), rebound offensive Kaitlyn Duhon(Auburn)",11 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,00:51:00,Free throw 2 of 2 (off turnover) made by Courtney Blakely(Arizona),11 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,00:51:00,"Free throw 1 of 2 (off turnover) missed by Courtney Blakely(Arizona), rebound offensive dead ball Arizona",10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,00:51:00,Foul personal (2 free throws) (inside left) Mar'shaun Bostic(Auburn),10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,01:01:00,"Turnover bad pass (in the paint) Mar'shaun Bostic(Auburn), steal Helena Pueyo(Arizona)",10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,01:07:00,"2pt driving layup (off turnover;blocked) (in the paint) missed by Jada Williams(Arizona), block Yakiya Milton(Auburn), rebound defensive Mar'shaun Bostic(Auburn)",10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,01:16:00,Substitution Auburn: in McKenna Eddings,10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,01:16:00,Substitution Auburn: out Sydney Shaw,10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,01:16:00,"Foul personal (inside left) Kaitlyn Duhon(Auburn), foul on Skylar Jones(Arizona)",10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,01:30:00,Substitution Auburn: in Kaitlyn Duhon,10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,01:30:00,Substitution Auburn: out Taylen Collins,10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,01:30:00,"Foul offensive (back court) Yakiya Milton(Auburn), turnover offensive Yakiya Milton(Auburn), foul on Jada Williams(Arizona)",10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,01:43:00,2pt floating jump shot (under the basket) missed by Skylar Jones(Arizona),10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,01:53:00,"2pt layup (under the basket) made by Yakiya Milton(Auburn), assist Mar'shaun Bostic(Auburn)",10 - 8,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,02:09:00,"2pt layup (off turnover) (under the basket) made by Skylar Jones(Arizona), assist Jada Williams(Arizona)",10 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,02:36:00,Turnover bad pass (inside left) Yakiya Milton(Auburn),8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,02:53:00,Substitution Arizona: in Jada Williams,8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,02:53:00,Substitution Arizona: out Esmery Martinez,8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,02:53:00,Substitution Auburn: in Honesty Scott-Grayson,8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,02:53:00,Substitution Auburn: out JaMya Mingo-Young,8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,02:53:00,Turnover lost ball (inside left) Esmery Martinez(Arizona),8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,03:09:00,Turnover shot clock (team) (in the paint) Auburn,8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,03:11:00,"2pt pull up jump shot (2nd chance;off turnover) (in the paint) missed by JaMya Mingo-Young(Auburn), rebound offensive dead ball Auburn",8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,03:29:00,"2pt layup (2nd chance;off turnover) (under the basket) missed by JaMya Mingo-Young(Auburn), rebound offensive Taylen Collins(Auburn)",8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,03:32:00,"2pt pull up jump shot (off turnover) (in the paint) missed by JaMya Mingo-Young(Auburn), rebound offensive JaMya Mingo-Young(Auburn)",8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,03:47:00,"Turnover bad pass (outside left) Esmery Martinez(Arizona), steal Sydney Shaw(Auburn)",8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,04:05:00,"2pt layup (off turnover;fast break) (under the basket) made by Yakiya Milton(Auburn), assist Taylen Collins(Auburn)",8 - 6,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,04:10:00,"Turnover lost ball (inside left) Skylar Jones(Arizona), steal Taylen Collins(Auburn)",8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,04:20:00,"3pt jump shot (off turnover) (outside right) missed by Helena Pueyo(Arizona), rebound offensive Courtney Blakely(Arizona)",8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,04:38:00,Turnover travel (inside left wing) Taylen Collins(Auburn),8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,04:39:00,Substitution Arizona: in Courtney Blakely,8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,04:39:00,Substitution Arizona: out Jada Williams,8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,04:39:00,Substitution Auburn: in Mar'shaun Bostic,8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,04:39:00,Substitution Auburn: out Honesty Scott-Grayson,8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,04:39:00,Timeout commercial,8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,04:52:00,"3pt jump shot (outside right) missed by Jada Williams(Arizona), rebound defensive Sydney Shaw(Auburn)",8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,05:10:00,2pt layup (2nd chance;off turnover) (under the basket) made by Sydney Shaw(Auburn),8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,05:14:00,"2pt floating jump shot (off turnover) (under the basket) missed by Sydney Shaw(Auburn), rebound offensive Sydney Shaw(Auburn)",8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,05:23:00,"Turnover bad pass (outside right) Isis Beh(Arizona), steal Sydney Shaw(Auburn)",8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,05:33:00,"Turnover bad pass (back court) Honesty Scott-Grayson(Auburn), steal Helena Pueyo(Arizona)",8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,05:33:00,Turnover (inside left) Arizona,8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,05:34:00,"Foul personal (back court) Skylar Jones(Arizona), foul on Sydney Shaw(Auburn)",8 - 4,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,05:35:00,"Foul personal (back court) Isis Beh(Arizona), foul on Sydney Shaw(Auburn)",8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,05:39:00,2pt pull up jump shot (2nd chance) (inside right) missed by Helena Pueyo(Arizona),8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,05:46:00,"2pt driving layup (blocked) (under the basket) missed by Skylar Jones(Arizona), block Yakiya Milton(Auburn)",8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,05:46:00,2pt (under the basket) missed by Arizona,8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,06:08:00,"2pt layup (blocked) (under the basket) missed by Honesty Scott-Grayson(Auburn), block Skylar Jones(Arizona), rebound defensive (team) Arizona",8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,06:12:00,Substitution Arizona: in Isis Beh,8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,06:12:00,Substitution Arizona: out Breya Cunningham,8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,06:12:00,"Foul personal (outside center) Breya Cunningham(Arizona), foul on JaMya Mingo-Young(Auburn)",8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,06:21:00,Free throw 2 of 2 made by Jada Williams(Arizona),8 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,06:21:00,Free throw 1 of 2 made by Jada Williams(Arizona),7 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,06:21:00,Foul personal (shooting;2 free throws) (under the basket) Sydney Shaw(Auburn),6 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,06:35:00,"2pt jump shot (inside left) missed by Honesty Scott-Grayson(Auburn), rebound defensive (team) Arizona",6 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,06:41:00,Substitution Auburn: in Yakiya Milton,6 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,06:41:00,Substitution Auburn: out Savannah Scott,6 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,06:41:00,"Foul personal (outside right) Breya Cunningham(Arizona), foul on Sydney Shaw(Auburn)",6 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,07:06:00,"2pt layup (off turnover) (under the basket) made by Breya Cunningham(Arizona), assist Jada Williams(Arizona)",6 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,07:15:00,"Turnover bad pass (outside left) Honesty Scott-Grayson(Auburn), steal Esmery Martinez(Arizona)",4 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,07:28:00,"3pt step back jump shot (outside right) missed by Jada Williams(Arizona), rebound defensive Sydney Shaw(Auburn)",4 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,07:42:00,2pt turnaround jump shot (inside left) made by Honesty Scott-Grayson(Auburn),4 - 2,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,07:51:00,"3pt jump shot (outside center) missed by Helena Pueyo(Arizona), rebound defensive Honesty Scott-Grayson(Auburn)",4 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,08:11:00,2pt pull up jump shot (off turnover) (in the paint) missed by JaMya Mingo-Young(Auburn),4 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,08:16:00,"Turnover bad pass (outside right) Jada Williams(Arizona), steal JaMya Mingo-Young(Auburn), steal Taylen Collins(Auburn)",4 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,08:36:00,"Turnover bad pass (outside right) Honesty Scott-Grayson(Auburn), steal Esmery Martinez(Arizona)",4 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,08:48:00,"2pt driving layup (blocked) (under the basket) missed by Sydney Shaw(Auburn), block Esmery Martinez(Arizona)",4 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,09:07:00,"2pt hook shot (off turnover) (in the paint) made by Breya Cunningham(Arizona), assist Helena Pueyo(Arizona)",4 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,09:28:00,"Turnover lost ball (in the paint) JaMya Mingo-Young(Auburn), steal Skylar Jones(Arizona)",2 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,09:43:00,2pt driving layup (under the basket) made by Jada Williams(Arizona),2 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,09:49:00,"Foul personal (outside center) JaMya Mingo-Young(Auburn), foul on Jada Williams(Arizona)",0 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,09:49:00,Foul (back court) Arizona,0 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,10:00:00,"Jump ball start period, won Breya Cunningham(Arizona), lost Savannah Scott(Auburn)",0 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,10:00:00,Period start,0 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,10:00:00,Game start,0 - 0,5254155,560603,560595,2024-03-21,2024-03-22,1
NA,01:40:00,"Foul offensive (back court) Kae Satterfield(SHU), turnover offensive Kae Satterfield(SHU), foul on Mackenzie Smith(SJU)",47 - 53,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,01:56:00,Free throw 1 of 1 made by Mackenzie Smith(SJU),47 - 53,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,01:56:00,Foul personal (shooting;1 free throw) (under the basket) Sha'Lynn Hagans(SHU),47 - 52,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,01:56:00,2pt driving layup (under the basket) made by Mackenzie Smith(SJU),47 - 52,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,02:15:00,"2pt turnaround jump shot (in the paint) made by Kae Satterfield(SHU), assist Savannah Catalon(SHU)",47 - 50,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,02:28:00,Turnover bad pass (inside left) Kae Satterfield(SHU),45 - 50,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,02:45:00,2pt driving layup (off turnover;fast break) (under the basket) made by Talya Brugler(SJU),45 - 50,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,02:49:00,"Turnover bad pass (inside center) Savannah Catalon(SHU), steal Talya Brugler(SJU)",45 - 48,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,02:59:00,Free throw 2 of 2 made by Talya Brugler(SJU),45 - 48,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,02:59:00,Free throw 1 of 2 made by Talya Brugler(SJU),45 - 47,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,02:59:00,Foul personal (2 free throws) (in the paint) Azana Baines(SHU),45 - 46,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,03:16:00,"3pt jump shot (outside left) missed by Brazil Harvey-Carr(SHU), rebound defensive Laura Ziegler(SJU)",45 - 46,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,03:23:00,Substitution SHU: in Brazil Harvey-Carr,45 - 46,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,03:23:00,Substitution SHU: in Savannah Catalon,45 - 46,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,03:23:00,Substitution SHU: out Amari Wright,45 - 46,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,03:23:00,Substitution SHU: out I'yanna Lops,45 - 46,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,03:23:00,Timeout commercial,45 - 46,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,03:23:00,Timeout short SHU,45 - 46,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,03:30:00,2pt driving layup (in the paint) made by Mackenzie Smith(SJU),45 - 46,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,03:58:00,"3pt jump shot (outside center) missed by Azana Baines(SHU), rebound defensive Chloe Welch(SJU)",45 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,04:17:00,"2pt pull up jump shot (inside right) missed by Chloe Welch(SJU), rebound defensive Azana Baines(SHU)",45 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,04:51:00,Free throw 2 of 2 (fast break;off turnover) made by Kae Satterfield(SHU),45 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,04:51:00,Free throw 1 of 2 (fast break;off turnover) made by Kae Satterfield(SHU),44 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,04:51:00,Substitution SHU: in I'yanna Lops,43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,04:51:00,Substitution SHU: out Brazil Harvey-Carr,43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,04:51:00,Timeout commercial,43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,04:51:00,Foul personal (shooting;2 free throws) (in the paint) Julia Nystrom(SJU),43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,04:55:00,"Turnover lost ball (in the paint) Laura Ziegler(SJU), steal Kae Satterfield(SHU)",43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,05:15:00,Substitution SHU: in Brazil Harvey-Carr,43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,05:15:00,Substitution SHU: out Savannah Catalon,43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,05:15:00,"Foul personal (outside right) Savannah Catalon(SHU), foul on Julia Nystrom(SJU)",43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,05:16:00,"Foul personal (inside right) Amari Wright(SHU), foul on Julia Nystrom(SJU)",43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,05:36:00,"Free throw 2 of 2 missed by Azana Baines(SHU), rebound defensive Laura Ziegler(SJU)",43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,05:36:00,Free throw 1 of 2 made by Azana Baines(SHU),43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,05:36:00,Foul personal (shooting;2 free throws) (in the paint) Laura Ziegler(SJU),42 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:03:00,"2pt hook shot (in the paint) missed by Mackenzie Smith(SJU), rebound defensive Sha'Lynn Hagans(SHU)",42 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:09:00,"Foul personal (in the paint) Azana Baines(SHU), foul on Talya Brugler(SJU)",42 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:09:00,Substitution SHU: in Amari Wright,42 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:09:00,Substitution SHU: out Brazil Harvey-Carr,42 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:09:00,Substitution SJU: in Laura Ziegler,42 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:09:00,Substitution SJU: out Paula Maurina,42 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:33:00,2pt driving layup (in the paint) made by Sha'Lynn Hagans(SHU),42 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:50:00,Substitution SHU: in Brazil Harvey-Carr,40 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:50:00,Substitution SHU: out Amari Wright,40 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:50:00,Substitution SJU: in Paula Maurina,40 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:50:00,Substitution SJU: out Laura Ziegler,40 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:50:00,Jump ball held ball SHU,40 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:54:00,"2pt layup (2nd chance) (in the paint) missed by Laura Ziegler(SJU), rebound defensive Azana Baines(SHU)",40 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,06:58:00,"3pt jump shot (outside right) missed by Chloe Welch(SJU), rebound offensive Laura Ziegler(SJU)",40 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:14:00,2pt driving layup (off turnover) (in the paint) made by Savannah Catalon(SHU),40 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:19:00,"Turnover bad pass (outside center) Chloe Welch(SJU), steal Savannah Catalon(SHU)",38 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:29:00,Substitution SHU: in Amari Wright,38 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:29:00,Substitution SHU: out Brazil Harvey-Carr,38 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:29:00,Free throw 2 of 2 (2nd chance) made by Brazil Harvey-Carr(SHU),38 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:29:00,"Free throw 1 of 2 (2nd chance) missed by Brazil Harvey-Carr(SHU), rebound offensive dead ball SHU",37 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:29:00,Foul personal (shooting;2 free throws) (in the paint) Chloe Welch(SJU),37 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:37:00,"2pt jump shot (inside left) missed by Azana Baines(SHU), rebound offensive Brazil Harvey-Carr(SHU)",37 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:37:00,Substitution SHU: in Brazil Harvey-Carr,37 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:37:00,Substitution SHU: out Amari Wright,37 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:37:00,Substitution SJU: in Julia Nystrom,37 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:37:00,Substitution SJU: out Gabby Casey,37 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,07:37:00,"Foul personal (in the paint) Gabby Casey(SJU), foul on Sha'Lynn Hagans(SHU)",37 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,08:03:00,"3pt jump shot (outside left) made by Talya Brugler(SJU), assist Chloe Welch(SJU)",37 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,08:24:00,Substitution SHU: in Amari Wright,37 - 41,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,08:24:00,Substitution SHU: out Brazil Harvey-Carr,37 - 41,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,08:24:00,"3pt jump shot (outside right) missed by Azana Baines(SHU), rebound defensive dead ball SJU",37 - 41,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,08:44:00,"2pt driving layup (in the paint) missed by Chloe Welch(SJU), rebound defensive Savannah Catalon(SHU)",37 - 41,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,08:54:00,Substitution SHU: in Azana Baines,37 - 41,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,08:54:00,Substitution SHU: in Savannah Catalon,37 - 41,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,08:54:00,Substitution SHU: out A'Jah Davis,37 - 41,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,08:54:00,Substitution SHU: out Amari Wright,37 - 41,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,08:54:00,Foul personal (in the paint) Brazil Harvey-Carr(SHU),43 - 44,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,09:19:00,"3pt jump shot (outside left wing) made by Sha'Lynn Hagans(SHU), assist A'Jah Davis(SHU), assist Brazil Harvey-Carr(SHU)",37 - 41,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,09:39:00,"3pt jump shot (outside left) made by Gabby Casey(SJU), assist Mackenzie Smith(SJU)",34 - 41,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,10:00:00,Period start,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,10:00:00,Substitution SHU: in Amari Wright,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,10:00:00,Substitution SHU: in Kae Satterfield,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,10:00:00,Substitution SHU: out Azana Baines,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,10:00:00,Substitution SHU: out Savannah Catalon,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,10:00:00,Substitution SJU: in Gabby Casey,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,10:00:00,Substitution SJU: in Talya Brugler,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,10:00:00,Substitution SJU: out Paula Maurina,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,10:00:00,Substitution SJU: out Emma Boslet,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,4
NA,03:20:00,Substitution SJU: out Gabby Casey,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,00:00:00,Period end (confirmed),34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,00:01:00,"Turnover bad pass (inside center) Emma Boslet(SJU), steal A'Jah Davis(SHU)",34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,00:30:00,"3pt jump shot (outside left) missed by Brazil Harvey-Carr(SHU), rebound defensive Mackenzie Smith(SJU)",34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,00:54:00,"2pt pull up jump shot (2nd chance;off turnover) (inside center) missed by Chloe Welch(SJU), rebound defensive Brazil Harvey-Carr(SHU)",34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,01:08:00,"3pt jump shot (off turnover) (outside center) missed by Laura Ziegler(SJU), rebound offensive (team) SJU",34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,01:15:00,"Foul technical Savannah Catalon(SHU), turnover offensive Savannah Catalon(SHU)",34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,01:15:00,"Foul technical Mackenzie Smith(SJU), turnover offensive Mackenzie Smith(SJU)",34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,03:23:00,Substitution SJU: in Julia Nystrom,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,03:23:00,Substitution SJU: out Gabby Casey,34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,01:15:00,"Foul personal (inside left) Savannah Catalon(SHU), foul on Mackenzie Smith(SJU)",34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,01:31:00,"2pt layup (blocked) (in the paint) missed by Azana Baines(SHU), block Emma Boslet(SJU), rebound defensive Laura Ziegler(SJU)",34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,01:39:00,"2pt pull up jump shot (in the paint) missed by Chloe Welch(SJU), rebound defensive Azana Baines(SHU)",34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,01:47:00,"Foul personal (in the paint) A'Jah Davis(SHU), foul on Paula Maurina(SJU)",34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,02:07:00,"2pt hook shot (off turnover) (in the paint) made by A'Jah Davis(SHU), assist Azana Baines(SHU)",34 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,02:24:00,"Foul offensive (back court) Mackenzie Smith(SJU), turnover offensive Mackenzie Smith(SJU), foul on A'Jah Davis(SHU)",32 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,02:31:00,"Foul personal (in the paint) Brazil Harvey-Carr(SHU), foul on Chloe Welch(SJU)",32 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
NA,04:36:00,Substitution SJU: in Gabby Casey,32 - 38,5254261,561060,561079,2024-03-21,2024-03-22,3
