loc_y,loc_x,team_id,shot_outcome,play_id,description,game_id,home_id,away_id,team_name
5.640000000000001,25,485,TRUE,111575715,'1st 02:02 : 2pt layup (2nd chance) (under the basket) made by Allen Betrand(NSU) 27-32',5251720,560972,560947,Norfolk St.
27.861599426269496,36.78999996185305,290,FALSE,111575745,'1st 01:44 : 3pt jump shot (outside left) missed by Bryce Harris(HOW),5251720,560972,560947,Howard
9.682002868652319,23.4950008392334,485,TRUE,111575772,'1st 01:34 : 2pt driving layup (in the paint) made by Jamarii Thomas(NSU) 27-34',5251720,560972,560947,Norfolk St.
28.453796844482426,10.675000190734849,485,FALSE,111576096,'1st 00:54.20 : 3pt jump shot (outside right) missed by Christian Ings(NSU),5251720,560972,560947,Norfolk St.
7.332000179290768,23.82999992370605,485,TRUE,111579556,'2nd 19:46 : 2pt layup (under the basket) made by Tyrel Bladen(NSU),5251720,560972,560947,Norfolk St.
18.038600502014145,24.8150005340576,485,FALSE,111579739,'2nd 19:11 : 2pt step back jump shot (off turnover) (in the paint) missed by Christian Ings(NSU),5251720,560972,560947,Norfolk St.
26.103796844482417,10.534999847412102,290,FALSE,111579879,'2nd 18:46 : 3pt jump shot (outside right) missed by Seth Towns(HOW),5251720,560972,560947,Howard
11.881600322723433,31.29500007629395,485,FALSE,111580061,'2nd 18:19 : 2pt turnaround jump shot (inside left) missed by Jamarii Thomas(NSU),5251720,560972,560947,Norfolk St.
21.413198852539097,4.760000228881843,290,TRUE,111580074,'2nd 18:07 : 3pt jump shot (outside right) made by Marcus Dockery(HOW),5251720,560972,560947,Howard
10.114402008056658,26.0300006866455,290,TRUE,111580407,'2nd 17:22 : 2pt driving layup (off turnover) (in the paint) made by Bryce Harris(HOW) 36-39',5251720,560972,560947,Howard
11.289400215148891,24.2549991607666,485,TRUE,111584909,'2nd 13:22 : 2pt driving layup (in the paint) made by Chris Fields Jr.(NSU) 45-50',5251720,560972,560947,Norfolk St.
20.821001434326178,31.10000038146975,290,FALSE,111585383,'2nd 12:52 : 2pt pull up jump shot (inside center) missed by Seth Towns(HOW),5251720,560972,560947,Howard
22.879596557617162,42.08499908447265,290,FALSE,111585385,'2nd 12:47 : 3pt jump shot (2nd chance) (outside left) missed by Jordan Hairston(HOW),5251720,560972,560947,Howard
29.327997131347672,15.88500022888185,290,FALSE,111585409,'2nd 12:28 : 3pt jump shot (2nd chance) (outside center) missed by Seth Towns(HOW),5251720,560972,560947,Howard
10.114402008056658,21.3799991607666,485,FALSE,111570207,'1st 19:11 : 2pt layup (in the paint) missed by Kuluel Mading(NSU),5251720,560972,560947,Norfolk St.
