loc_y,loc_x,shot_team_id,shot_outcome,play_id,description,game_id,home_id,away_id,full_name,team_id,team_name
4.841000089645384,47.34999990463257,229,FALSE,111577757,'1st 19:43 : 3pt jump shot (outside left wing) missed by Alijah Martin(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
29.920201721191418,33.6349983215332,497,FALSE,111577820,'1st 19:25 : 3pt jump shot (outside center) missed by Jason Edwards(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
17.155,46.36500000953674,229,TRUE,111578199,'1st 18:53 : 3pt step back jump shot (outside left) made by Jalen Gaffney(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
13.93079971313476,29.9699993133545,497,FALSE,111589910,'1st 03:38 : 2pt jump shot (blocked) (in the paint) missed by Rubin Jones(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
14.222200107574446,25.10000038146975,229,FALSE,111579479,'1st 16:36 : 2pt hook shot (in the paint) missed by Vladislav Goldin(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
6.12879998207092,26.4650001525879,229,TRUE,111579523,'1st 16:33 : 2pt layup (2nd chance) (under the basket) made by Vladislav Goldin(FAU) 4-7',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
8.64799713134768,22.5049991607666,497,FALSE,111579564,'1st 16:09 : 2pt layup (under the basket) missed by CJ Noland(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
8.798400573730504,24.0550003051758,497,FALSE,111579714,'1st 15:58 : 2pt driving layup (off turnover;fast break) (under the basket) missed by CJ Noland(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
6.598799982070919,26.79000091552735,229,FALSE,111581267,'1st 15:40 : 2pt layup (blocked) (under the basket) missed by Vladislav Goldin(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
25.52099964141848,8.61999893188475,229,FALSE,111581546,'1st 15:26 : 3pt jump shot (2nd chance) (outside right) missed by Alijah Martin(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
6.598799982070919,47.34999990463257,229,FALSE,111581643,'1st 15:08 : 3pt jump shot (2nd chance) (outside left) missed by Brandon Weatherspoon(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
12.464400215148892,20.17000007629395,229,TRUE,111581867,'1st 14:24 : 2pt floating jump shot (off turnover) (in the paint) made by Alijah Martin(FAU) 6-12',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
21.262802581787085,27.4349994659424,497,FALSE,111582241,'1st 13:59 : 2pt turnaround jump shot (inside center) missed by Rubin Jones(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
11.881600322723433,27.4950008392334,229,FALSE,111582372,'1st 13:39 : 2pt hook shot (in the paint) missed by Giancarlo Rosado(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
6.598799982070919,23.4099998474121,229,TRUE,111582374,'1st 13:36 : 2pt layup (2nd chance) (under the basket) made by Brenen Lorient(FAU) 4-12',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
11.881599426269489,47.2949981689453,497,FALSE,111582885,'1st 13:14 : 3pt jump shot (outside left) missed by Aaron Scott(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
8.798399677276615,9.8849983215332,229,FALSE,111582978,'1st 12:53 : 2pt floating jump shot (inside right) missed by Nick Boyd(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
5.132399139404328,2.7899999618530202,497,FALSE,111583374,'1st 12:18 : 3pt jump shot (outside right wing) missed by Rubin Jones(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
7.1063977050780665,26.39500045776365,497,TRUE,111583394,'1st 12:15 : 2pt layup (2nd chance) (under the basket) made by Robert Allen(UNT) 6-12',5252669,560901,560983,North Texas Mean Green,560983,North Texas
25.52099964141848,12.8450012207031,229,FALSE,111583460,'1st 11:59 : 3pt jump shot (outside right) missed by Nick Boyd(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
6.890199928283687,21.86000061035155,229,FALSE,111585402,'1st 10:19 : 2pt driving layup (off turnover;fast break) (under the basket) missed by Brenen Lorient(FAU) 6-16',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
5.64,25,229,TRUE,111585455,'1st 10:16 : 2pt layup (2nd chance;off turnover;fast break) (under the basket) made by Nick Boyd(FAU) 6-16',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
16.130403442382843,16.0300006866455,497,TRUE,111585521,'1st 09:57 : 2pt jump shot (inside right) made by Jason Edwards(UNT) 8-16',5252669,560901,560983,North Texas Mean Green,560983,North Texas
18.038600502014145,22.8449993133545,229,TRUE,111585562,'1st 09:39 : 2pt jump shot (in the paint) made by Vladislav Goldin(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
23.020597991943333,8.140000343322747,497,TRUE,111586364,'1st 08:27 : 3pt jump shot (outside right) made by CJ Noland(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
8.948800430297851,27.91500091552735,229,TRUE,111586482,'1st 08:04 : 2pt layup (in the paint) made by Vladislav Goldin(FAU) 12-20',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
16.713198852539094,30.5349998474121,497,FALSE,111586706,'1st 07:42 : 2pt jump shot (in the paint) missed by CJ Noland(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
18.17959655761716,27.01499938964845,497,TRUE,111586779,'1st 07:36 : 2pt floating jump shot (2nd chance) (in the paint) made by CJ Noland(UNT) 14-21',5252669,560901,560983,North Texas Mean Green,560983,North Texas
6.598799982070919,22.8449993133545,229,TRUE,111586921,'1st 07:09 : 2pt layup (under the basket) made by Johnell Davis(FAU) 14-23',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
7.77380043029785,22.42499923706055,229,TRUE,111591167,'1st 03:00 : 2pt driving layup (off turnover) (under the basket) made by Nick Boyd(FAU) 23-27',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
10.847599964141821,23.27000045776365,229,TRUE,111591655,'1st 02:18 : 2pt driving layup (in the paint) made by Vladislav Goldin(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
13.047197418212917,27.86000061035155,497,FALSE,111591738,'1st 01:58 : 2pt hook shot (in the paint) missed by Robert Allen(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
17.747199211120606,45.23999977111816,229,TRUE,111591812,'1st 01:51 : 3pt jump shot (fast break) (outside left) made by Alijah Martin(FAU) 29-32',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
13.639402008056663,17.7199993133545,497,TRUE,111588222,'1st 06:44 : 2pt jump shot (inside right) made by Jason Edwards(UNT) 16-23',5252669,560901,560983,North Texas Mean Green,560983,North Texas
6.598799982070919,22.98500061035155,229,FALSE,111588232,'1st 06:27 : 2pt alley oop (under the basket) missed by Vladislav Goldin(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
8.798400573730504,22.08499908447265,497,TRUE,111588470,'1st 05:58 : 2pt driving layup (in the paint) made by CJ Noland(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
24.48699928283687,40.875,229,FALSE,111588831,'1st 05:49 : 3pt jump shot (outside left) missed by Jalen Gaffney(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
13.488998565673825,40.67499923706055,497,FALSE,111588895,'1st 05:32 : 2pt step back jump shot (inside left) missed by Jason Edwards(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
8.21559799194334,14.76000022888185,497,FALSE,111589045,'1st 05:22 : 2pt pull up jump shot (2nd chance) (inside right) missed by Jason Edwards(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
18.17959655761716,44.1949996948242,497,TRUE,111591880,'1st 01:30 : 3pt jump shot (outside left) made by John Buggs III(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
8.948800430297851,31.57500076293945,229,FALSE,111591987,'1st 01:12 : 2pt jump shot (blocked) (inside left) missed by Johnell Davis(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
26.25420028686524,40.67499923706055,497,FALSE,111593014,'1st 00:25.60 : 3pt jump shot (outside left) missed by Jason Edwards(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
5.640000000000001,25,497,FALSE,111589132,'1st 05:19 : 2pt layup (2nd chance) (under the basket) missed by Robert Allen(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
27.278800430297878,12.564998626709,229,FALSE,111589143,'1st 05:13 : 3pt jump shot (fast break) (outside right) missed by Johnell Davis(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
17.88819885253909,28.13999938964845,497,TRUE,111589203,'1st 05:00 : 2pt jump shot (in the paint) made by Rubin Jones(UNT) 21-23',5252669,560901,560983,North Texas Mean Green,560983,North Texas
10.415199928283734,22.8449993133545,229,FALSE,111589307,'1st 04:42 : 2pt driving layup (in the paint) missed by Alijah Martin(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
6.157002868652327,25.4650001525879,497,TRUE,111589788,'1st 04:06 : 2pt dunk (off turnover) (under the basket) made by Robert Allen(UNT) 23-23',5252669,560901,560983,North Texas Mean Green,560983,North Texas
7.332000179290768,27.0699996948242,229,TRUE,111589816,'1st 03:52 : 2pt layup (under the basket) made by Johnell Davis(FAU) 23-25',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
17.747199211120606,32,229,FALSE,111593466,'1st 00:01.10 : 2pt jump shot (inside left) missed by Nick Boyd(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
15.838998565673833,28.2800006866455,497,TRUE,111578304,'1st 18:21 : 2pt turnaround jump shot (in the paint) made by Aaron Scott(UNT) 2-3',5252669,560901,560983,North Texas Mean Green,560983,North Texas
29.328000717163132,13.8300018310547,229,FALSE,111578412,'1st 18:03 : 3pt jump shot (outside right) missed by Brandon Weatherspoon(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
11.731203155517576,47.72000122070315,497,FALSE,111578443,'1st 17:46 : 3pt jump shot (outside left) missed by Rubin Jones(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
11.289400215148891,20.3099994659424,229,TRUE,111578953,'1st 17:17 : 2pt layup (in the paint) made by Johnell Davis(FAU) 4-5',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
8.64799713134768,22.64999961853025,497,FALSE,111579041,'1st 16:54 : 2pt layup (under the basket) missed by CJ Noland(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
12.313998565673828,26.72999954223635,497,FALSE,111579090,'1st 16:50 : 2pt hook shot (2nd chance) (in the paint) missed by Robert Allen(UNT) 4-5',5252669,560901,560983,North Texas Mean Green,560983,North Texas
5.132399139404328,47.2949981689453,497,FALSE,111584590,'1st 11:34 : 3pt jump shot (outside left wing) missed by Jason Edwards(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
30.502997131347662,22.64999961853025,497,FALSE,111584839,'1st 11:08 : 3pt step back jump shot (off turnover) (outside center) missed by Jason Edwards(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
5.7151999282836865,47.49499988555908,497,TRUE,111598253,'2nd 19:49 : 3pt jump shot (outside left wing) made by John Buggs III(UNT) 33-35',5252669,560901,560983,North Texas Mean Green,560983,North Texas
6.598799982070919,47.0699999332428,497,TRUE,111598405,'2nd 19:13 : 3pt jump shot (off turnover) (outside left) made by Jason Edwards(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
30.2115994262695,17.20999908447265,497,FALSE,111608321,'2nd 05:45 : 3pt jump shot (2nd chance) (outside center) missed by Jason Edwards(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
8.065201721191428,25.1849994659424,229,TRUE,111608324,'2nd 05:36 : 2pt driving layup (fast break) (under the basket) made by Alijah Martin(FAU) 58-58',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
8.21559799194334,26.875,229,TRUE,111607914,'2nd 06:48 : 2pt layup (under the basket) made by Vladislav Goldin(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
8.798399677276615,22.5650005340576,497,TRUE,111607933,'2nd 06:33 : 2pt driving layup (under the basket) made by Jason Edwards(UNT) 58-55',5252669,560901,560983,North Texas Mean Green,560983,North Texas
27.57019992828374,32.98500061035155,497,FALSE,111598663,'2nd 18:39 : 3pt jump shot (off turnover) (outside left) missed by John Buggs III(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
8.948796844482416,21.9449996948242,229,TRUE,111598742,'2nd 18:14 : 2pt driving layup (in the paint) made by Johnell Davis(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
8.507000179290769,22.2800006866455,497,TRUE,111598965,'2nd 17:43 : 2pt driving layup (under the basket) made by Jason Edwards(UNT) 38-37',5252669,560901,560983,North Texas Mean Green,560983,North Texas
15.980000000000004,28.42499923706055,229,TRUE,111599304,'2nd 17:21 : 2pt jump shot (in the paint) made by Vladislav Goldin(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
17.88820064544677,23.54999923706055,497,TRUE,111599404,'2nd 17:02 : 2pt floating jump shot (in the paint) made by Rubin Jones(UNT) 40-39',5252669,560901,560983,North Texas Mean Green,560983,North Texas
13.488998565673825,19.82999992370605,229,TRUE,111599466,'2nd 16:47 : 2pt floating jump shot (in the paint) made by Johnell Davis(FAU) 40-41',5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
26.658400573730503,12.4650001525879,497,TRUE,111599586,'2nd 16:28 : 3pt jump shot (outside right) made by Rubin Jones(UNT) 43-41',5252669,560901,560983,North Texas Mean Green,560983,North Texas
6.598799982070919,47.49499988555908,497,FALSE,111608272,'2nd 06:03 : 3pt jump shot (outside left wing) missed by Jason Edwards(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
28.74520172119142,29.125,229,FALSE,111599895,'2nd 16:10 : 3pt jump shot (outside center) missed by Bryan Greenlee(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
8.798400573730504,18.42499923706055,229,FALSE,111602016,'2nd 15:41 : 2pt floating jump shot (off turnover) (inside right) missed by Alijah Martin(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
5.640000000000001,25,229,FALSE,111602070,'2nd 15:36 : 2pt layup (2nd chance;off turnover) (under the basket) missed by Brandon Weatherspoon(FAU),5252669,560901,560983,Fla. Atlantic Owls,560901,Fla. Atlantic
21.11239913940434,15.2400016784668,497,FALSE,111602087,'2nd 15:21 : 2pt jump shot (inside right) missed by Rubin Jones(UNT),5252669,560901,560983,North Texas Mean Green,560983,North Texas
