loc_y,loc_x,team_id,shot_outcome,play_id,description,game_id,home_id,away_id,team_name,time,shot_team_id,full_name,game_date
5.640000000000001,25,485,TRUE,111575715,'1st 02:02 : 2pt layup (2nd chance) (under the basket) made by Allen Betrand(NSU) 27-32',5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
27.861599426269496,36.78999996185305,290,FALSE,111575745,'1st 01:44 : 3pt jump shot (outside left) missed by Bryce Harris(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
9.68200286865232,23.4950008392334,485,TRUE,111575772,'1st 01:34 : 2pt driving layup (in the paint) made by Jamarii Thomas(NSU) 27-34',5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
28.453796844482422,10.675000190734847,485,FALSE,111576096,'1st 00:54.20 : 3pt jump shot (outside right) missed by Christian Ings(NSU),5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
7.332000179290768,23.82999992370605,485,TRUE,111579556,'2nd 19:46 : 2pt layup (under the basket) made by Tyrel Bladen(NSU),5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
18.038600502014145,24.8150005340576,485,FALSE,111579739,'2nd 19:11 : 2pt step back jump shot (off turnover) (in the paint) missed by Christian Ings(NSU),5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
26.103796844482417,10.534999847412102,290,FALSE,111579879,'2nd 18:46 : 3pt jump shot (outside right) missed by Seth Towns(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
11.881600322723433,31.29500007629395,485,FALSE,111580061,'2nd 18:19 : 2pt turnaround jump shot (inside left) missed by Jamarii Thomas(NSU),5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
21.413198852539097,4.760000228881843,290,TRUE,111580074,'2nd 18:07 : 3pt jump shot (outside right) made by Marcus Dockery(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
10.114402008056658,26.0300006866455,290,TRUE,111580407,'2nd 17:22 : 2pt driving layup (off turnover) (in the paint) made by Bryce Harris(HOW) 36-39',5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
11.289400215148891,24.2549991607666,485,TRUE,111584909,'2nd 13:22 : 2pt driving layup (in the paint) made by Chris Fields Jr.(NSU) 45-50',5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
20.821001434326178,31.10000038146975,290,FALSE,111585383,'2nd 12:52 : 2pt pull up jump shot (inside center) missed by Seth Towns(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
22.87959655761716,42.08499908447265,290,FALSE,111585385,'2nd 12:47 : 3pt jump shot (2nd chance) (outside left) missed by Jordan Hairston(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
29.327997131347672,15.88500022888185,290,FALSE,111585409,'2nd 12:28 : 3pt jump shot (2nd chance) (outside center) missed by Seth Towns(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
10.114402008056658,21.3799991607666,485,FALSE,111570207,'1st 19:11 : 2pt layup (in the paint) missed by Kuluel Mading(NSU),5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
27.128400573730502,36.78999996185305,485,FALSE,111585526,'2nd 12:01 : 3pt jump shot (outside left) missed by Allen Betrand(NSU),5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
17.01400035858152,47.0699999332428,290,FALSE,111570835,'1st 17:53 : 3pt jump shot (outside left) missed by Seth Towns(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
20.37920028686524,21.3799991607666,485,FALSE,111570856,'1st 17:42 : 2pt turnaround jump shot (inside center) missed by Kuluel Mading(NSU),5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
11.289400215148891,28.89999961853025,290,FALSE,111570866,'1st 17:35 : 2pt layup (blocked) (in the paint) missed by Bryce Harris(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
9.089800071716311,25.6599998474121,290,FALSE,111570884,'1st 17:29 : 2pt layup (2nd chance;blocked) (under the basket) missed by Bryce Harris(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
9.240201721191426,26.875,485,TRUE,111570900,'1st 17:28 : 2pt layup (fast break) (under the basket) made by Christian Ings(NSU) 4-5',5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
14.37259996414182,46.9300000667572,290,TRUE,111571098,'1st 17:00 : 3pt jump shot (outside left) made by Marcus Dockery(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
27.57020172119141,13.210000038146951,485,TRUE,111571152,'1st 16:42 : 3pt jump shot (outside right) made by Jamarii Thomas(NSU),5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
24.787800788879395,8.0550003051758,290,TRUE,111571216,'1st 16:17 : 3pt jump shot (outside right) made by Isiah Warfield(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
9.381199569702147,26.5049991607666,290,TRUE,111576294,'1st 00:25.80 : 2pt dunk (off turnover) (under the basket) made by Bryce Harris(HOW) 31-37',5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
7.914798278808576,24.0550003051758,485,TRUE,111576325,'1st 00:08.10 : 2pt layup (under the basket) made by Nyzaiah Chambers(NSU),5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
21.704600143432625,5.9449996948242,290,FALSE,111576354,'1st 00:00.20 : 3pt jump shot (outside right) missed by Marcus Dockery(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
9.68200286865232,28.5650005340576,290,FALSE,111586602,'2nd 11:30 : 2pt driving layup (off turnover) (in the paint) missed by Isiah Warfield(HOW),5251720,560972,560947,Howard,2024-03-15,NA,NA,2024-03-14
20.37920028686524,23.63500022888185,485,FALSE,111571286,'1st 15:49 : 2pt floating jump shot (blocked) (inside center) missed by Jamarii Thomas(NSU),5251720,560972,560947,Norfolk St.,2024-03-15,NA,NA,2024-03-14
