loc_y,loc_x,shot_team_id,shot_outcome,play_id,description,game_id,home_id,away_id,game_date,full_name,team_id,team_name,time
28.453796844482422,15.63500022888185,9680,FALSE,111774086,'2nd 16:23 : 3pt jump shot (outside right) missed by Malcolm Whitlow(ERAU),5253196,561502,561458,2024-03-17,Embry-Riddle (FL) Eagles,561458,Embry-Riddle (FL),2024-03-18
8.948796844482416,22.95999908447265,9680,FALSE,111774132,'2nd 16:15 : 2pt layup (2nd chance) (under the basket) missed by Danny Sully(ERAU),5253196,561502,561458,2024-03-17,Embry-Riddle (FL) Eagles,561458,Embry-Riddle (FL),2024-03-18
13.489000358581515,20.5650005340576,24639,FALSE,111774157,'2nd 16:03 : 2pt hook shot (in the paint) missed by Trey Doomes(NSU),5253196,561502,561458,2024-03-17,Nova Southeastern Sharks,561502,Nova Southeastern,2024-03-18
27.419798278808585,13.659999847412102,9680,TRUE,111774183,'2nd 15:45 : 3pt jump shot (outside right) made by Dru Nickson(ERAU) 39-45',5253196,561502,561458,2024-03-17,Embry-Riddle (FL) Eagles,561458,Embry-Riddle (FL),2024-03-18
5.86559978485107,24.22500038146975,24639,FALSE,111774188,'2nd 15:34 : 2pt layup (under the basket) missed by Trey Doomes(NSU),5253196,561502,561458,2024-03-17,Nova Southeastern Sharks,561502,Nova Southeastern,2024-03-18
5.64,25,24639,TRUE,111774190,'2nd 15:30 : 2pt layup (2nd chance) (under the basket) made by GianFranco Grafals(NSU) 39-47',5253196,561502,561458,2024-03-17,Nova Southeastern Sharks,561502,Nova Southeastern,2024-03-18
7.623400573730507,27.04000091552735,9680,TRUE,111774297,'2nd 15:05 : 2pt jump shot (under the basket) made by Michael McCalister(ERAU) 41-47',5253196,561502,561458,2024-03-17,Embry-Riddle (FL) Eagles,561458,Embry-Riddle (FL),2024-03-18
6.157000179290768,27.32500076293945,24639,FALSE,111774306,'2nd 14:41 : 2pt layup (under the basket) missed by Ryan Davis(NSU),5253196,561502,561458,2024-03-17,Nova Southeastern Sharks,561502,Nova Southeastern,2024-03-18
30.061203155517575,28.0300006866455,9680,FALSE,111774332,'2nd 14:10 : 3pt jump shot (off turnover) (outside center) missed by Malcolm Whitlow(ERAU),5253196,561502,561458,2024-03-17,Embry-Riddle (FL) Eagles,561458,Embry-Riddle (FL),2024-03-18
7.773796844482419,24.5049991607666,9680,FALSE,111774334,'2nd 14:07 : 2pt layup (2nd chance;off turnover) (under the basket) missed by Jerry Bracey II(ERAU),5253196,561502,561458,2024-03-17,Embry-Riddle (FL) Eagles,561458,Embry-Riddle (FL),2024-03-18
7.773796844482419,36.47999954223635,24639,TRUE,111772366,'1st 19:43 : 2pt jump shot (inside left) made by Isaiah Fuller(NSU) 0-2',5253196,561502,561458,2024-03-17,Nova Southeastern Sharks,561502,Nova Southeastern,2024-03-18
32.70260086059566,21.27000045776365,9680,FALSE,111772377,'1st 19:05 : 3pt jump shot (outside center) missed by Cameron Shockley-Okeke(ERAU),5253196,561502,561458,2024-03-17,Embry-Riddle (FL) Eagles,561458,Embry-Riddle (FL),2024-03-18
20.37920028686524,26.3400001525879,24639,FALSE,111772387,'1st 18:52 : 2pt jump shot (inside center) missed by Isaiah Fuller(NSU),5253196,561502,561458,2024-03-17,Nova Southeastern Sharks,561502,Nova Southeastern,2024-03-18
