loc_y,loc_x,shot_team_id,shot_outcome,play_id,description,game_id,home_id,away_id,game_date,full_name,team_id,team_name,time
17.44639770507807,23.3799991607666,559,FALSE,112239854,'1st 09:43 : 2pt pull up jump shot (in the paint) missed by Rashunda Jones(Purdue),5254232,561032,561189,2024-03-31,Purdue Boilermakers,561032,Purdue,2024-04-01
7.332000179290768,24.5049991607666,738,FALSE,112239856,'1st 09:34 : 2pt jump shot (under the basket) missed by Anna Olson(Vermont),5254232,561032,561189,2024-03-31,Vermont Catamounts,561189,Vermont,2024-04-01
21.554200286865253,16.3400001525879,738,TRUE,112239858,'1st 09:18 : 2pt pull up jump shot (2nd chance) (inside right) made by Emma Utterback(Vermont) 2-0',5254232,561032,561189,2024-03-31,Vermont Catamounts,561189,Vermont,2024-04-01
7.0405979919433435,24.5049991607666,559,TRUE,112239861,'1st 08:57 : 2pt layup (under the basket) made by Jeanae Terry(Purdue) 2-2',5254232,561032,561189,2024-03-31,Purdue Boilermakers,561032,Purdue,2024-04-01
8.065199928283686,21.82999992370605,738,FALSE,112239876,'1st 08:33 : 2pt layup (under the basket) missed by Anna Olson(Vermont),5254232,561032,561189,2024-03-31,Vermont Catamounts,561189,Vermont,2024-04-01
7.0405979919433435,26.6200008392334,559,FALSE,112239880,'1st 08:24 : 2pt layup (under the basket) missed by Mary Ashley Stevenson (Purdue),5254232,561032,561189,2024-03-31,Purdue Boilermakers,561032,Purdue,2024-04-01
7.623399677276614,11.4099998474121,738,TRUE,112239891,'1st 08:14 : 2pt pull up jump shot (inside right) made by Keira Hanson(Vermont) 4-2',5254232,561032,561189,2024-03-31,Vermont Catamounts,561189,Vermont,2024-04-01
17.88819885253909,12.11499977111815,559,FALSE,112239895,'1st 08:01 : 2pt jump shot (inside right) missed by Alaina Harper(Purdue),5254232,561032,561189,2024-03-31,Purdue Boilermakers,561032,Purdue,2024-04-01
14.908399677276568,7.7050018310547,738,TRUE,112239897,'1st 07:51 : 2pt jump shot (inside right) made by Bella Vito(Vermont) 6-2',5254232,561032,561189,2024-03-31,Vermont Catamounts,561189,Vermont,2024-04-01
20.52959655761715,36.7599983215332,559,TRUE,112239904,'1st 07:26 : 2pt pull up jump shot (inside left) made by Jeanae Terry(Purdue) 6-4',5254232,561032,561189,2024-03-31,Purdue Boilermakers,561032,Purdue,2024-04-01
20.238198852539085,44.6500015258789,559,FALSE,112240167,'1st 00:55.70 : 3pt jump shot (outside left) missed by Sophie Swanson(Purdue),5254232,561032,561189,2024-03-31,Purdue Boilermakers,561032,Purdue,2024-04-01
8.948796844482416,28.72999954223635,559,TRUE,112239925,'1st 06:45 : 2pt jump shot (off turnover) (in the paint) made by Alaina Harper(Purdue),5254232,561032,561189,2024-03-31,Purdue Boilermakers,561032,Purdue,2024-04-01
