game_date,home_team,away_team,game_id,home_score,away_score,attendance,neutral
2025-02-26,USC Upstate,High Point,5737788,47,72,279,0
2025-02-26,Ohio St.,Michigan St.,5734750,89,78,7207,0
2025-02-26,Cleveland St.,Wright St.,5736261,81,46,533,0
2025-02-26,James Madison,Georgia St.,5724021,80,74,2270,0
2025-02-26,Toledo,Buffalo,5722096,71,68,4037,0
2025-02-26,Navy,American,5723498,88,60,668,0
2025-02-26,Western Mich.,Akron,5729243,77,66,321,0
2025-02-26,Bowling Green,Ohio,5726022,91,61,1840,0
2025-02-26,Tulsa,South Fla.,5736634,66,58,1588,0
2025-02-26,North Texas,Charlotte,5737523,67,58,1878,0
2025-02-26,Oklahoma St.,Cincinnati,5735166,74,64,3039,0
2025-02-26,TCU,Houston,5736424,91,56,3126,0
2025-02-26,Troy,Texas St.,5729019,86,66,1477,0
2025-02-26,St. Thomas (MN),Oral Roberts,5723556,79,76,314,0
2025-02-26,Minnesota,Washington,5736936,62,72,4297,0
2025-02-26,Saint Louis,Rhode Island,5737774,67,63,913,0
2025-02-26,Wisconsin,UCLA,5733542,61,91,3897,0
2025-02-26,Wyoming,New Mexico,5730769,59,40,2191,0
2025-02-26,Colorado,Arizona St.,5734239,89,54,2724,0
2025-02-26,UNLV,Boise St.,5737081,83,53,1234,0
2025-02-26,Nevada,Colorado St.,5735085,45,61,1596,0
2025-02-25,Hampton,Col. of Charleston,5730432,58,70,125,0
2025-02-25,Western Ill.,Lindenwood,5722967,75,70,814,0
2025-02-25,UCF,Iowa St.,5763054,73,98,1873,0
2025-02-25,Tulane,UTSA,5738277,73,77,0,0
2025-02-25,Memphis,Temple,5737349,79,91,948,0
2025-02-25,Rice,UAB,5737999,73,48,703,0
2025-02-25,Arizona,Texas Tech,5735069,66,57,6911,0
2025-02-25,BYU,Kansas,5735388,66,71,2149,0
2025-02-24,Norfolk St.,Morgan St.,5737266,90,46,2896,0
2025-02-24,Coppin St.,Howard,5736485,60,70,279,0
2025-02-24,Delaware St.,N.C. Central,5734814,47,82,196,0
2025-02-24,UMES,South Carolina St.,5756692,70,29,350,0
2025-02-24,Kansas St.,Baylor,5733380,62,79,5200,0
2025-02-24,Georgia,Texas,5737217,26,57,2747,0
2025-02-23,Miami (FL),Wake Forest,5737291,62,60,2788,0
2025-02-23,TCU,West Virginia,5736420,71,50,5897,0
2025-02-23,George Washington,Davidson,5809674,54,73,602,0
2025-02-23,Ohio St.,Purdue,5734582,98,46,8567,0
2025-02-23,NC State,Notre Dame,5733807,104,95,5500,0
2025-02-23,Providence,Villanova,5736377,63,56,1051,0
2025-02-23,Florida,Tennessee,5735715,78,86,2287,0
2025-02-23,N.C. A&T,Delaware,5732682,71,55,1124,0
2025-02-23,William & Mary,Col. of Charleston,5731873,76,79,1175,0
2025-02-23,Massachusetts,Rhode Island,5737773,40,42,1410,0
2025-02-23,Pittsburgh,Clemson,5736896,72,59,700,0
2025-02-23,Elon,Drexel,5733795,56,63,824,0
2025-02-23,VCU,Richmond,5810254,55,68,2383,0
2025-02-23,Iowa,UCLA,5733428,65,67,14998,0
2025-02-23,Valparaiso,Indiana St.,5735803,73,68,325,0
2025-02-23,Virginia Tech,California,5733739,87,84,6051,0
2025-02-23,Michigan St.,Indiana,5731981,73,65,5657,0
2025-02-23,Boston College,SMU,5736527,87,78,1122,0
2025-02-23,Hofstra,Monmouth,5732907,57,54,610,0
2025-02-23,Louisville,North Carolina,5735271,75,79,11280,0
2025-02-23,Cincinnati,Utah,5734853,65,92,2015,0
2025-02-23,Towson,UNCW,5731704,63,72,1107,0
2025-02-23,Duke,Syracuse,5736735,80,49,3078,0
2025-02-23,Campbell,Stony Brook,5731293,76,51,1039,0
2025-02-23,Purdue Fort Wayne,Detroit Mercy,5723807,91,62,717,0
2025-02-23,Vanderbilt,South Carolina,5735889,54,82,7805,0
2025-02-23,Wisconsin,Northwestern,5733503,73,68,4390,0
2025-02-23,Nebraska,Washington,5736024,62,83,7476,0
2025-02-23,UIC,Evansville,5736391,71,54,805,0
2025-02-23,DePaul,Creighton,5756744,74,83,2559,0
2025-02-23,Bradley,Illinois St.,5735295,70,65,951,0
2025-02-23,Murray St.,Belmont,5733569,83,78,2196,0
2025-02-23,Ole Miss,Missouri,5732352,68,66,2960,0
2025-02-23,Mississippi St.,Texas A&M,5734554,81,55,4696,0
2025-02-23,Arkansas,Oklahoma,5735354,54,94,4214,0
2025-02-23,Southern California,Illinois,5730808,76,66,9021,0
2025-02-23,Georgia Tech,Florida St.,5733848,70,73,3809,0
2025-02-23,Kentucky,LSU,5736633,58,65,6000,0
2025-02-23,Saint Joseph's,George Mason,5756729,83,69,1674,0
2025-02-23,St. John's (NY),Seton Hall,5734421,57,66,527,0
2025-02-23,Alabama,Auburn,5723055,66,50,4340,0
2025-02-23,Oregon,Rutgers,5730140,77,58,6181,0
2025-02-23,Virginia,Stanford,5734037,89,69,4797,0
2025-02-22,Campbell,Old Dominion,NA,NA,NA,NA,0
2025-02-22,New Hampshire,UAlbany,5731555,49,67,691,0
2025-02-22,Army West Point,Bucknell,5733952,69,54,673,0
2025-02-22,Le Moyne,LIU,5725988,83,53,383,0
2025-02-22,Michigan,Penn St.,5734970,78,68,4758,0
2025-02-22,Ball St.,Kent St.,5736783,54,60,5276,0
2025-02-22,Central Mich.,Western Mich.,5729244,56,43,1226,0
2025-02-22,Wagner,Chicago St.,5731177,58,52,280,0
2025-02-22,Coastal Carolina,Arkansas St.,5730633,86,70,686,0
2025-02-22,Canisius,Siena,5725820,58,72,492,0
2025-02-22,Northern Ky.,Wright St.,5736980,62,68,1751,0
2025-02-22,Maine,Binghamton,5737579,54,53,1095,0
2025-02-22,NJIT,UMBC,5728644,83,65,223,0
2025-02-22,Morehead St.,Eastern Ill.,5728300,62,61,467,0
2025-02-22,FIU,Liberty,5722052,57,73,512,0
2025-02-22,Miami (OH),Buffalo,5722094,54,68,1318,0
2025-02-22,Sam Houston,Middle Tenn.,5730002,46,59,494,0
2025-02-22,Dayton,Fordham,5737905,62,57,2269,0
2025-02-22,Oral Roberts,North Dakota St.,5723555,100,84,1114,0
2025-02-22,Washington St.,Saint Mary's (CA),5728948,72,62,1467,0
2025-02-22,UIW,SFA,5728431,68,73,191,0
2025-02-22,Southeastern La.,East Texas A&M,5729731,75,55,888,0
2025-02-22,Houston Christian,Lamar University,5723732,30,62,567,0
2025-02-22,Little Rock,Western Ill.,5722976,86,80,0,0
2025-02-22,Green Bay,Milwaukee,5723346,68,45,2332,0
2025-02-22,McNeese,A&M-Corpus Christi,5735458,69,60,2658,0
2025-02-22,Nicholls,UTRGV,5735027,50,59,400,0
2025-02-22,Central Ark.,West Ga.,5737595,72,62,687,0
2025-02-22,St. Thomas (MN),South Dakota,5733362,66,57,413,0
2025-02-22,NIU,Eastern Mich.,5733405,72,76,0,0
2025-02-22,Jackson St.,Alcorn,5736532,51,64,1646,0
2025-02-22,Alabama St.,Florida A&M,5736768,40,48,203,0
2025-02-22,Jacksonville,Eastern Ky.,5729100,80,72,457,0
2025-02-22,Brown,Harvard,5723316,57,60,450,0
2025-02-22,Yale,Dartmouth,5731224,76,59,646,0
2025-02-22,Boston U.,American,5723489,82,72,590,0
2025-02-22,Stonehill,Central Conn. St.,5728776,68,84,534,0
2025-02-22,Georgia St.,Marshall,5731060,59,70,1552,0
2025-02-22,Old Dominion,Ga. Southern,5723774,68,66,2577,0
2025-02-22,Colgate,Loyola Maryland,5729189,68,57,423,0
2025-02-22,North Florida,Bellarmine,5722519,65,93,261,0
2025-02-22,Radford,Presbyterian,5737189,71,78,907,0
2025-02-22,Quinnipiac,Manhattan,5734302,60,40,702,0
2025-02-22,Morgan St.,Howard,5737835,53,62,345,0
2025-02-22,FDU,Saint Francis,5732887,60,33,250,0
2025-02-22,Coppin St.,Norfolk St.,5736484,54,76,1675,0
2025-02-22,La Salle,St. Bonaventure,5737508,41,48,287,0
2025-02-22,Charlotte,Fla. Atlantic,5737522,58,53,715,0
2025-02-22,Queens (NC),Stetson,5736744,75,64,432,0
2025-02-22,Niagara,Marist,5737172,56,67,412,0
2025-02-22,ETSU,Chattanooga,5737160,46,51,612,0
2025-02-22,Akron,Ohio,5733549,62,70,336,0
2025-02-22,Sacred Heart,Saint Peter's,5732113,44,54,624,0
2025-02-22,UNC Greensboro,Western Caro.,5733490,57,53,651,0
2025-02-22,High Point,Gardner-Webb,5735983,71,63,973,0
2025-02-22,Lafayette,Lehigh,5737106,61,75,883,0
2025-02-22,East Carolina,North Texas,5737200,73,75,1029,0
2025-02-22,Oakland,Youngstown St.,5734537,51,52,521,0
2025-02-22,UMass Lowell,Vermont,5734498,35,57,512,0
2025-02-22,Delaware St.,South Carolina St.,5734809,77,56,201,0
2025-02-22,Cleveland St.,Robert Morris,5736260,85,53,331,0
2025-02-22,Holy Cross,Navy,5733984,57,66,1302,0
2025-02-22,UCF,Texas Tech,5735065,61,60,1207,0
2025-02-22,Duquesne,Saint Louis,5738100,84,72,1268,0
2025-02-22,Baylor,Iowa St.,5734028,67,52,4707,0
2025-02-22,Penn,Cornell,5737781,68,63,423,0
2025-02-22,Southeast Mo. St.,Lindenwood,5730742,47,70,725,0
2025-02-22,UTEP,Jacksonville St.,5723778,52,44,1382,0
2025-02-22,Oklahoma St.,Colorado,5735164,82,65,4387,0
2025-02-22,Lipscomb,Austin Peay,5737535,66,64,280,0
2025-02-22,UAB,Tulsa,5737996,68,72,302,0
2025-02-22,Kansas City,South Dakota St.,5723951,60,80,714,0
2025-02-22,Seattle U,Utah Valley,5731082,51,68,214,0
2025-02-22,Merrimack,Iona,5733765,81,36,418,0
2025-02-22,ULM,Louisiana,5729054,62,58,1749,0
2025-02-22,New Orleans,Northwestern St.,5730221,74,76,369,0
2025-02-22,Gonzaga,San Francisco,5734177,68,70,5540,0
2025-02-22,South Alabama,Troy,5729018,71,86,476,0
2025-02-22,Texas St.,Southern Miss.,5723052,62,57,0,0
2025-02-22,Prairie View,Ark.-Pine Bluff,5738017,67,65,320,0
2025-02-22,Tarleton St.,UT Arlington,5729833,67,57,1387,0
2025-02-22,Alabama A&M,Bethune-Cookman,5729349,70,62,1079,0
2025-02-22,Tulane,Wichita St.,5738071,68,64,713,0
2025-02-22,Colorado St.,UNLV,5736647,65,69,2559,0
2025-02-22,Drake,Missouri St.,5735212,79,82,2933,0
2025-02-22,UNI,Southern Ill.,5736570,87,51,2828,0
2025-02-22,Grambling,Southern U.,5737705,47,70,1506,0
2025-02-22,Denver,North Dakota,5735610,68,73,465,0
2025-02-22,App State,James Madison,5724018,57,83,1129,0
2025-02-22,UC Riverside,Cal Poly,5737080,74,63,165,0
2025-02-22,Montana St.,Montana,5734915,98,66,4127,0
2025-02-22,Utah Tech,Abilene Christian,5732325,60,71,386,0
2025-02-22,Portland St.,Weber St.,5723395,56,71,370,0
2025-02-22,California Baptist,Grand Canyon,5728994,56,74,720,0
2025-02-22,New Mexico St.,Kennesaw St.,5730550,61,57,478,0
2025-02-22,Louisiana Tech,Western Ky.,5730652,73,78,1144,0
2025-02-22,Texas Southern,Mississippi Val.,5737369,81,72,467,0
2025-02-22,USC Upstate,Charleston So.,5737786,49,59,227,0
2025-02-22,New Mexico,Utah St.,5730768,73,65,5620,0
2025-02-22,Tennessee Tech,Tennessee St.,5723084,84,71,1667,0
2025-02-22,Butler,UConn,5734373,47,86,9100,0
2025-02-22,Fresno St.,Air Force,5734098,66,67,1129,0
2025-02-22,LMU (CA),Pepperdine,5731768,58,49,233,0
2025-02-22,Eastern Wash.,Northern Ariz.,5732172,77,88,745,0
2025-02-22,San Jose St.,San Diego St.,5737270,60,82,677,0
2025-02-22,Sacramento St.,Idaho St.,5723801,41,50,407,0
2025-02-22,UC Irvine,CSU Bakersfield,5728562,60,49,617,0
2025-02-22,CSUN,UC Davis,5723503,45,66,220,0
2025-02-22,Idaho,Northern Colo.,5725896,77,59,1314,0
2025-02-22,Oregon St.,San Diego,5737220,64,51,4745,0
2025-02-22,Rider,Mount St. Mary's,5728908,49,76,414,0
2025-02-22,Rice,UTSA,5738274,55,57,856,0
2025-02-22,Kansas St.,Kansas,5733379,90,60,11010,0
2025-02-22,Princeton,Columbia,5732074,60,64,2431,0
2025-02-22,Longwood,UNC Asheville,5737425,67,59,1179,0
2025-02-22,BYU,Arizona St.,5734238,73,85,3037,0
2025-02-22,Southern Ind.,SIUE,5723207,79,42,1521,0
2025-02-22,Wofford,Mercer,5735965,65,64,713,0
2025-02-22,North Ala.,FGCU,5737883,50,60,1618,0
2025-02-22,Furman,Samford,5756648,62,73,362,0
2025-02-22,South Fla.,Memphis,5736631,80,70,2928,0
2025-02-22,UC Santa Barbara,Long Beach St.,5731112,73,58,965,0
2025-02-22,Georgetown,Marquette,5735687,50,55,1363,0
2025-02-22,Bowling Green,Toledo,5726023,81,72,3687,0
2025-02-22,Houston,Arizona,5736462,72,74,1198,0
2025-02-22,Portland,Santa Clara,5734925,73,66,1158,0
2025-02-22,Nevada,Wyoming,5731743,42,45,1608,0
2025-02-22,Hawaii,UC San Diego,5730376,49,44,2781,0
2025-02-21,UIC,Indiana St.,5735802,94,71,3026,0
2025-02-21,Northeastern,Towson,5734555,51,67,176,0
2025-02-21,William & Mary,N.C. A&T,5731872,44,67,1058,0
2025-02-21,Campbell,Drexel,5734729,54,60,1349,0
2025-02-21,Valparaiso,Evansville,5736384,76,55,539,0
2025-02-21,Elon,Delaware,5732679,51,60,570,0
2025-02-20,Kansas City,St. Thomas (MN),5723947,91,82,419,0
2025-02-20,Old Dominion,Arkansas St.,5730630,95,88,1015,0
2025-02-20,Morehead St.,SIUE,5728296,75,83,483,0
2025-02-20,North Florida,Eastern Ky.,5722517,58,71,0,0
2025-02-20,FDU,Le Moyne,5732883,65,46,900,0
2025-02-20,Jacksonville,Bellarmine,5729098,73,78,527,0
2025-02-20,West Ga.,Stetson,5734251,58,68,422,0
2025-02-20,Little Rock,Lindenwood,5731807,51,60,0,0
2025-02-20,Southern Ind.,Eastern Ill.,5723203,66,46,969,0
2025-02-20,Northern Ky.,Purdue Fort Wayne,5723805,57,69,1425,0
2025-02-20,Maine,UAlbany,5737577,40,56,1123,0
2025-02-20,Syracuse,North Carolina,5735269,58,68,3271,0
2025-02-20,UMBC,UMass Lowell,5728641,53,51,351,0
2025-02-20,Canisius,Marist,5725818,62,69,312,0
2025-02-20,Niagara,Siena,5732012,64,66,360,0
2025-02-20,New Hampshire,Binghamton,5731553,65,38,182,0
2025-02-20,Florida St.,Pittsburgh,5733846,69,55,1818,0
2025-02-20,Wofford,Samford,5735964,54,62,534,0
2025-02-20,Bryant,Vermont,5734495,61,53,317,0
2025-02-20,Wake Forest,SMU,5736691,67,64,856,0
2025-02-20,Southeast Mo. St.,Western Ill.,5722985,51,49,585,0
2025-02-20,Tennessee,Alabama,5735713,88,80,10684,0
2025-02-20,Tennessee Tech,UT Martin,5723072,70,55,1012,0
2025-02-20,Houston Christian,SFA,5728429,59,66,349,0
2025-02-20,Alabama St.,Bethune-Cookman,5729348,53,56,429,0
2025-02-20,Southeastern La.,Northwestern St.,5729729,65,58,582,0
2025-02-20,Oklahoma,Vanderbilt,5735352,101,81,4073,0
2025-02-20,North Ala.,Lipscomb,5737534,58,61,1411,0
2025-02-20,Austin Peay,Queens (NC),5737685,66,57,353,0
2025-02-20,Bradley,Murray St.,5735293,55,81,458,0
2025-02-20,Drake,Southern Ill.,5735210,82,40,2421,0
2025-02-20,Prairie View,Mississippi Val.,5737363,57,50,0,0
2025-02-20,Alabama A&M,Florida A&M,5734700,70,67,1329,0
2025-02-20,McNeese,UTRGV,5735023,44,67,1446,0
2025-02-20,UNI,Missouri St.,5735617,72,75,2638,0
2025-02-20,Texas Southern,Ark.-Pine Bluff,5738012,73,59,378,0
2025-02-20,Furman,Mercer,5809695,72,70,411,0
2025-02-20,Saint Peter's,Mount St. Mary's,5728906,70,54,150,0
2025-02-20,Stonehill,Wagner,5731176,77,64,464,0
2025-02-20,Central Conn. St.,Chicago St.,5728775,62,61,302,0
2025-02-20,Saint Francis,Mercyhurst,5729762,70,69,495,0
2025-02-20,Indiana,Ohio St.,5731980,71,61,10772,0
2025-02-20,South Carolina,Arkansas,5735888,95,55,16638,0
2025-02-20,Miami (FL),Notre Dame,5736129,42,82,4614,0
2025-02-20,Detroit Mercy,Youngstown St.,5734534,59,67,325,0
2025-02-20,Fairfield,Rider,5733674,72,46,835,0
2025-02-20,Manhattan,Iona,5736407,68,65,162,0
2025-02-20,Sacred Heart,Merrimack,5733761,74,48,620,0
2025-02-20,Virginia,California,5735791,70,76,5496,0
2025-02-20,Duke,Louisville,5736729,62,70,2153,0
2025-02-20,Georgia Tech,NC State,5733805,68,83,2858,0
2025-02-20,New Orleans,East Texas A&M,5730220,78,52,402,0
2025-02-20,Northwestern,Maryland,5733501,79,85,1726,0
2025-02-20,Missouri,Kentucky,5733511,65,73,2601,0
2025-02-20,Sam Houston,Western Ky.,5735635,45,57,423,0
2025-02-20,ULM,Troy,5729017,84,73,1026,0
2025-02-20,Illinois St.,Belmont,5733563,66,63,2489,0
2025-02-20,Central Ark.,FGCU,5737882,71,95,1458,0
2025-02-20,UIW,Lamar University,5723717,53,61,0,0
2025-02-20,Louisiana Tech,Middle Tenn.,5729995,46,55,1042,0
2025-02-20,Nicholls,A&M-Corpus Christi,5735645,44,59,411,0
2025-02-20,Denver,North Dakota St.,5735721,59,64,357,0
2025-02-20,New Mexico St.,Jacksonville St.,5723771,66,47,412,0
2025-02-20,Virginia Tech,Stanford,5733741,74,75,4949,0
2025-02-20,Davidson,George Mason,5756728,66,50,698,0
2025-02-20,Texas A&M,Florida,5734553,52,74,3116,0
2025-02-20,Omaha,South Dakota,5735579,71,57,475,0
2025-02-20,Oral Roberts,North Dakota,5723550,83,80,1519,0
2025-02-20,Long Beach St.,UC Riverside,5737060,75,69,629,0
2025-02-20,Oregon St.,Santa Clara,5734924,68,51,3751,0
2025-02-20,Eastern Wash.,Northern Colo.,5732171,46,50,561,0
2025-02-20,Portland,San Diego,5734967,81,65,756,0
2025-02-20,Washington,Rutgers,5730139,83,65,2947,0
2025-02-20,Washington St.,San Francisco,5735829,67,59,1072,0
2025-02-20,Gonzaga,Saint Mary's (CA),5728947,60,53,5441,0
2025-02-20,CSUN,UC Irvine,5730085,56,100,270,0
2025-02-20,LMU (CA),Pacific,5731767,49,63,219,0
2025-02-20,LSU,Georgia,5736630,79,63,10229,0
2025-02-20,UTEP,Kennesaw St.,5730549,56,68,1284,0
2025-02-20,Idaho,Northern Ariz.,5725895,65,70,1393,0
2025-02-20,UCLA,Illinois,5734063,70,55,5435,0
2025-02-20,CSU Bakersfield,UC Davis,5728556,45,66,399,0
2025-02-20,Sacramento St.,Weber St.,5723394,56,45,346,0
2025-02-20,Cal St. Fullerton,UC Santa Barbara,5731111,56,80,143,0
2025-02-20,Portland St.,Idaho St.,5733726,80,89,329,0
2025-02-20,UC San Diego,Cal Poly,5737077,66,49,508,0
2025-02-19,Utah St.,Air Force,5738082,77,82,1093,0
2025-02-19,San Diego St.,Nevada,5735080,72,43,4088,0
2025-02-19,Buffalo,Kent St.,5722090,76,70,1436,0
2025-02-19,Coastal Carolina,Ga. Southern,5723769,64,58,1196,0
2025-02-19,Lafayette,Holy Cross,5735864,42,83,463,0
2025-02-19,St. Bonaventure,VCU,5756749,37,81,252,0
2025-02-19,Akron,Miami (OH),5729158,58,70,171,0
2025-02-19,Lehigh,Bucknell,5733949,73,59,714,0
2025-02-19,Massachusetts,Loyola Chicago,5737874,87,62,1352,0
2025-02-19,Winthrop,Presbyterian,5737324,60,55,357,0
2025-02-19,Richmond,George Washington,5810044,67,57,849,0
2025-02-19,Texas St.,Louisiana,5729053,69,58,0,0
2025-02-19,Charleston So.,High Point,5737983,52,68,425,0
2025-02-19,Eastern Mich.,Central Mich.,5732238,62,74,1183,0
2025-02-19,App State,Marshall,5731578,58,76,497,0
2025-02-19,UNC Asheville,Radford,5737184,39,63,148,0
2025-02-19,Rhode Island,Saint Joseph's,5737772,70,65,1600,0
2025-02-19,Georgia St.,James Madison,5724014,55,62,1302,0
2025-02-19,Milwaukee,IU Indy,5723339,77,70,427,0
2025-02-19,American,Army West Point,5723481,43,63,394,0
2025-02-19,Creighton,St. John's (NY),5736544,65,62,1035,0
2025-02-19,Texas Tech,Cincinnati,5735062,56,59,3920,0
2025-02-19,Butler,Xavier,5734369,58,54,923,0
2025-02-19,Loyola Maryland,Boston U.,5737024,38,55,240,0
2025-02-19,Purdue,Minnesota,5734581,61,74,3814,0
2025-02-19,Villanova,Georgetown,5735686,70,65,1049,0
2025-02-19,Seton Hall,UConn,5734417,49,91,1350,0
2025-02-19,Wright St.,Oakland,5736979,60,53,1094,0
2025-02-19,Cleveland St.,Green Bay,5723722,50,59,508,0
2025-02-19,Navy,Colgate,5729187,72,76,408,0
2025-02-19,Western Mich.,Bowling Green,5726024,63,70,734,0
2025-02-19,Temple,Wichita St.,5738070,70,51,1392,0
2025-02-19,Fordham,Duquesne,5740611,56,53,316,0
2025-02-19,Toledo,Ball St.,5733651,70,66,4158,0
2025-02-19,Gardner-Webb,Longwood,5735982,46,75,750,0
2025-02-19,Ohio,NIU,5733537,74,70,670,0
2025-02-19,Tulsa,Tulane,5756719,73,54,1136,0
2025-02-19,Marquette,Providence,5736389,69,51,1853,0
2025-02-19,Iowa St.,Houston,5736464,64,53,9047,0
2025-02-19,South Alabama,Southern Miss.,5723043,66,57,504,0
2025-02-19,Saint Louis,Dayton,5737903,72,63,1003,0
2025-02-19,Arizona,BYU,5736924,65,57,6957,0
2025-02-19,Memphis,UAB,5737347,80,71,688,0
2025-02-19,Nebraska,Oregon,5731624,94,90,5257,0
2025-02-19,Utah Valley,Utah Tech,5731080,74,51,740,0
2025-02-19,Arizona St.,TCU,5734237,66,82,2848,0
2025-02-19,Southern Utah,Abilene Christian,5733724,49,46,480,0
2025-02-19,Colorado St.,Fresno St.,5734093,68,48,1412,0
2025-02-19,San Jose St.,New Mexico,5730767,65,72,356,0
2025-02-19,Colorado,Baylor,5734026,62,84,3182,0
2025-02-19,Southern California,Michigan St.,5730807,83,75,5823,0
2025-02-18,UT Martin,Tennessee St.,6358257,73,52,642,0
2025-02-18,Charlotte,South Fla.,5736628,52,70,478,0
2025-02-18,Kansas,UCF,5735387,63,58,1937,0
2025-02-18,Rice,Fla. Atlantic,5740557,72,39,501,0
2025-02-18,Boise St.,Wyoming,5731742,78,73,1594,0
2025-02-18,Utah,Oklahoma St.,5734851,64,68,3882,0
2025-02-17,Ohio St.,Iowa,5733426,86,78,8810,0
2025-02-17,West Virginia,Kansas St.,5733373,70,57,4122,0
2025-02-17,Howard,UMES,5737833,72,59,1000,0
2025-02-17,Norfolk St.,Delaware St.,5734805,92,44,2245,0
2025-02-17,N.C. Central,Morgan St.,5735051,71,53,521,0
2025-02-17,South Carolina St.,Coppin St.,5736483,45,57,251,0
2025-02-17,Maryland,Michigan,5733801,85,77,7049,0
2025-02-17,Notre Dame,Duke,5736123,64,49,9063,0
2025-02-17,Alabama,Texas A&M,5734551,88,49,2434,0
2025-02-17,Rutgers,Northwestern,5730138,59,69,2327,0
2025-02-16,Georgia Tech,Wake Forest,5734345,73,62,2568,0
2025-02-16,Tennessee,Ole Miss,5732351,80,71,12402,0
2025-02-16,Columbia,Harvard,5723314,54,60,2267,0
2025-02-16,Northeastern,Hofstra,5734552,61,51,0,0
2025-02-16,South Carolina,UConn,5735887,58,87,18000,0
2025-02-16,Elon,Campbell,5733793,45,48,1159,0
2025-02-16,Davidson,St. Bonaventure,5756748,55,37,1047,0
2025-02-16,UNCW,Col. of Charleston,5731703,61,64,1002,0
2025-02-16,Penn St.,Wisconsin,5733533,68,75,4188,0
2025-02-16,Towson,Stony Brook,5731292,59,52,731,0
2025-02-16,Monmouth,Hampton,5730431,62,60,1979,0
2025-02-16,Fordham,VCU,5809689,57,76,454,0
2025-02-16,Missouri,Oklahoma,5733508,66,82,3518,0
2025-02-16,Indiana St.,Bradley,5735291,54,56,1090,0
2025-02-16,Richmond,Saint Louis,5738097,59,49,2422,0
2025-02-16,Miami (FL),Florida St.,5733844,82,83,3477,0
2025-02-16,Florida,Mississippi St.,5736712,69,66,2044,0
2025-02-16,Pittsburgh,Virginia,5736598,67,80,1041,0
2025-02-16,Providence,Seton Hall,5734412,38,59,844,0
2025-02-16,Kentucky,Georgia,5737215,84,55,5625,0
2025-02-16,Robert Morris,Northern Ky.,5737829,63,59,321,0
2025-02-16,Delaware,William & Mary,5731871,82,59,1527,0
2025-02-16,Xavier,Villanova,5736373,42,57,1676,0
2025-02-16,North Carolina,NC State,5733800,66,65,6319,0
2025-02-16,Texas,LSU,5736626,65,58,0,0
2025-02-16,George Mason,Massachusetts,5737873,76,66,2679,0
2025-02-16,Southern Ill.,UIC,5736565,46,62,451,0
2025-02-16,Minnesota,Oregon,5731623,70,76,6487,0
2025-02-16,Missouri St.,Valparaiso,5735614,79,63,2592,0
2025-02-16,SMU,Clemson,5736683,46,72,1751,0
2025-02-16,Arizona,TCU,5736418,73,85,7672,0
2025-02-16,Auburn,Vanderbilt,5723048,88,98,4353,0
2025-02-16,Illinois,Nebraska,5734061,77,68,5881,0
2025-02-16,Stanford,Boston College,5734035,80,75,3561,0
2025-02-16,St. John's (NY),Butler,5734365,65,43,0,0
2025-02-16,California,Syracuse,5735790,75,69,3849,0
2025-02-16,Washington,Southern California,5731675,64,69,7913,0
2025-02-16,UCLA,Michigan St.,5736944,75,69,7563,0
2025-02-15,Navy,Army West Point,5733967,64,68,0,0
2025-02-15,USC Upstate,Gardner-Webb,5735981,68,59,233,0
2025-02-15,Indiana,Purdue,5731979,78,56,12008,0
