Period,Clock,Play,Score,game_id,home_id,away_id,game_date
3,10:00,Period start,24 - 33,5254204,561101,560831,2024-03-26
3,10:00,Substitution KAN: in Holly Kersgieter,24 - 33,5254204,561101,560831,2024-03-26
3,10:00,Substitution KAN: out Ryan Cobbins,24 - 33,5254204,561101,560831,2024-03-26
3,10:00,Substitution USC: in Kayla Padilla,24 - 33,5254204,561101,560831,2024-03-26
3,10:00,Substitution USC: out Taylor Bigby,24 - 33,5254204,561101,560831,2024-03-26
2,00:00.00,Period end (confirmed),24 - 33,5254204,561101,560831,2024-03-26
2,00:04.80,Free throw 1 of 1 made by S'Mya Nichols(KAN),24 - 33,5254204,561101,560831,2024-03-26
2,00:04.80,Substitution USC: in JuJu Watkins,23 - 33,5254204,561101,560831,2024-03-26
2,00:04.80,Substitution USC: out Kayla Williams,23 - 33,5254204,561101,560831,2024-03-26
2,00:04.80,Foul personal (shooting;1 free throw) (under the basket) Taylor Bigby(USC),23 - 33,5254204,561101,560831,2024-03-26
2,00:04.80,2pt driving layup (under the basket) made by S'Mya Nichols(KAN),23 - 33,5254204,561101,560831,2024-03-26
2,00:29.80,"3pt jump shot (outside left) missed by McKenzie Forbes(USC), rebound defensive Taiyanna Jackson(KAN)",21 - 33,5254204,561101,560831,2024-03-26
2,00:45.90,"Free throw 2 of 2 (fast break;off turnover) missed by Zakiyah Franklin(KAN), rebound defensive Rayah Marshall(USC)",21 - 33,5254204,561101,560831,2024-03-26
2,00:46.90,"Free throw 1 of 2 (fast break;off turnover) missed by Zakiyah Franklin(KAN), rebound offensive dead ball KAN",21 - 33,5254204,561101,560831,2024-03-26
2,00:46.90,Foul personal (shooting;2 free throws) (under the basket) Kayla Williams(USC),21 - 33,5254204,561101,560831,2024-03-26
2,00:51.10,"Turnover bad pass (inside left) McKenzie Forbes(USC), steal Zakiyah Franklin(KAN), steal Taiyanna Jackson(KAN)",21 - 33,5254204,561101,560831,2024-03-26
2,00:53.40,Substitution KAN: in Ryan Cobbins,21 - 33,5254204,561101,560831,2024-03-26
2,00:53.40,Substitution KAN: out Holly Kersgieter,21 - 33,5254204,561101,560831,2024-03-26
2,00:53.40,Substitution USC: in Rayah Marshall,21 - 33,5254204,561101,560831,2024-03-26
2,00:53.40,Substitution USC: in Taylor Bigby,21 - 33,5254204,561101,560831,2024-03-26
2,00:53.40,Substitution USC: out Clarice Akunwafo,21 - 33,5254204,561101,560831,2024-03-26
2,00:53.40,Substitution USC: out JuJu Watkins,21 - 33,5254204,561101,560831,2024-03-26
2,00:53.40,"Foul personal (inside left) Zakiyah Franklin(KAN), foul on Kayla Williams(USC)",21 - 33,5254204,561101,560831,2024-03-26
2,01:19,"2pt layup (fast break) (in the paint) made by Taiyanna Jackson(KAN), assist Holly Kersgieter(KAN)",21 - 33,5254204,561101,560831,2024-03-26
2,01:27,"2pt hook shot (in the paint) missed by McKenzie Forbes(USC), rebound defensive Zakiyah Franklin(KAN)",19 - 33,5254204,561101,560831,2024-03-26
2,01:48,"2pt hook shot (in the paint) missed by S'Mya Nichols(KAN), rebound defensive Kaitlyn Davis(USC)",19 - 33,5254204,561101,560831,2024-03-26
2,02:11,"3pt jump shot (2nd chance) (outside right) made by McKenzie Forbes(USC), assist Clarice Akunwafo(USC)",19 - 33,5254204,561101,560831,2024-03-26
2,02:16,"2pt hook shot (2nd chance) (in the paint) missed by Kaitlyn Davis(USC), rebound offensive Clarice Akunwafo(USC)",19 - 30,5254204,561101,560831,2024-03-26
2,02:21,"3pt jump shot (outside center) missed by JuJu Watkins(USC), rebound offensive Kaitlyn Davis(USC)",19 - 30,5254204,561101,560831,2024-03-26
2,02:33,"2pt hook shot (off turnover) (in the paint) missed by Taiyanna Jackson(KAN), rebound defensive JuJu Watkins(USC)",19 - 30,5254204,561101,560831,2024-03-26
2,02:53,Turnover lost ball (outside center) McKenzie Forbes(USC),19 - 30,5254204,561101,560831,2024-03-26
2,02:57,"Turnover bad pass (outside center) Holly Kersgieter(KAN), steal Clarice Akunwafo(USC)",19 - 30,5254204,561101,560831,2024-03-26
2,03:07,"3pt jump shot (outside right) missed by Kayla Williams(USC), rebound defensive Holly Kersgieter(KAN)",19 - 30,5254204,561101,560831,2024-03-26
2,03:31,2pt hook shot (in the paint) made by Zakiyah Franklin(KAN),19 - 30,5254204,561101,560831,2024-03-26
2,03:50,"3pt jump shot (outside right) made by McKenzie Forbes(USC), assist JuJu Watkins(USC)",17 - 30,5254204,561101,560831,2024-03-26
2,04:00,"3pt jump shot (2nd chance) (outside left) missed by S'Mya Nichols(KAN), rebound defensive Kayla Williams(USC)",17 - 27,5254204,561101,560831,2024-03-26
2,04:09,"2pt floating jump shot (blocked) (inside right) missed by Wyvette Mayberry(KAN), block Clarice Akunwafo(USC), rebound offensive Zakiyah Franklin(KAN)",17 - 27,5254204,561101,560831,2024-03-26
2,04:26,"3pt jump shot (outside right wing) missed by McKenzie Forbes(USC), rebound defensive Taiyanna Jackson(KAN)",17 - 27,5254204,561101,560831,2024-03-26
2,04:43,Substitution USC: in Kaitlyn Davis,17 - 27,5254204,561101,560831,2024-03-26
2,04:43,Substitution USC: out Taylor Bigby,17 - 27,5254204,561101,560831,2024-03-26
2,04:43,Timeout commercial,17 - 27,5254204,561101,560831,2024-03-26
2,04:43,Timeout short USC,17 - 27,5254204,561101,560831,2024-03-26
2,04:46,"3pt jump shot (outside right) made by S'Mya Nichols(KAN), assist Zakiyah Franklin(KAN)",17 - 27,5254204,561101,560831,2024-03-26
2,04:55,"2pt hook shot (off turnover;blocked) (in the paint) missed by McKenzie Forbes(USC), block Taiyanna Jackson(KAN), rebound defensive Taiyanna Jackson(KAN)",14 - 27,5254204,561101,560831,2024-03-26
