Half,Clock,Play,Score,game_id,home_id,away_id,game_date
2,01:30,2pt (inside left) missed by South Fla.,74 - 70,5254287,560826,561122,2024-03-20
2,02:02,"Free throw 1 of 1 (fast break) missed by Shemarri Allen(UCF), rebound defensive Chris Youngblood(South Fla.)",74 - 70,5254287,560826,561122,2024-03-20
2,02:02,Substitution UCF: in Thierno Sylla,74 - 70,5254287,560826,561122,2024-03-20
2,02:02,Substitution UCF: out Ibrahima Diallo,74 - 70,5254287,560826,561122,2024-03-20
2,02:02,Foul personal (one and one) (back court) Chris Youngblood(South Fla.),74 - 70,5254287,560826,561122,2024-03-20
2,02:04,"2pt jump shot (in the paint) missed by Kasean Pryor(South Fla.), rebound defensive Shemarri Allen(UCF)",74 - 70,5254287,560826,561122,2024-03-20
2,02:38,"3pt jump shot (off turnover) (outside left) made by Marchelus Avery(UCF), assist Darius Johnson(UCF)",74 - 70,5254287,560826,561122,2024-03-20
2,02:52,"Turnover lost ball (outside right) Kasean Pryor(South Fla.), steal Marchelus Avery(UCF)",74 - 67,5254287,560826,561122,2024-03-20
2,03:25,"3pt jump shot (off turnover) (outside right) missed by Marchelus Avery(UCF), rebound offensive (team) UCF, rebound defensive (team) South Fla.",74 - 67,5254287,560826,561122,2024-03-20
2,03:30,"Turnover lost ball (inside center) Jose Placer(South Fla.), steal Jaylin Sellers(UCF)",74 - 67,5254287,560826,561122,2024-03-20
2,03:37,"3pt jump shot (outside left) missed by Darius Johnson(UCF), rebound defensive Brandon Stroud(South Fla.)",74 - 67,5254287,560826,561122,2024-03-20
2,03:55,"2pt layup (2nd chance;off turnover) (in the paint) missed by Kasean Pryor(South Fla.), rebound defensive Jaylin Sellers(UCF)",74 - 67,5254287,560826,561122,2024-03-20
2,03:58,"2pt layup (off turnover) (in the paint) missed by Kasean Pryor(South Fla.), rebound offensive Kasean Pryor(South Fla.)",74 - 67,5254287,560826,561122,2024-03-20
2,04:12,"Foul offensive (back court) Ibrahima Diallo(UCF), turnover offensive Ibrahima Diallo(UCF), foul on Brandon Stroud(South Fla.)",74 - 67,5254287,560826,561122,2024-03-20
2,04:12,Timeout commercial,74 - 67,5254287,560826,561122,2024-03-20
2,04:53,3pt jump shot (fast break) (outside left) made by Chris Youngblood(South Fla.),74 - 67,5254287,560826,561122,2024-03-20
2,04:53,"2pt jump shot (inside right) missed by Jaylin Sellers(UCF), rebound defensive (team) South Fla.",71 - 67,5254287,560826,561122,2024-03-20
2,05:19,Substitution South Fla.: in Jose Placer,74 - 67,5254287,560826,561122,2024-03-20
2,05:19,Substitution South Fla.: out Jayden Reid,74 - 67,5254287,560826,561122,2024-03-20
2,05:07,3pt jump shot (outside left) missed by Jose Placer(South Fla.),74 - 67,5254287,560826,561122,2024-03-20
2,05:15,Turnover other (team) (outside left) UCF,71 - 67,5254287,560826,561122,2024-03-20
2,05:19,Substitution South Fla.: in Kasean Pryor,74 - 67,5254287,560826,561122,2024-03-20
2,05:19,Substitution South Fla.: out Corey Walker Jr.,74 - 67,5254287,560826,561122,2024-03-20
2,05:19,"Foul technical (class a) Corey Walker Jr.(South Fla.), turnover offensive Corey Walker Jr.(South Fla.)",71 - 67,5254287,560826,561122,2024-03-20
2,05:28,Foul technical (class a) Shemarri Allen(UCF),71 - 67,5254287,560826,561122,2024-03-20
2,05:28,"Foul offensive (back court) Shemarri Allen(UCF), turnover offensive Shemarri Allen(UCF)",71 - 67,5254287,560826,561122,2024-03-20
2,05:32,"Turnover lost ball (back court) Brandon Stroud(South Fla.), steal Marchelus Avery(UCF)",71 - 67,5254287,560826,561122,2024-03-20
2,05:38,"2pt jump shot (in the paint) missed by Shemarri Allen(UCF), rebound defensive Brandon Stroud(South Fla.)",71 - 67,5254287,560826,561122,2024-03-20
2,06:05,2pt layup (fast break) (in the paint) made by Brandon Stroud(South Fla.),71 - 67,5254287,560826,561122,2024-03-20
2,06:13,"2pt jump shot (off turnover) (inside left) missed by Marchelus Avery(UCF), rebound defensive Brandon Stroud(South Fla.)",69 - 67,5254287,560826,561122,2024-03-20
2,06:41,Substitution UCF: in Darius Johnson,69 - 67,5254287,560826,561122,2024-03-20
2,06:41,Substitution UCF: out Thierno Sylla,69 - 67,5254287,560826,561122,2024-03-20
2,06:41,Timeout commercial,69 - 67,5254287,560826,561122,2024-03-20
2,06:41,Turnover out of bounds (inside right) Brandon Stroud(South Fla.),69 - 67,5254287,560826,561122,2024-03-20
2,07:04,2pt hook shot (in the paint) made by Marchelus Avery(UCF),69 - 67,5254287,560826,561122,2024-03-20
2,07:28,2pt layup (in the paint) made by Selton Miguel(South Fla.),69 - 65,5254287,560826,561122,2024-03-20
2,07:57,2pt pull up jump shot (2nd chance) (in the paint) made by Shemarri Allen(UCF),67 - 65,5254287,560826,561122,2024-03-20
2,08:06,"2pt layup (blocked) (in the paint) missed by Shemarri Allen(UCF), block Corey Walker Jr.(South Fla.), rebound offensive (team) UCF",67 - 63,5254287,560826,561122,2024-03-20
2,08:23,2pt layup (under the basket) made by Chris Youngblood(South Fla.),67 - 63,5254287,560826,561122,2024-03-20
2,08:51,2pt jump shot (inside center) made by Marchelus Avery(UCF),65 - 63,5254287,560826,561122,2024-03-20
2,09:04,"3pt jump shot (outside center) missed by Selton Miguel(South Fla.), rebound defensive Marchelus Avery(UCF)",65 - 61,5254287,560826,561122,2024-03-20
2,09:17,"2pt jump shot (inside right) missed by Thierno Sylla(UCF), rebound defensive Corey Walker Jr.(South Fla.)",65 - 61,5254287,560826,561122,2024-03-20
2,09:37,Free throw 2 of 2 (off turnover) made by Selton Miguel(South Fla.),65 - 61,5254287,560826,561122,2024-03-20
2,09:37,Free throw 1 of 2 (off turnover) made by Selton Miguel(South Fla.),64 - 61,5254287,560826,561122,2024-03-20
2,09:37,Foul personal (shooting;2 free throws) (in the paint) Ibrahima Diallo(UCF),63 - 61,5254287,560826,561122,2024-03-20
2,09:46,Substitution UCF: in Ibrahima Diallo,63 - 61,5254287,560826,561122,2024-03-20
2,09:46,Substitution UCF: out Omar Payne,63 - 61,5254287,560826,561122,2024-03-20
2,09:56,"Foul offensive (back court) Omar Payne(UCF), turnover offensive Omar Payne(UCF), foul on Selton Miguel(South Fla.)",63 - 61,5254287,560826,561122,2024-03-20
2,10:01,Timeout commercial,63 - 61,5254287,560826,561122,2024-03-20
2,10:01,Substitution South Fla.: in Corey Walker Jr.,63 - 61,5254287,560826,561122,2024-03-20
2,10:01,Substitution South Fla.: in Brandon Stroud,63 - 61,5254287,560826,561122,2024-03-20
2,10:01,Substitution South Fla.: in Chris Youngblood,63 - 61,5254287,560826,561122,2024-03-20
2,10:01,Substitution South Fla.: out Sam Hines Jr.,63 - 61,5254287,560826,561122,2024-03-20
2,10:01,Substitution South Fla.: out Kasean Pryor,63 - 61,5254287,560826,561122,2024-03-20
2,10:01,Substitution South Fla.: out Kobe Knox,63 - 61,5254287,560826,561122,2024-03-20
2,10:03,Timeout commercial,63 - 61,5254287,560826,561122,2024-03-20
2,10:01,"Foul personal (back court) Sam Hines Jr.(South Fla.), foul on Jaylin Sellers(UCF)",63 - 61,5254287,560826,561122,2024-03-20
2,10:02,"2pt layup (under the basket) missed by Selton Miguel(South Fla.), rebound defensive Jaylin Sellers(UCF)",63 - 61,5254287,560826,561122,2024-03-20
2,10:09,"3pt jump shot (outside right) missed by Jaylin Sellers(UCF), rebound defensive Selton Miguel(South Fla.)",63 - 61,5254287,560826,561122,2024-03-20
2,10:27,"2pt jump shot (inside right) missed by Sam Hines Jr.(South Fla.), rebound defensive Marchelus Avery(UCF)",63 - 61,5254287,560826,561122,2024-03-20
2,10:39,3pt jump shot (outside right) made by Marchelus Avery(UCF),63 - 61,5254287,560826,561122,2024-03-20
2,11:02,3pt jump shot (outside left) made by Selton Miguel(South Fla.),63 - 58,5254287,560826,561122,2024-03-20
2,11:11,"2pt jump shot (off turnover) (in the paint) missed by Shemarri Allen(UCF), rebound defensive Kobe Knox(South Fla.)",60 - 58,5254287,560826,561122,2024-03-20
2,11:27,Turnover shot clock (team) (inside center) South Fla.,60 - 58,5254287,560826,561122,2024-03-20
2,11:30,3pt (outside center) missed by Kasean Pryor(South Fla.),60 - 58,5254287,560826,561122,2024-03-20
2,11:58,"3pt jump shot (outside right) made by Thierno Sylla(UCF), assist Shemarri Allen(UCF)",60 - 58,5254287,560826,561122,2024-03-20
2,12:17,3pt jump shot (outside left) made by Kasean Pryor(South Fla.),60 - 55,5254287,560826,561122,2024-03-20
2,12:32,Substitution South Fla.: in Sam Hines Jr.,57 - 55,5254287,560826,561122,2024-03-20
2,12:32,Substitution South Fla.: out Brandon Stroud,57 - 55,5254287,560826,561122,2024-03-20
2,12:32,Substitution UCF: in Marchelus Avery,57 - 55,5254287,560826,561122,2024-03-20
2,12:32,Substitution UCF: out Darius Johnson,57 - 55,5254287,560826,561122,2024-03-20
2,12:32,"Foul personal (inside left) Darius Johnson(UCF), foul on Kobe Knox(South Fla.)",57 - 55,5254287,560826,561122,2024-03-20
2,12:32,Foul (back court) South Fla.,57 - 55,5254287,560826,561122,2024-03-20
2,12:44,Timeout short South Fla.,57 - 55,5254287,560826,561122,2024-03-20
2,12:59,3pt jump shot (off turnover) (outside left) made by Darius Johnson(UCF),57 - 55,5254287,560826,561122,2024-03-20
2,13:13,Turnover bad pass (back court) Selton Miguel(South Fla.),57 - 52,5254287,560826,561122,2024-03-20
2,13:23,"2pt layup (fast break) (in the paint) made by Jaylin Sellers(UCF), assist Darius Johnson(UCF)",57 - 52,5254287,560826,561122,2024-03-20
2,13:28,"3pt jump shot (outside left) missed by Selton Miguel(South Fla.), rebound defensive Darius Johnson(UCF)",57 - 50,5254287,560826,561122,2024-03-20
2,13:42,"Foul personal (inside right) Darius Johnson(UCF), foul on Selton Miguel(South Fla.)",57 - 50,5254287,560826,561122,2024-03-20
2,13:42,Foul (back court) South Fla.,57 - 50,5254287,560826,561122,2024-03-20
2,13:56,Free throw 2 of 2 made by Jaylin Sellers(UCF),57 - 50,5254287,560826,561122,2024-03-20
2,13:56,Free throw 1 of 2 made by Jaylin Sellers(UCF),57 - 49,5254287,560826,561122,2024-03-20
2,13:56,Substitution South Fla.: in Kobe Knox,57 - 48,5254287,560826,561122,2024-03-20
2,13:56,Substitution South Fla.: in Jayden Reid,57 - 48,5254287,560826,561122,2024-03-20
2,13:56,Substitution South Fla.: out Chris Youngblood,57 - 48,5254287,560826,561122,2024-03-20
2,13:56,Substitution South Fla.: out Jose Placer,57 - 48,5254287,560826,561122,2024-03-20
2,13:56,Timeout commercial,57 - 48,5254287,560826,561122,2024-03-20
2,13:56,Foul personal (shooting;2 free throws) (in the paint) Chris Youngblood(South Fla.),57 - 48,5254287,560826,561122,2024-03-20
2,14:24,2pt layup (fast break) (in the paint) made by Jose Placer(South Fla.),57 - 48,5254287,560826,561122,2024-03-20
2,14:30,"Free throw 2 of 2 (fast break;off turnover) missed by Jaylin Sellers(UCF), rebound defensive Brandon Stroud(South Fla.)",55 - 48,5254287,560826,561122,2024-03-20
2,14:30,Substitution UCF: in Thierno Sylla,55 - 48,5254287,560826,561122,2024-03-20
2,14:30,Substitution UCF: in Omar Payne,55 - 48,5254287,560826,561122,2024-03-20
2,14:30,Substitution UCF: out Marchelus Avery,55 - 48,5254287,560826,561122,2024-03-20
2,14:30,Substitution UCF: out Ibrahima Diallo,55 - 48,5254287,560826,561122,2024-03-20
2,14:30,Free throw 1 of 2 (fast break;off turnover) made by Jaylin Sellers(UCF),55 - 48,5254287,560826,561122,2024-03-20
2,14:30,Foul personal (shooting;2 free throws) (in the paint) Kasean Pryor(South Fla.),55 - 47,5254287,560826,561122,2024-03-20
2,14:35,"Turnover lost ball (outside right) Selton Miguel(South Fla.), steal Jaylin Sellers(UCF)",55 - 47,5254287,560826,561122,2024-03-20
2,14:48,2pt layup (in the paint) made by Ibrahima Diallo(UCF),55 - 47,5254287,560826,561122,2024-03-20
