Period,Clock,Play,Score,game_id,home_id,away_id,game_date
4,06:46,Free throw 2 of 2 (fast break;off turnover) made by Lacy Stokes(Bears),57 - 60,5254252,560805,561116,2024-03-22
4,06:46,"Free throw 1 of 2 (fast break;off turnover) missed by Lacy Stokes(Bears), rebound offensive dead ball Bears",56 - 60,5254252,560805,561116,2024-03-22
4,06:47,Foul personal (shooting;2 free throws) (in the paint) Camille Hobby(Illini),56 - 60,5254252,560805,561116,2024-03-22
4,06:55,"Turnover bad pass (inside center) Genesis Bryant(Illini), steal Kennedy Taylor(Bears)",56 - 60,5254252,560805,561116,2024-03-22
4,07:17,Free throw 2 of 2 (2nd chance) made by Indya Green(Bears),56 - 60,5254252,560805,561116,2024-03-22
4,07:17,"Free throw 1 of 2 (2nd chance) missed by Indya Green(Bears), rebound offensive dead ball Bears",55 - 60,5254252,560805,561116,2024-03-22
4,07:17,Substitution Bears: in Kaemyn Bekemeier,55 - 60,5254252,560805,561116,2024-03-22
4,07:17,Substitution Bears: in Kennedy Taylor,55 - 60,5254252,560805,561116,2024-03-22
4,07:17,Substitution Bears: out Kyrah Daniels,55 - 60,5254252,560805,561116,2024-03-22
4,07:17,Substitution Bears: out Jade Masogayo,55 - 60,5254252,560805,561116,2024-03-22
4,07:17,Substitution Illini: in Camille Hobby,55 - 60,5254252,560805,561116,2024-03-22
4,07:17,Substitution Illini: in Gretchen Dolan,55 - 60,5254252,560805,561116,2024-03-22
4,07:17,Substitution Illini: out Adalia McKenzie,55 - 60,5254252,560805,561116,2024-03-22
4,07:17,Substitution Illini: out Shay Bollin,55 - 60,5254252,560805,561116,2024-03-22
4,07:17,Foul personal (shooting;2 free throws) (under the basket) Shay Bollin(Illini),55 - 60,5254252,560805,561116,2024-03-22
4,07:20,"2pt jump shot (inside right) missed by Jade Masogayo(Bears), rebound offensive Indya Green(Bears)",55 - 60,5254252,560805,561116,2024-03-22
4,07:38,"2pt jump shot (inside right) missed by Kendall Bostic(Illini), rebound defensive Paige Rocca(Bears)",55 - 60,5254252,560805,561116,2024-03-22
4,07:49,"2pt layup (under the basket) made by Jade Masogayo(Bears), assist Paige Rocca(Bears)",55 - 60,5254252,560805,561116,2024-03-22
4,08:08,"3pt jump shot (outside left) made by Adalia McKenzie(Illini), assist Genesis Bryant(Illini)",53 - 60,5254252,560805,561116,2024-03-22
4,08:16,"3pt jump shot (outside right) missed by Lacy Stokes(Bears), rebound defensive Kendall Bostic(Illini)",53 - 57,5254252,560805,561116,2024-03-22
4,08:37,"2pt layup (in the paint) missed by Adalia McKenzie(Illini), rebound defensive Paige Rocca(Bears)",53 - 57,5254252,560805,561116,2024-03-22
4,09:02,2pt jump shot (off turnover) (inside right) made by Indya Green(Bears),53 - 57,5254252,560805,561116,2024-03-22
4,09:23,"Foul offensive (back court) Genesis Bryant(Illini), turnover offensive Genesis Bryant(Illini), foul on Lacy Stokes(Bears)",51 - 57,5254252,560805,561116,2024-03-22
4,09:37,"Foul offensive (in the paint) Jade Masogayo(Bears), turnover offensive Jade Masogayo(Bears), foul on Genesis Bryant(Illini)",51 - 57,5254252,560805,561116,2024-03-22
4,09:54,2pt driving layup (in the paint) made by Adalia McKenzie(Illini),51 - 57,5254252,560805,561116,2024-03-22
4,10:00,Period start,51 - 55,5254252,560805,561116,2024-03-22
2,00:03.00,"Turnover lost ball Kennedy Taylor(Bears), steal Camille Hobby(Illini)",51 - 55,5254252,560805,561116,2024-03-22
3,00:00.00,Period end (confirmed),51 - 55,5254252,560805,561116,2024-03-22
3,00:01.80,"2pt jump shot (inside left) missed by Lacy Stokes(Bears), rebound defensive dead ball Illini",51 - 55,5254252,560805,561116,2024-03-22
3,00:09.60,2pt layup (2nd chance) (under the basket) made by Adalia McKenzie(Illini),51 - 55,5254252,560805,561116,2024-03-22
3,00:13.80,"2pt driving layup (under the basket) missed by Adalia McKenzie(Illini), rebound offensive Adalia McKenzie(Illini)",51 - 53,5254252,560805,561116,2024-03-22
3,00:34.40,"3pt jump shot (outside center) made by Indya Green(Bears), assist Lacy Stokes(Bears)",51 - 53,5254252,560805,561116,2024-03-22
3,00:47.50,Substitution Bears: in Paige Rocca,48 - 53,5254252,560805,561116,2024-03-22
3,00:47.50,Substitution Bears: out Kaemyn Bekemeier,48 - 53,5254252,560805,561116,2024-03-22
3,00:47.50,Free throw 2 of 2 made by Makira Cook(Illini),48 - 53,5254252,560805,561116,2024-03-22
3,00:47.50,Free throw 1 of 2 made by Makira Cook(Illini),48 - 52,5254252,560805,561116,2024-03-22
3,00:47.50,Foul personal (shooting;2 free throws) (in the paint) Lacy Stokes(Bears),48 - 51,5254252,560805,561116,2024-03-22
3,00:59.50,"3pt jump shot (outside center) missed by Kyrah Daniels(Bears), rebound defensive (team) Illini",48 - 51,5254252,560805,561116,2024-03-22
3,01:14,Timeout full Bears,48 - 51,5254252,560805,561116,2024-03-22
3,01:21,"2pt layup (under the basket) made by Adalia McKenzie(Illini), assist Shay Bollin(Illini)",48 - 51,5254252,560805,561116,2024-03-22
3,01:43,"2pt jump shot (off turnover) (inside center) missed by Indya Green(Bears), rebound defensive Adalia McKenzie(Illini)",48 - 49,5254252,560805,561116,2024-03-22
3,01:58,Substitution Bears: in Indya Green,48 - 49,5254252,560805,561116,2024-03-22
3,01:58,Substitution Bears: in Kyrah Daniels,48 - 49,5254252,560805,561116,2024-03-22
3,01:58,Substitution Bears: in Jade Masogayo,48 - 49,5254252,560805,561116,2024-03-22
3,01:58,Substitution Bears: out Louis Volker,48 - 49,5254252,560805,561116,2024-03-22
3,01:58,Substitution Bears: out Paige Rocca,48 - 49,5254252,560805,561116,2024-03-22
3,01:58,Substitution Bears: out Kennedy Taylor,48 - 49,5254252,560805,561116,2024-03-22
3,01:58,"Foul offensive (back court) Makira Cook(Illini), turnover offensive Makira Cook(Illini), foul on Lacy Stokes(Bears)",48 - 49,5254252,560805,561116,2024-03-22
3,02:04,"2pt layup (off turnover) (under the basket) missed by Paige Rocca(Bears), rebound offensive Kaemyn Bekemeier(Bears), rebound defensive Adalia McKenzie(Illini)",48 - 51,5254252,560805,561116,2024-03-22
3,02:08,"Turnover lost ball (back court) Kendall Bostic(Illini), steal Kaemyn Bekemeier(Bears)",48 - 49,5254252,560805,561116,2024-03-22
3,02:13,"2pt jump shot (2nd chance) (in the paint) missed by Lacy Stokes(Bears), rebound defensive Kendall Bostic(Illini)",48 - 49,5254252,560805,561116,2024-03-22
3,02:18,"2pt driving layup (under the basket) missed by Lacy Stokes(Bears), rebound offensive Lacy Stokes(Bears)",48 - 49,5254252,560805,561116,2024-03-22
3,02:34,2pt driving layup (under the basket) made by Adalia McKenzie(Illini),48 - 49,5254252,560805,561116,2024-03-22
3,02:44,"3pt jump shot (outside left) missed by Paige Rocca(Bears), rebound defensive Kendall Bostic(Illini)",48 - 47,5254252,560805,561116,2024-03-22
3,03:03,"3pt jump shot (outside right) made by Genesis Bryant(Illini), assist Makira Cook(Illini)",48 - 47,5254252,560805,561116,2024-03-22
3,03:25,"2pt layup (in the paint) missed by Kennedy Taylor(Bears), rebound defensive Shay Bollin(Illini)",48 - 44,5254252,560805,561116,2024-03-22
3,03:43,Substitution Illini: in Shay Bollin,48 - 44,5254252,560805,561116,2024-03-22
3,03:43,Substitution Illini: out Camille Hobby,48 - 44,5254252,560805,561116,2024-03-22
3,03:43,Free throw 2 of 2 made by Camille Hobby(Illini),48 - 44,5254252,560805,561116,2024-03-22
3,03:43,Free throw 1 of 2 made by Camille Hobby(Illini),48 - 43,5254252,560805,561116,2024-03-22
3,03:43,Timeout commercial,48 - 42,5254252,560805,561116,2024-03-22
3,03:43,Foul personal (shooting;2 free throws) (in the paint) Kennedy Taylor(Bears),48 - 42,5254252,560805,561116,2024-03-22
3,03:55,"2pt layup (off turnover) (under the basket) missed by Kennedy Taylor(Bears), rebound defensive Kendall Bostic(Illini)",48 - 42,5254252,560805,561116,2024-03-22
3,04:06,"Turnover bad pass (inside right) Genesis Bryant(Illini), steal Kaemyn Bekemeier(Bears)",48 - 42,5254252,560805,561116,2024-03-22
3,04:23,"2pt layup (under the basket) made by Kennedy Taylor(Bears), assist Louis Volker(Bears)",48 - 42,5254252,560805,561116,2024-03-22
3,04:41,2pt jump shot (inside center) made by Adalia McKenzie(Illini),46 - 42,5254252,560805,561116,2024-03-22
3,05:03,"2pt jump shot (in the paint) made by Kaemyn Bekemeier(Bears), assist Lacy Stokes(Bears)",46 - 40,5254252,560805,561116,2024-03-22
3,05:13,"2pt jump shot (inside left) missed by Makira Cook(Illini), rebound defensive Kennedy Taylor(Bears)",44 - 40,5254252,560805,561116,2024-03-22
3,05:37,"2pt layup (under the basket) made by Kennedy Taylor(Bears), assist Lacy Stokes(Bears)",44 - 40,5254252,560805,561116,2024-03-22
3,05:49,Free throw 2 of 2 (2nd chance) made by Makira Cook(Illini),42 - 40,5254252,560805,561116,2024-03-22
3,05:49,Free throw 1 of 2 (2nd chance) made by Makira Cook(Illini),42 - 39,5254252,560805,561116,2024-03-22
3,05:49,Substitution Bears: in Louis Volker,42 - 38,5254252,560805,561116,2024-03-22
3,05:49,Substitution Bears: in Kaemyn Bekemeier,42 - 38,5254252,560805,561116,2024-03-22
3,05:49,Substitution Bears: in Kennedy Taylor,42 - 38,5254252,560805,561116,2024-03-22
3,05:49,Substitution Bears: out Indya Green,42 - 38,5254252,560805,561116,2024-03-22
3,05:49,Substitution Bears: out Kyrah Daniels,42 - 38,5254252,560805,561116,2024-03-22
3,05:49,Substitution Bears: out Jade Masogayo,42 - 38,5254252,560805,561116,2024-03-22
3,05:49,Foul personal (shooting;2 free throws) (under the basket) Jade Masogayo(Bears),42 - 38,5254252,560805,561116,2024-03-22
3,06:10,"2pt jump shot (in the paint) missed by Makira Cook(Illini), rebound offensive Adalia McKenzie(Illini)",42 - 38,5254252,560805,561116,2024-03-22
3,06:17,"2pt layup (under the basket) missed by Jade Masogayo(Bears), rebound defensive Makira Cook(Illini)",42 - 38,5254252,560805,561116,2024-03-22
3,06:32,2pt driving layup (off turnover;fast break) (under the basket) made by Adalia McKenzie(Illini),42 - 38,5254252,560805,561116,2024-03-22
3,06:35,"Turnover bad pass (outside right) Lacy Stokes(Bears), steal Adalia McKenzie(Illini)",42 - 36,5254252,560805,561116,2024-03-22
3,06:41,"Turnover bad pass (back court) Camille Hobby(Illini), steal Kyrah Daniels(Bears)",42 - 36,5254252,560805,561116,2024-03-22
3,06:45,"2pt layup (under the basket) missed by Jade Masogayo(Bears), rebound defensive Camille Hobby(Illini)",42 - 36,5254252,560805,561116,2024-03-22
3,07:07,2pt driving layup (off turnover) (under the basket) made by Makira Cook(Illini),42 - 36,5254252,560805,561116,2024-03-22
3,07:23,"Turnover bad pass (inside right) Kyrah Daniels(Bears), steal Genesis Bryant(Illini)",42 - 34,5254252,560805,561116,2024-03-22
3,07:45,2pt jump shot (fast break) (inside right) made by Makira Cook(Illini),42 - 34,5254252,560805,561116,2024-03-22
3,07:51,"2pt jump shot (off turnover) (in the paint) missed by Jade Masogayo(Bears), rebound defensive Adalia McKenzie(Illini)",42 - 32,5254252,560805,561116,2024-03-22
3,08:05,Turnover bad pass (in the paint) Genesis Bryant(Illini),42 - 32,5254252,560805,561116,2024-03-22
3,08:17,"3pt jump shot (off turnover) (outside left wing) missed by Paige Rocca(Bears), rebound defensive Kendall Bostic(Illini)",42 - 32,5254252,560805,561116,2024-03-22
3,08:43,"Foul offensive (back court) Camille Hobby(Illini), turnover offensive Camille Hobby(Illini), foul on Jade Masogayo(Bears)",42 - 32,5254252,560805,561116,2024-03-22
3,08:43,Foul (in the paint) Bears,42 - 32,5254252,560805,561116,2024-03-22
3,09:00,"3pt jump shot (outside right) made by Paige Rocca(Bears), assist Jade Masogayo(Bears)",42 - 32,5254252,560805,561116,2024-03-22
3,09:15,"2pt layup (under the basket) missed by Camille Hobby(Illini), rebound defensive Indya Green(Bears)",39 - 32,5254252,560805,561116,2024-03-22
3,09:48,2pt jump shot (inside left) made by Kyrah Daniels(Bears),39 - 32,5254252,560805,561116,2024-03-22
3,10:00,Period start,37 - 32,5254252,560805,561116,2024-03-22
3,10:00,Substitution Bears: in Indya Green,37 - 32,5254252,560805,561116,2024-03-22
3,10:00,Substitution Bears: out Kennedy Taylor,37 - 32,5254252,560805,561116,2024-03-22
2,00:00.00,Period end (confirmed),37 - 32,5254252,560805,561116,2024-03-22
2,00:03.00,Jump ball held ball Bears,48 - 51,5254252,560805,561116,2024-03-22
2,00:08.80,"2pt driving layup (off turnover) (under the basket) missed by Makira Cook(Illini), rebound defensive Kennedy Taylor(Bears), rebound offensive (team) Illini, rebound defensive Kennedy Taylor(Bears)",37 - 32,5254252,560805,561116,2024-03-22
2,00:34.70,Turnover 3sec (outside center) Kennedy Taylor(Bears),37 - 32,5254252,560805,561116,2024-03-22
2,00:50.00,Turnover 3sec (in the paint) Adalia McKenzie(Illini),37 - 32,5254252,560805,561116,2024-03-22
2,00:57.70,Substitution Bears: in Kennedy Taylor,37 - 32,5254252,560805,561116,2024-03-22
2,00:57.70,Substitution Bears: out Indya Green,37 - 32,5254252,560805,561116,2024-03-22
2,00:57.70,"Foul personal (under the basket) Indya Green(Bears), foul on Camille Hobby(Illini)",37 - 32,5254252,560805,561116,2024-03-22
2,00:59.20,"2pt layup (under the basket) missed by Camille Hobby(Illini), rebound defensive Paige Rocca(Bears)",37 - 32,5254252,560805,561116,2024-03-22
2,01:26,"2pt jump shot (inside center) missed by Lacy Stokes(Bears), rebound defensive Kendall Bostic(Illini)",37 - 32,5254252,560805,561116,2024-03-22
2,01:36,"2pt jump shot (inside left) missed by Camille Hobby(Illini), rebound defensive Indya Green(Bears)",37 - 32,5254252,560805,561116,2024-03-22
2,01:48,"3pt jump shot (outside right) missed by Indya Green(Bears), rebound defensive Adalia McKenzie(Illini)",37 - 32,5254252,560805,561116,2024-03-22
2,02:02,"2pt jump shot (in the paint) missed by Adalia McKenzie(Illini), rebound defensive Indya Green(Bears)",37 - 32,5254252,560805,561116,2024-03-22
2,02:08,"Free throw 2 of 2 missed by Lacy Stokes(Bears), rebound defensive Adalia McKenzie(Illini)",37 - 32,5254252,560805,561116,2024-03-22
2,02:08,Free throw 1 of 2 made by Lacy Stokes(Bears),37 - 32,5254252,560805,561116,2024-03-22
2,02:08,Foul personal (shooting;2 free throws) (in the paint) Camille Hobby(Illini),36 - 32,5254252,560805,561116,2024-03-22
2,02:24,"2pt layup (under the basket) made by Adalia McKenzie(Illini), assist Kendall Bostic(Illini)",36 - 32,5254252,560805,561116,2024-03-22
2,02:37,"2pt driving layup (under the basket) missed by Kyrah Daniels(Bears), rebound defensive (team) Illini",36 - 30,5254252,560805,561116,2024-03-22
2,03:02,2pt layup (under the basket) made by Camille Hobby(Illini),36 - 30,5254252,560805,561116,2024-03-22
2,03:17,Substitution Illini: in Camille Hobby,36 - 28,5254252,560805,561116,2024-03-22
2,03:17,Substitution Illini: in Genesis Bryant,36 - 28,5254252,560805,561116,2024-03-22
2,03:17,Substitution Illini: out Brynn Shoup-Hill,36 - 28,5254252,560805,561116,2024-03-22
2,03:17,Substitution Illini: out Gretchen Dolan,36 - 28,5254252,560805,561116,2024-03-22
2,03:34,"2pt layup (off turnover) (under the basket) made by Indya Green(Bears), assist Lacy Stokes(Bears)",36 - 28,5254252,560805,561116,2024-03-22
2,03:43,Turnover lost ball (under the basket) Adalia McKenzie(Illini),34 - 28,5254252,560805,561116,2024-03-22
2,03:48,"Turnover bad pass (inside center) Indya Green(Bears), steal Adalia McKenzie(Illini)",34 - 28,5254252,560805,561116,2024-03-22
2,04:00,Free throw 2 of 2 made by Makira Cook(Illini),34 - 28,5254252,560805,561116,2024-03-22
2,04:00,"Free throw 1 of 2 missed by Makira Cook(Illini), rebound offensive dead ball Illini",34 - 27,5254252,560805,561116,2024-03-22
2,04:00,Substitution Bears: in Indya Green,34 - 27,5254252,560805,561116,2024-03-22
2,04:00,Substitution Bears: in Kyrah Daniels,34 - 27,5254252,560805,561116,2024-03-22
2,04:00,Substitution Bears: in Jade Masogayo,34 - 27,5254252,560805,561116,2024-03-22
2,04:00,Substitution Bears: out Louis Volker,34 - 27,5254252,560805,561116,2024-03-22
2,04:00,Substitution Bears: out Kaemyn Bekemeier,34 - 27,5254252,560805,561116,2024-03-22
2,04:00,Substitution Bears: out Kennedy Taylor,34 - 27,5254252,560805,561116,2024-03-22
2,04:00,Foul personal (shooting;2 free throws) (under the basket) Louis Volker(Bears),34 - 27,5254252,560805,561116,2024-03-22
2,04:10,"2pt jump shot (inside right) missed by Louis Volker(Bears), rebound defensive Makira Cook(Illini)",34 - 27,5254252,560805,561116,2024-03-22
2,04:40,"2pt layup (off turnover;fast break) (under the basket) made by Kendall Bostic(Illini), assist Makira Cook(Illini)",34 - 27,5254252,560805,561116,2024-03-22
2,04:46,"Turnover lost ball (inside center) Kennedy Taylor(Bears), steal Brynn Shoup-Hill(Illini)",34 - 25,5254252,560805,561116,2024-03-22
2,05:02,"2pt jump shot (in the paint) missed by Gretchen Dolan(Illini), rebound defensive Kennedy Taylor(Bears)",34 - 25,5254252,560805,561116,2024-03-22
2,05:26,"2pt layup (in the paint) made by Kennedy Taylor(Bears), assist Kaemyn Bekemeier(Bears)",34 - 25,5254252,560805,561116,2024-03-22
2,05:49,"3pt jump shot (2nd chance) (outside left) made by Makira Cook(Illini), assist Kendall Bostic(Illini)",32 - 25,5254252,560805,561116,2024-03-22
2,05:55,"2pt jump shot (in the paint) missed by Adalia McKenzie(Illini), rebound offensive Kendall Bostic(Illini)",32 - 22,5254252,560805,561116,2024-03-22
2,06:05,Substitution Illini: in Brynn Shoup-Hill,32 - 22,5254252,560805,561116,2024-03-22
2,06:05,Substitution Illini: in Gretchen Dolan,32 - 22,5254252,560805,561116,2024-03-22
2,06:05,Substitution Illini: out Camille Hobby,32 - 22,5254252,560805,561116,2024-03-22
2,06:05,Substitution Illini: out Genesis Bryant,32 - 22,5254252,560805,561116,2024-03-22
2,06:05,Timeout full Illini,32 - 22,5254252,560805,561116,2024-03-22
2,06:07,2pt driving layup (2nd chance) (in the paint) made by Lacy Stokes(Bears),32 - 22,5254252,560805,561116,2024-03-22
2,06:12,"2pt layup (2nd chance) (under the basket) missed by Kennedy Taylor(Bears), rebound offensive Louis Volker(Bears)",30 - 22,5254252,560805,561116,2024-03-22
