Period,Clock,Play,Score,game_id,home_id,away_id,game_date
4,08:47,"2pt driving layup (off turnover;blocked) (under the basket) missed by Ja'Naiya Quinerly(WVU), block Hannah Stuelke(IOWA)",40 - 48,5254203,560818,561209,2024-03-26
4,09:13,Turnover bad pass (inside left) Kate Martin(IOWA),40 - 48,5254203,560818,561209,2024-03-26
4,09:32,"Free throw 1 of 1 missed by Tirzah Moore(WVU), rebound defensive Kate Martin(IOWA)",40 - 48,5254203,560818,561209,2024-03-26
4,09:32,Foul personal (shooting;1 free throw) (under the basket) Hannah Stuelke(IOWA),40 - 48,5254203,560818,561209,2024-03-26
4,09:32,2pt layup (under the basket) made by Tirzah Moore(WVU),40 - 48,5254203,560818,561209,2024-03-26
4,09:52,"2pt layup (blocked) (under the basket) missed by Caitlin Clark(IOWA), block Lauren Fields(WVU), rebound defensive Tirzah Moore(WVU)",38 - 48,5254203,560818,561209,2024-03-26
4,10:00,Substitution IOWA: in Hannah Stuelke,38 - 48,5254203,560818,561209,2024-03-26
4,10:00,Substitution IOWA: in Gabbie Marshall,38 - 48,5254203,560818,561209,2024-03-26
4,10:00,Substitution IOWA: in Caitlin Clark,38 - 48,5254203,560818,561209,2024-03-26
4,10:00,Substitution IOWA: out Addison O'Grady,38 - 48,5254203,560818,561209,2024-03-26
4,10:00,Substitution IOWA: out Kylie Feuerbach,38 - 48,5254203,560818,561209,2024-03-26
4,10:00,Substitution IOWA: out Taylor McCabe,38 - 48,5254203,560818,561209,2024-03-26
4,10:00,Period start,38 - 48,5254203,560818,561209,2024-03-26
3,00:00.00,Period end (confirmed),38 - 48,5254203,560818,561209,2024-03-26
3,00:01.00,"Free throw 3 of 3 (off turnover) missed by Kate Martin(IOWA), rebound defensive Tirzah Moore(WVU)",38 - 48,5254203,560818,561209,2024-03-26
3,00:01.00,Free throw 2 of 3 (off turnover) made by Kate Martin(IOWA),38 - 48,5254203,560818,561209,2024-03-26
3,00:01.00,Free throw 1 of 3 (off turnover) made by Kate Martin(IOWA),38 - 47,5254203,560818,561209,2024-03-26
3,00:01.00,Substitution IOWA: in Kylie Feuerbach,38 - 46,5254203,560818,561209,2024-03-26
3,00:01.00,Substitution IOWA: out Caitlin Clark,38 - 46,5254203,560818,561209,2024-03-26
3,00:01.00,Substitution WVU: in Lauren Fields,38 - 46,5254203,560818,561209,2024-03-26
3,00:01.00,Substitution WVU: out Kyah Watson,38 - 46,5254203,560818,561209,2024-03-26
3,00:01.00,Foul personal (shooting;3 free throws) (outside center) Ja'Naiya Quinerly(WVU),38 - 48,5254203,560818,561209,2024-03-26
3,00:29.40,"Turnover bad pass (in the paint) Tirzah Moore(WVU), steal Caitlin Clark(IOWA)",38 - 46,5254203,560818,561209,2024-03-26
3,00:49.40,Free throw 1 of 1 made by Caitlin Clark(IOWA),38 - 46,5254203,560818,561209,2024-03-26
3,00:49.40,Substitution IOWA: in Addison O'Grady,38 - 45,5254203,560818,561209,2024-03-26
3,00:49.40,Substitution IOWA: out Hannah Stuelke,38 - 45,5254203,560818,561209,2024-03-26
3,00:49.40,Foul personal (shooting;1 free throw) (in the paint) Jayla Hemingway(WVU),38 - 45,5254203,560818,561209,2024-03-26
3,00:49.40,2pt floating jump shot (in the paint) made by Caitlin Clark(IOWA),38 - 45,5254203,560818,561209,2024-03-26
3,01:08,"3pt jump shot (outside left) missed by Jayla Hemingway(WVU), rebound defensive Kate Martin(IOWA)",38 - 43,5254203,560818,561209,2024-03-26
3,01:25,Free throw 1 of 1 (2nd chance) made by Kate Martin(IOWA),38 - 43,5254203,560818,561209,2024-03-26
3,01:25,Foul personal (shooting;1 free throw) (under the basket) Kyah Watson(WVU),38 - 42,5254203,560818,561209,2024-03-26
3,01:25,2pt layup (2nd chance) (under the basket) made by Kate Martin(IOWA),38 - 42,5254203,560818,561209,2024-03-26
3,01:28,"3pt jump shot (outside right) missed by Caitlin Clark(IOWA), rebound offensive Kate Martin(IOWA)",38 - 40,5254203,560818,561209,2024-03-26
3,01:47,Substitution IOWA: in Taylor McCabe,38 - 40,5254203,560818,561209,2024-03-26
3,01:47,Substitution IOWA: out Gabbie Marshall,38 - 40,5254203,560818,561209,2024-03-26
3,01:48,"2pt driving layup (off turnover) (under the basket) missed by Ja'Naiya Quinerly(WVU), rebound defensive (team) IOWA",38 - 40,5254203,560818,561209,2024-03-26
3,01:56,"Turnover bad pass (inside left) Caitlin Clark(IOWA), steal Jordan Harrison(WVU)",38 - 40,5254203,560818,561209,2024-03-26
3,02:14,"3pt jump shot (outside right wing) made by Kyah Watson(WVU), assist Jordan Harrison(WVU)",38 - 40,5254203,560818,561209,2024-03-26
3,02:29,Free throw 2 of 2 made by Caitlin Clark(IOWA),35 - 40,5254203,560818,561209,2024-03-26
3,02:29,Free throw 1 of 2 made by Caitlin Clark(IOWA),35 - 39,5254203,560818,561209,2024-03-26
3,02:29,Foul personal (2 free throws) (outside center) Kyah Watson(WVU),35 - 38,5254203,560818,561209,2024-03-26
3,02:37,"2pt layup (off turnover) (under the basket) missed by Tirzah Moore(WVU), rebound defensive Hannah Stuelke(IOWA)",35 - 38,5254203,560818,561209,2024-03-26
3,02:47,"Foul offensive (outside left) Hannah Stuelke(IOWA), turnover offensive Hannah Stuelke(IOWA), foul on Jordan Harrison(WVU)",35 - 38,5254203,560818,561209,2024-03-26
3,03:12,"3pt jump shot (outside left) made by Ja'Naiya Quinerly(WVU), assist Jayla Hemingway(WVU)",35 - 38,5254203,560818,561209,2024-03-26
3,03:35,"2pt turnaround jump shot (under the basket) missed by Kate Martin(IOWA), rebound defensive Kyah Watson(WVU)",32 - 38,5254203,560818,561209,2024-03-26
3,03:48,"Free throw 2 of 2 (off turnover) missed by Jordan Harrison(WVU), rebound defensive Sydney Affolter(IOWA)",32 - 38,5254203,560818,561209,2024-03-26
3,03:48,Free throw 1 of 2 (off turnover) made by Jordan Harrison(WVU),32 - 38,5254203,560818,561209,2024-03-26
3,03:48,Foul personal (shooting;2 free throws) (under the basket) Gabbie Marshall(IOWA),31 - 38,5254203,560818,561209,2024-03-26
3,04:07,"Foul offensive (under the basket) Sydney Affolter(IOWA), turnover offensive Sydney Affolter(IOWA), foul on Jordan Harrison(WVU)",31 - 38,5254203,560818,561209,2024-03-26
3,04:21,"2pt layup (off turnover;fast break) (under the basket) made by Jayla Hemingway(WVU), assist Ja'Naiya Quinerly(WVU)",31 - 38,5254203,560818,561209,2024-03-26
3,04:26,"Turnover bad pass (in the paint) Caitlin Clark(IOWA), steal Ja'Naiya Quinerly(WVU)",29 - 38,5254203,560818,561209,2024-03-26
3,04:31,Substitution IOWA: in Sydney Affolter,29 - 38,5254203,560818,561209,2024-03-26
3,04:31,Substitution IOWA: out Kylie Feuerbach,29 - 38,5254203,560818,561209,2024-03-26
3,04:31,Timeout commercial,29 - 38,5254203,560818,561209,2024-03-26
3,04:51,"3pt jump shot (off turnover) (outside right) made by Ja'Naiya Quinerly(WVU), assist Jordan Harrison(WVU)",29 - 38,5254203,560818,561209,2024-03-26
