Period,Clock,Play,Score,game_id,home_id,away_id,game_date
4,05:03,Timeout commercial,71 - 71,5254448,560952,561728,2024-03-23
4,05:03,Timeout full LEM,71 - 71,5254448,560952,561728,2024-03-23
4,05:03,"Foul personal (back court) Kaia Goode(LEM), foul on Aaliyah Parker(NIA)",71 - 71,5254448,560952,561728,2024-03-23
4,05:05,"2pt layup (blocked) (under the basket) missed by Lytoya Baker(LEM), block Saige Glover(NIA), rebound defensive Aaliyah Parker(NIA)",71 - 71,5254448,560952,561728,2024-03-23
4,05:05,Substitution LEM: in Haedyn Roberts,71 - 71,5254448,560952,561728,2024-03-23
4,05:05,Substitution LEM: out Leah Middleton,71 - 71,5254448,560952,561728,2024-03-23
4,05:05,Free throw 2 of 2 made by Aaliyah Parker(NIA),71 - 71,5254448,560952,561728,2024-03-23
4,05:05,Free throw 1 of 2 made by Aaliyah Parker(NIA),71 - 70,5254448,560952,561728,2024-03-23
4,05:08,Foul personal (shooting;2 free throws) (under the basket) Lytoya Baker(LEM),71 - 69,5254448,560952,561728,2024-03-23
4,05:27,2pt layup (under the basket) made by Lytoya Baker(LEM),71 - 69,5254448,560952,561728,2024-03-23
4,05:44,Free throw 2 of 2 made by Aaliyah Parker(NIA),69 - 69,5254448,560952,561728,2024-03-23
4,05:44,Free throw 1 of 2 made by Aaliyah Parker(NIA),69 - 68,5254448,560952,561728,2024-03-23
4,05:44,Foul personal (shooting;2 free throws) (under the basket) Kaia Goode(LEM),69 - 67,5254448,560952,561728,2024-03-23
4,05:58,2pt layup (off turnover) (under the basket) made by Sydney Lusher(LEM),69 - 67,5254448,560952,561728,2024-03-23
4,06:04,"Turnover bad pass (in the paint) Aaliyah Parker(NIA), steal Sydney Lusher(LEM)",67 - 67,5254448,560952,561728,2024-03-23
4,06:11,Substitution LEM: in Sydney Lusher,67 - 67,5254448,560952,561728,2024-03-23
4,06:11,Substitution LEM: out Emily Florvil,67 - 67,5254448,560952,561728,2024-03-23
4,06:11,"Foul personal (inside center) Emily Florvil(LEM), foul on Chardonnay Hartley(NIA)",67 - 67,5254448,560952,561728,2024-03-23
4,06:34,Substitution LEM: in Emily Florvil,67 - 67,5254448,560952,561728,2024-03-23
4,06:34,Substitution LEM: out Sydney Lusher,67 - 67,5254448,560952,561728,2024-03-23
4,06:34,Free throw 2 of 2 made by Sydney Lusher(LEM),67 - 67,5254448,560952,561728,2024-03-23
4,06:34,Free throw 1 of 2 made by Sydney Lusher(LEM),66 - 67,5254448,560952,561728,2024-03-23
4,06:34,Substitution NIA: in Saige Glover,65 - 67,5254448,560952,561728,2024-03-23
4,06:34,Substitution NIA: out Alyssa Rossignol,65 - 67,5254448,560952,561728,2024-03-23
4,06:34,Foul personal (2 free throws) (inside right) Alyssa Rossignol(NIA),65 - 67,5254448,560952,561728,2024-03-23
4,06:43,"Foul personal (back court) Chardonnay Hartley(NIA), foul on Kaia Goode(LEM)",65 - 67,5254448,560952,561728,2024-03-23
4,06:51,2pt layup (under the basket) made by Destiny Strother(NIA),65 - 67,5254448,560952,561728,2024-03-23
4,07:02,"2pt jump shot (blocked) (inside left) missed by Kaia Goode(LEM), block Alyssa Rossignol(NIA), rebound defensive Alyssa Rossignol(NIA)",65 - 67,5254448,560952,561728,2024-03-23
4,07:11,Substitution LEM: in Leah Middleton,65 - 65,5254448,560952,561728,2024-03-23
4,07:11,Substitution LEM: out Haedyn Roberts,65 - 65,5254448,560952,561728,2024-03-23
4,07:11,Substitution NIA: in Chardonnay Hartley,65 - 65,5254448,560952,561728,2024-03-23
4,07:11,Substitution NIA: out Angel Parker,65 - 65,5254448,560952,561728,2024-03-23
4,07:11,"Foul personal (back court) Alyssa Rossignol(NIA), foul on Lytoya Baker(LEM)",65 - 65,5254448,560952,561728,2024-03-23
4,07:13,"3pt jump shot (outside left) missed by Destiny Strother(NIA), rebound defensive Sierra Linnin(LEM)",65 - 65,5254448,560952,561728,2024-03-23
4,07:27,"2pt layup (under the basket) made by Haedyn Roberts(LEM), assist Kaia Goode(LEM)",65 - 65,5254448,560952,561728,2024-03-23
4,07:41,"3pt jump shot (outside left) made by Aaliyah Parker(NIA), assist Ary Hicks(NIA)",63 - 65,5254448,560952,561728,2024-03-23
4,07:48,Free throw 2 of 2 (fast break;off turnover) made by Sierra Linnin(LEM),63 - 62,5254448,560952,561728,2024-03-23
4,07:48,Free throw 1 of 2 (fast break;off turnover) made by Sierra Linnin(LEM),62 - 62,5254448,560952,561728,2024-03-23
4,07:48,Substitution NIA: in Ary Hicks,61 - 62,5254448,560952,561728,2024-03-23
4,07:48,Substitution NIA: out Marlie Dickerson,61 - 62,5254448,560952,561728,2024-03-23
4,07:48,Foul personal (shooting;2 free throws) (under the basket) Marlie Dickerson(NIA),61 - 62,5254448,560952,561728,2024-03-23
4,07:52,"Turnover bad pass (outside left) Destiny Strother(NIA), steal Sierra Linnin(LEM)",61 - 62,5254448,560952,561728,2024-03-23
4,08:16,"2pt layup (off turnover) (in the paint) missed by Sydney Lusher(LEM), rebound defensive Aaliyah Parker(NIA)",61 - 62,5254448,560952,561728,2024-03-23
4,08:23,"Turnover bad pass (inside right) Marlie Dickerson(NIA), steal Kaia Goode(LEM)",61 - 62,5254448,560952,561728,2024-03-23
4,08:32,Substitution NIA: in Alyssa Rossignol,61 - 62,5254448,560952,561728,2024-03-23
4,08:32,Substitution NIA: in Aaliyah Parker,61 - 62,5254448,560952,561728,2024-03-23
4,08:32,Substitution NIA: out Saige Glover,61 - 62,5254448,560952,561728,2024-03-23
4,08:32,Substitution NIA: out Amelia Strong,61 - 62,5254448,560952,561728,2024-03-23
4,08:32,Jump ball held ball NIA,61 - 62,5254448,560952,561728,2024-03-23
4,08:32,"3pt jump shot (outside center) missed by Angel Parker(NIA), rebound offensive Saige Glover(NIA)",61 - 62,5254448,560952,561728,2024-03-23
4,08:46,2pt driving layup (under the basket) made by Sydney Lusher(LEM),61 - 62,5254448,560952,561728,2024-03-23
4,08:56,"2pt jump shot (under the basket) made by Amelia Strong(NIA), assist Destiny Strother(NIA), assist Angel Parker(NIA)",59 - 62,5254448,560952,561728,2024-03-23
4,09:08,"Free throw 2 of 2 missed by Lytoya Baker(LEM), rebound defensive Destiny Strother(NIA)",59 - 60,5254448,560952,561728,2024-03-23
4,09:08,"Free throw 1 of 2 missed by Lytoya Baker(LEM), rebound offensive dead ball LEM",59 - 60,5254448,560952,561728,2024-03-23
4,09:08,Foul personal (shooting;2 free throws) (in the paint) Amelia Strong(NIA),59 - 60,5254448,560952,561728,2024-03-23
4,09:35,"2pt layup (off turnover) (under the basket) made by Amelia Strong(NIA), assist Marlie Dickerson(NIA)",59 - 60,5254448,560952,561728,2024-03-23
4,09:50,"Turnover bad pass (outside center) Sydney Lusher(LEM), steal Marlie Dickerson(NIA)",59 - 58,5254448,560952,561728,2024-03-23
4,10:00,Period start,59 - 58,5254448,560952,561728,2024-03-23
4,10:00,Substitution LEM: in Haedyn Roberts,59 - 58,5254448,560952,561728,2024-03-23
4,10:00,Substitution LEM: out Brianna Williams,59 - 58,5254448,560952,561728,2024-03-23
