Half,Clock,Play,Score,game_id,home_id,away_id,game_date
1,06:11,"2pt layup (off turnover;blocked) (under the basket) missed by Donovan Clingan(UConn), block Trey Kaufman-Renn(Purdue), rebound defensive Braden Smith(Purdue)",23 - 26,5254137,560851,561044,2024-04-09
1,06:23,Substitution Purdue: in Zach Edey,23 - 26,5254137,560851,561044,2024-04-09
1,06:23,Substitution Purdue: out Caleb Furst,23 - 26,5254137,560851,561044,2024-04-09
1,06:23,"Foul offensive (back court) Trey Kaufman-Renn(Purdue), turnover offensive Trey Kaufman-Renn(Purdue), foul on Stephon Castle(UConn)",23 - 26,5254137,560851,561044,2024-04-09
1,06:24,"2pt floating jump shot (in the paint) missed by Fletcher Loyer(Purdue), rebound defensive (team) UConn",23 - 26,5254137,560851,561044,2024-04-09
1,06:38,Free throw 1 of 1 (off turnover) made by Donovan Clingan(UConn),23 - 26,5254137,560851,561044,2024-04-09
1,06:38,Foul personal (shooting;1 free throw) (under the basket) Caleb Furst(Purdue),23 - 25,5254137,560851,561044,2024-04-09
1,06:38,"2pt layup (off turnover) (under the basket) made by Donovan Clingan(UConn), assist Tristen Newton(UConn)",23 - 25,5254137,560851,561044,2024-04-09
1,06:50,Substitution Purdue: in Caleb Furst,23 - 23,5254137,560851,561044,2024-04-09
1,06:50,Substitution Purdue: out Zach Edey,23 - 23,5254137,560851,561044,2024-04-09
1,06:50,Substitution UConn: in Alex Karaban,23 - 23,5254137,560851,561044,2024-04-09
1,06:50,Substitution UConn: out Jaylin Stewart,23 - 23,5254137,560851,561044,2024-04-09
1,06:50,Timeout commercial,23 - 23,5254137,560851,561044,2024-04-09
1,06:50,Turnover travel (in the paint) Zach Edey(Purdue),23 - 23,5254137,560851,561044,2024-04-09
1,07:12,2pt jump shot (inside right) made by Tristen Newton(UConn),23 - 23,5254137,560851,561044,2024-04-09
1,07:24,"2pt pull up jump shot (inside center) missed by Braden Smith(Purdue), rebound defensive Tristen Newton(UConn)",23 - 21,5254137,560851,561044,2024-04-09
1,07:34,"3pt jump shot (outside left wing) missed by Stephon Castle(UConn), rebound defensive Braden Smith(Purdue)",23 - 21,5254137,560851,561044,2024-04-09
1,08:07,"2pt hook shot (off turnover) (in the paint) made by Zach Edey(Purdue), assist Braden Smith(Purdue)",23 - 21,5254137,560851,561044,2024-04-09
1,08:16,"Turnover bad pass (inside right) Cam Spencer(UConn), steal Fletcher Loyer(Purdue)",21 - 21,5254137,560851,561044,2024-04-09
1,08:32,Substitution Purdue: in Camden Heide,21 - 21,5254137,560851,561044,2024-04-09
1,08:32,Substitution Purdue: out Lance Jones,21 - 21,5254137,560851,561044,2024-04-09
1,08:32,"Foul offensive (back court) Lance Jones(Purdue), turnover offensive Lance Jones(Purdue), foul on Stephon Castle(UConn), foul on Donovan Clingan(UConn)",21 - 21,5254137,560851,561044,2024-04-09
1,08:34,Substitution UConn: in Cam Spencer,21 - 21,5254137,560851,561044,2024-04-09
1,08:34,Substitution UConn: out Hassan Diarra,21 - 21,5254137,560851,561044,2024-04-09
