Period,Clock,Play,Score,game_id,home_id,away_id,game_date
1,07:07,Timeout commercial,5 - 0,5252981,561622,561443,2024-03-18
1,07:07,Substitution Nova Southeastern: in Jess Moors,5 - 0,5252981,561622,561443,2024-03-18
1,07:07,Substitution Nova Southeastern: out Morgan Kane,5 - 0,5252981,561622,561443,2024-03-18
1,07:09,"2pt layup (in the paint) missed by Aubrey Stupp(Nova Southeastern), rebound offensive dead ball Nova Southeastern",5 - 0,5252981,561622,561443,2024-03-18
1,07:28,"2pt floating jump shot (in the paint) missed by Mya Giusto(Tampa), rebound defensive Kailyn Terrell(Nova Southeastern), rebound defensive Nicole Scales(Nova Southeastern)",5 - 0,5252981,561622,561443,2024-03-18
1,07:48,2pt jump shot (inside center) made by Aubrey Stupp(Nova Southeastern),5 - 0,5252981,561622,561443,2024-03-18
1,08:03,"2pt layup (2nd chance;off turnover) (under the basket) missed by Zoe Piller(Tampa), rebound defensive Morgan Kane(Nova Southeastern)",3 - 0,5252981,561622,561443,2024-03-18
1,08:07,"2pt layup (off turnover) (under the basket) missed by Zoe Piller(Tampa), rebound offensive Zoe Piller(Tampa)",3 - 0,5252981,561622,561443,2024-03-18
1,08:20,Turnover travel (under the basket) Morgan Kane(Nova Southeastern),3 - 0,5252981,561622,561443,2024-03-18
1,08:42,"2pt layup (off turnover) (under the basket) missed by Kath van Bennekom(Tampa), rebound defensive Aubrey Stupp(Nova Southeastern), rebound defensive Morgan Kane(Nova Southeastern)",3 - 0,5252981,561622,561443,2024-03-18
1,09:00,Turnover lost ball (inside right wing) Morgan Kane(Nova Southeastern),3 - 0,5252981,561622,561443,2024-03-18
1,09:13,Turnover travel (under the basket) Zoe Piller(Tampa),3 - 0,5252981,561622,561443,2024-03-18
1,09:40,"3pt jump shot (outside center) made by Nicole Scales(Nova Southeastern), assist Morgan Kane(Nova Southeastern)",3 - 0,5252981,561622,561443,2024-03-18
1,02:36,"Foul personal (shooting) (under the basket) Julia Hauer(Daemen), foul on Cassie Murphy(JEFF)",8 - 12,5252985,561786,561515,2024-03-18
1,02:37,"2pt layup (2nd chance;off turnover) (under the basket) missed by Morgan Robinson(JEFF), rebound offensive Cassie Murphy(JEFF)",8 - 12,5252985,561786,561515,2024-03-18
1,02:39,"2pt layup (off turnover) (under the basket) missed by Cassie Murphy(JEFF), rebound offensive Morgan Robinson(JEFF)",8 - 12,5252985,561786,561515,2024-03-18
