Half,Clock,Play,Score,game_id,home_id,away_id,game_date
1,04:30,"2pt layup (2nd chance) (under the basket) missed by Leonardo Bettiol(Abilene Christian), rebound defensive Garry Clark(TAMUCC)",23 - 28,5254298,560639,560649,2024-03-20
1,04:33,"2pt hook shot (in the paint) missed by Airion Simmons(Abilene Christian), rebound offensive Leonardo Bettiol(Abilene Christian)",23 - 28,5254298,560639,560649,2024-03-20
1,04:47,Substitution Abilene Christian: in Colby Tanner,23 - 28,5254298,560639,560649,2024-03-20
1,04:47,Substitution Abilene Christian: out Yaniel Rivera,23 - 28,5254298,560639,560649,2024-03-20
1,04:47,Substitution TAMUCC: in Dayne Prim,23 - 28,5254298,560639,560649,2024-03-20
1,04:47,Substitution TAMUCC: out Owen Dease,23 - 28,5254298,560639,560649,2024-03-20
1,04:48,"2pt layup (blocked) (in the paint) missed by Owen Dease(TAMUCC), block Airion Simmons(Abilene Christian), rebound offensive (team) TAMUCC, rebound defensive (team) Abilene Christian",23 - 28,5254298,560639,560649,2024-03-20
1,05:06,"3pt jump shot (outside right) missed by Yaniel Rivera(Abilene Christian), rebound defensive Marion Humphrey(TAMUCC), rebound defensive Garry Clark(TAMUCC)",23 - 28,5254298,560639,560649,2024-03-20
1,05:18,Timeout short Abilene Christian,23 - 28,5254298,560639,560649,2024-03-20
1,05:19,"2pt layup (off turnover) (under the basket) made by Garry Clark(TAMUCC), assist Kam Parker(TAMUCC)",23 - 28,5254298,560639,560649,2024-03-20
1,05:28,"Turnover bad pass (inside center) Airion Simmons(Abilene Christian), steal Owen Dease(TAMUCC)",23 - 26,5254298,560639,560649,2024-03-20
1,05:38,Free throw 2 of 2 (2nd chance) made by Garry Clark(TAMUCC),23 - 26,5254298,560639,560649,2024-03-20
1,05:38,Substitution Abilene Christian: in Airion Simmons,23 - 25,5254298,560639,560649,2024-03-20
1,05:38,Substitution Abilene Christian: in Leonardo Bettiol,23 - 25,5254298,560639,560649,2024-03-20
1,05:38,Substitution Abilene Christian: in Yaniel Rivera,23 - 25,5254298,560639,560649,2024-03-20
1,05:38,Substitution Abilene Christian: out Muodubem Muoneke,23 - 25,5254298,560639,560649,2024-03-20
1,05:38,Substitution Abilene Christian: out Cameron Steele,23 - 25,5254298,560639,560649,2024-03-20
1,05:38,Substitution Abilene Christian: out JV Seat,23 - 25,5254298,560639,560649,2024-03-20
1,05:38,Substitution TAMUCC: in Kam Parker,23 - 25,5254298,560639,560649,2024-03-20
1,05:38,Substitution TAMUCC: out Jordan Roberts,23 - 25,5254298,560639,560649,2024-03-20
1,05:38,"Free throw 1 of 2 (2nd chance) missed by Garry Clark(TAMUCC), rebound offensive dead ball TAMUCC",23 - 25,5254298,560639,560649,2024-03-20
1,05:38,Foul personal (shooting;2 free throws) (in the paint) Cameron Steele(Abilene Christian),23 - 25,5254298,560639,560649,2024-03-20
1,05:42,"3pt jump shot (outside left) missed by Lance-Amir Paul(TAMUCC), rebound offensive Garry Clark(TAMUCC)",23 - 25,5254298,560639,560649,2024-03-20
1,05:49,"3pt jump shot (outside center) missed by Kavion McClain(Abilene Christian), rebound defensive Marion Humphrey(TAMUCC)",23 - 25,5254298,560639,560649,2024-03-20
1,06:12,3pt jump shot (2nd chance) (outside left) made by Owen Dease(TAMUCC),23 - 25,5254298,560639,560649,2024-03-20
1,06:27,"3pt jump shot (outside center) missed by Jordan Roberts(TAMUCC), rebound offensive Owen Dease(TAMUCC)",23 - 22,5254298,560639,560649,2024-03-20
1,06:34,"Free throw 1 of 1 missed by Muodubem Muoneke(Abilene Christian), rebound defensive Jordan Roberts(TAMUCC)",23 - 22,5254298,560639,560649,2024-03-20
1,06:34,Foul personal (one and one) (back court) Lance-Amir Paul(TAMUCC),23 - 22,5254298,560639,560649,2024-03-20
1,06:34,"2pt layup (in the paint) missed by Garry Clark(TAMUCC), rebound defensive Muodubem Muoneke(Abilene Christian)",23 - 22,5254298,560639,560649,2024-03-20
1,06:47,Free throw 2 of 2 (off turnover) made by Owen Dease(TAMUCC),23 - 22,5254298,560639,560649,2024-03-20
1,06:47,Free throw 1 of 2 (off turnover) made by Owen Dease(TAMUCC),23 - 21,5254298,560639,560649,2024-03-20
1,06:47,Foul personal (flagrant 1;2 free throws) (back court) Muodubem Muoneke(Abilene Christian),23 - 20,5254298,560639,560649,2024-03-20
1,07:01,Free throw 2 of 2 made by Owen Dease(TAMUCC),23 - 20,5254298,560639,560649,2024-03-20
1,07:01,Substitution Abilene Christian: in JV Seat,23 - 19,5254298,560639,560649,2024-03-20
1,07:01,Substitution Abilene Christian: out Hunter Jack Madden,23 - 19,5254298,560639,560649,2024-03-20
1,07:01,"Free throw 1 of 2 missed by Owen Dease(TAMUCC), rebound offensive dead ball TAMUCC",23 - 19,5254298,560639,560649,2024-03-20
1,07:01,Foul personal (shooting;2 free throws) (in the paint) Hunter Jack Madden(Abilene Christian),23 - 19,5254298,560639,560649,2024-03-20
1,07:19,"Free throw 1 of 1 missed by Nasir DeGruy(Abilene Christian), rebound defensive Jordan Roberts(TAMUCC)",23 - 19,5254298,560639,560649,2024-03-20
1,07:19,Substitution Abilene Christian: in Muodubem Muoneke,23 - 19,5254298,560639,560649,2024-03-20
1,07:19,Substitution Abilene Christian: out Airion Simmons,23 - 19,5254298,560639,560649,2024-03-20
1,07:19,Timeout commercial,23 - 19,5254298,560639,560649,2024-03-20
1,07:19,Foul personal (shooting;1 free throw) (under the basket) Marion Humphrey(TAMUCC),23 - 19,5254298,560639,560649,2024-03-20
1,07:20,"2pt layup (under the basket) made by Nasir DeGruy(Abilene Christian), assist Airion Simmons(Abilene Christian)",23 - 19,5254298,560639,560649,2024-03-20
1,07:30,2pt layup (in the paint) made by Lance-Amir Paul(TAMUCC),21 - 19,5254298,560639,560649,2024-03-20
1,07:42,"3pt jump shot (outside right) missed by Cameron Steele(Abilene Christian), rebound defensive Garry Clark(TAMUCC)",21 - 17,5254298,560639,560649,2024-03-20
1,08:05,"2pt layup (in the paint) made by Garry Clark(TAMUCC), assist Jordan Roberts(TAMUCC)",21 - 17,5254298,560639,560649,2024-03-20
1,08:14,"3pt jump shot (outside left) missed by Hunter Jack Madden(Abilene Christian), rebound defensive Marion Humphrey(TAMUCC)",21 - 15,5254298,560639,560649,2024-03-20
1,08:27,Free throw 1 of 1 (2nd chance) made by Jordan Roberts(TAMUCC),21 - 15,5254298,560639,560649,2024-03-20
1,08:27,Substitution TAMUCC: in Marion Humphrey,21 - 14,5254298,560639,560649,2024-03-20
1,08:27,Substitution TAMUCC: out Kam Parker,21 - 14,5254298,560639,560649,2024-03-20
1,08:27,Foul personal (shooting;1 free throw) (in the paint) Hunter Jack Madden(Abilene Christian),21 - 14,5254298,560639,560649,2024-03-20
1,08:27,2pt layup (2nd chance) (in the paint) made by Jordan Roberts(TAMUCC),21 - 14,5254298,560639,560649,2024-03-20
1,08:41,Substitution Abilene Christian: in Nasir DeGruy,21 - 12,5254298,560639,560649,2024-03-20
1,08:41,Substitution Abilene Christian: out JV Seat,21 - 12,5254298,560639,560649,2024-03-20
1,08:41,Foul personal (in the paint) Cameron Steele(Abilene Christian),21 - 12,5254298,560639,560649,2024-03-20
1,08:43,"2pt layup (blocked) (in the paint) missed by Owen Dease(TAMUCC), block Cameron Steele(Abilene Christian), rebound offensive Garry Clark(TAMUCC)",21 - 12,5254298,560639,560649,2024-03-20
1,08:55,"3pt jump shot (outside center) made by JV Seat(Abilene Christian), assist Kavion McClain(Abilene Christian)",21 - 12,5254298,560639,560649,2024-03-20
1,09:04,3pt jump shot (2nd chance) (outside left) missed by Kam Parker(TAMUCC),18 - 12,5254298,560639,560649,2024-03-20
1,09:08,2pt layup (2nd chance) (under the basket) missed by Owen Dease(TAMUCC),18 - 12,5254298,560639,560649,2024-03-20
1,09:12,2pt layup (2nd chance) (in the paint) missed by Lance-Amir Paul(TAMUCC),18 - 12,5254298,560639,560649,2024-03-20
1,09:19,"Free throw 1 of 1 (2nd chance;off turnover) missed by Lance-Amir Paul(TAMUCC), rebound offensive (team) TAMUCC",18 - 12,5254298,560639,560649,2024-03-20
1,09:19,Substitution Abilene Christian: in Hunter Jack Madden,18 - 12,5254298,560639,560649,2024-03-20
1,09:19,Substitution Abilene Christian: in Cameron Steele,18 - 12,5254298,560639,560649,2024-03-20
1,09:19,Substitution Abilene Christian: out Leonardo Bettiol,18 - 12,5254298,560639,560649,2024-03-20
1,09:19,Substitution Abilene Christian: out Yaniel Rivera,18 - 12,5254298,560639,560649,2024-03-20
1,09:19,Substitution TAMUCC: in Garry Clark,18 - 12,5254298,560639,560649,2024-03-20
1,09:19,Substitution TAMUCC: out Dayne Prim,18 - 12,5254298,560639,560649,2024-03-20
1,09:19,Foul personal (shooting;1 free throw) (under the basket) Kavion McClain(Abilene Christian),18 - 12,5254298,560639,560649,2024-03-20
1,09:19,2pt layup (2nd chance;off turnover) (under the basket) made by Lance-Amir Paul(TAMUCC),18 - 12,5254298,560639,560649,2024-03-20
1,09:22,"2pt layup (off turnover) (under the basket) missed by Owen Dease(TAMUCC), rebound offensive Lance-Amir Paul(TAMUCC)",18 - 10,5254298,560639,560649,2024-03-20
1,09:28,"Turnover bad pass (in the paint) Yaniel Rivera(Abilene Christian), steal Jordan Roberts(TAMUCC)",18 - 10,5254298,560639,560649,2024-03-20
