Period,Clock,Play,Score,game_id,home_id,away_id,game_date
3,03:38,"Foul personal (back court) Lauren Gustin(BYU), foul on Lara Edmanson(Santa Clara)",35 - 35,5254256,561076,560627,2024-03-22
3,03:38,Foul personal (in the paint) Amari Whiting(BYU),35 - 35,5254256,561076,560627,2024-03-22
3,03:38,"3pt jump shot (2nd chance) (outside center) missed by Keeley Frawley(Santa Clara), rebound offensive dead ball Santa Clara",35 - 35,5254256,561076,560627,2024-03-22
3,03:42,"2pt layup (2nd chance) (under the basket) missed by Lara Edmanson(Santa Clara), rebound offensive Emma Shaffer(Santa Clara)",35 - 35,5254256,561076,560627,2024-03-22
3,03:51,"2pt layup (blocked) (under the basket) missed by Tess Heal(Santa Clara), block Emma Calvert(BYU), rebound offensive Emma Shaffer(Santa Clara)",35 - 35,5254256,561076,560627,2024-03-22
3,04:04,Substitution BYU: in Lauren Gustin,35 - 35,5254256,561076,560627,2024-03-22
3,04:04,Substitution BYU: out Rose Bubakar,35 - 35,5254256,561076,560627,2024-03-22
3,04:04,"3pt jump shot (outside center) missed by Amari Whiting(BYU), rebound defensive (team) Santa Clara",35 - 35,5254256,561076,560627,2024-03-22
3,04:24,2pt hook shot (2nd chance) (in the paint) made by Tess Heal(Santa Clara),35 - 35,5254256,561076,560627,2024-03-22
3,04:27,2pt jump shot (in the paint) missed by Tess Heal(Santa Clara),35 - 35,5254256,561076,560627,2024-03-22
3,04:55,"2pt layup (blocked) (under the basket) missed by Rose Bubakar(BYU), block Emma Shaffer(Santa Clara), rebound defensive Emma Shaffer(Santa Clara)",35 - 33,5254256,561076,560627,2024-03-22
3,05:03,"2pt layup (under the basket) missed by Tess Heal(Santa Clara), rebound defensive Emma Calvert(BYU)",35 - 33,5254256,561076,560627,2024-03-22
3,05:27,"2pt jump shot (in the paint) missed by Amari Whiting(BYU), rebound defensive Emma Shaffer(Santa Clara)",35 - 33,5254256,561076,560627,2024-03-22
3,05:41,Substitution BYU: in Rose Bubakar,35 - 33,5254256,561076,560627,2024-03-22
3,05:41,Substitution BYU: out Lauren Gustin,35 - 33,5254256,561076,560627,2024-03-22
3,05:41,Timeout commercial,35 - 33,5254256,561076,560627,2024-03-22
3,05:41,Timeout short BYU,35 - 33,5254256,561076,560627,2024-03-22
3,05:42,"3pt jump shot (outside right) made by Keeley Frawley(Santa Clara), assist Lara Edmanson(Santa Clara)",35 - 33,5254256,561076,560627,2024-03-22
3,05:55,"3pt jump shot (outside left) missed by Lauren Gustin(BYU), rebound defensive Ashley Hiraki(Santa Clara)",35 - 30,5254256,561076,560627,2024-03-22
3,06:15,2pt layup (off turnover;fast break) (under the basket) made by Ashley Hiraki(Santa Clara),35 - 30,5254256,561076,560627,2024-03-22
3,06:20,"Turnover bad pass (in the paint) Lauren Gustin(BYU), steal Ashley Hiraki(Santa Clara)",35 - 28,5254256,561076,560627,2024-03-22
3,06:27,"3pt jump shot (off turnover) (outside center) missed by Lara Edmanson(Santa Clara), rebound defensive Emma Calvert(BYU)",35 - 28,5254256,561076,560627,2024-03-22
3,06:41,Turnover lost ball (under the basket) Lauren Gustin(BYU),35 - 28,5254256,561076,560627,2024-03-22
3,07:14,"3pt jump shot (outside left) made by Lara Edmanson(Santa Clara), assist Tess Heal(Santa Clara)",35 - 28,5254256,561076,560627,2024-03-22
3,07:27,"Foul personal (back court) Kaylee Smiler(BYU), foul on Tess Heal(Santa Clara)",35 - 25,5254256,561076,560627,2024-03-22
3,07:27,"Free throw 2 of 2 (off turnover) missed by Kaylee Smiler(BYU), rebound defensive Tess Heal(Santa Clara)",35 - 25,5254256,561076,560627,2024-03-22
3,07:27,Foul (back court) BYU,35 - 25,5254256,561076,560627,2024-03-22
3,07:27,Free throw 1 of 2 (off turnover) made by Kaylee Smiler(BYU),35 - 25,5254256,561076,560627,2024-03-22
3,07:27,Substitution BYU: in Emma Calvert,34 - 25,5254256,561076,560627,2024-03-22
3,07:27,Substitution BYU: out Rose Bubakar,34 - 25,5254256,561076,560627,2024-03-22
3,07:27,Foul personal (shooting;2 free throws) (under the basket) Keeley Frawley(Santa Clara),35 - 25,5254256,561076,560627,2024-03-22
3,07:38,Substitution Santa Clara: in Emma Shaffer,34 - 25,5254256,561076,560627,2024-03-22
3,07:38,Substitution Santa Clara: out Olivia Pollerd,34 - 25,5254256,561076,560627,2024-03-22
3,07:38,"Foul offensive (back court) Olivia Pollerd(Santa Clara), turnover offensive Olivia Pollerd(Santa Clara), foul on Kaylee Smiler(BYU)",34 - 25,5254256,561076,560627,2024-03-22
