Half,Clock,Play,Score,game_id,home_id,away_id,game_date
2,03:46,"2pt layup (under the basket) made by D.J. Burns Jr.(NC St), assist Michael O'Connell(NC St)",60 - 46,5254133,560879,560978,2024-03-31
2,08:05,"2pt jump shot (blocked) (inside left) missed by Kyle Filipowski(Duke), block Ben Middlebrooks(NC St), rebound offensive (team) Duke",58 - 46,5254133,560879,560978,2024-03-31
2,03:54,Timeout commercial,58 - 46,5254133,560879,560978,2024-03-31
2,03:54,Timeout short NC St,58 - 46,5254133,560879,560978,2024-03-31
2,04:06,"2pt pull up jump shot (in the paint) made by Jeremy Roach(Duke), assist Tyrese Proctor(Duke)",58 - 46,5254133,560879,560978,2024-03-31
2,04:20,2pt floating jump shot (inside right) made by D.J. Burns Jr.(NC St),58 - 44,5254133,560879,560978,2024-03-31
2,04:44,"2pt pull up jump shot (in the paint) missed by Jared McCain(Duke), rebound defensive DJ Horne(NC St)",56 - 44,5254133,560879,560978,2024-03-31
2,04:52,"Free throw 1 of 1 missed by Michael O'Connell(NC St), rebound defensive Sean Stewart(Duke)",56 - 44,5254133,560879,560978,2024-03-31
2,04:52,Substitution Duke: in Mark Mitchell,56 - 44,5254133,560879,560978,2024-03-31
2,04:52,Substitution Duke: out Kyle Filipowski,56 - 44,5254133,560879,560978,2024-03-31
2,04:52,Foul personal (loose ball;one and one) (back court) Kyle Filipowski(Duke),56 - 44,5254133,560879,560978,2024-03-31
2,04:52,"3pt jump shot (2nd chance) (outside left wing) missed by Tyrese Proctor(Duke), rebound defensive (team) NC St",56 - 44,5254133,560879,560978,2024-03-31
2,04:57,"2pt driving layup (blocked) (under the basket) missed by Jeremy Roach(Duke), block Ben Middlebrooks(NC St), rebound offensive Jeremy Roach(Duke)",56 - 44,5254133,560879,560978,2024-03-31
2,05:11,"2pt jump shot (2nd chance) (in the paint) made by DJ Horne(NC St), assist D.J. Burns Jr.(NC St)",56 - 44,5254133,560879,560978,2024-03-31
2,05:22,"3pt jump shot (outside left) missed by DJ Horne(NC St), rebound offensive Ben Middlebrooks(NC St)",54 - 44,5254133,560879,560978,2024-03-31
2,05:49,"3pt jump shot (2nd chance) (outside left) missed by Kyle Filipowski(Duke), rebound defensive (team) NC St",54 - 44,5254133,560879,560978,2024-03-31
2,06:05,"3pt jump shot (2nd chance) (outside left) missed by Kyle Filipowski(Duke), rebound offensive Jeremy Roach(Duke)",54 - 44,5254133,560879,560978,2024-03-31
2,06:11,"3pt jump shot (outside right) missed by Jared McCain(Duke), rebound offensive Sean Stewart(Duke)",54 - 44,5254133,560879,560978,2024-03-31
2,06:22,"Free throw 2 of 2 missed by D.J. Burns Jr.(NC St), rebound defensive Kyle Filipowski(Duke)",54 - 44,5254133,560879,560978,2024-03-31
2,06:22,Substitution NC St: in Casey Morsell,54 - 44,5254133,560879,560978,2024-03-31
2,06:22,Substitution NC St: out Jayden Taylor,54 - 44,5254133,560879,560978,2024-03-31
2,06:22,Free throw 1 of 2 made by D.J. Burns Jr.(NC St),54 - 44,5254133,560879,560978,2024-03-31
2,06:22,Foul personal (shooting;2 free throws) (inside left) Jeremy Roach(Duke),53 - 44,5254133,560879,560978,2024-03-31
2,06:22,"Foul personal (shooting) (inside left) Jeremy Roach(Duke), foul on Ben Middlebrooks(NC St)",53 - 44,5254133,560879,560978,2024-03-31
2,06:41,Free throw 2 of 2 made by Kyle Filipowski(Duke),53 - 44,5254133,560879,560978,2024-03-31
2,06:41,Free throw 1 of 2 made by Kyle Filipowski(Duke),53 - 43,5254133,560879,560978,2024-03-31
2,06:41,Substitution Duke: in Sean Stewart,53 - 42,5254133,560879,560978,2024-03-31
2,06:41,Substitution Duke: out Ryan Young,53 - 42,5254133,560879,560978,2024-03-31
2,06:41,Foul personal (one and one) (inside left) Ben Middlebrooks(NC St),53 - 42,5254133,560879,560978,2024-03-31
2,06:55,2pt layup (under the basket) made by D.J. Burns Jr.(NC St),53 - 42,5254133,560879,560978,2024-03-31
2,07:02,Substitution Duke: in Ryan Young,51 - 42,5254133,560879,560978,2024-03-31
2,07:02,Substitution Duke: out Mark Mitchell,51 - 42,5254133,560879,560978,2024-03-31
2,07:02,Foul personal (shooting) (outside left) Mark Mitchell(Duke),51 - 42,5254133,560879,560978,2024-03-31
2,07:03,"3pt jump shot (off turnover;fast break) (outside left) made by Michael O'Connell(NC St), assist Jayden Taylor(NC St)",51 - 42,5254133,560879,560978,2024-03-31
2,07:10,"Turnover bad pass (inside right) Jared McCain(Duke), steal Ben Middlebrooks(NC St)",48 - 42,5254133,560879,560978,2024-03-31
2,07:25,"2pt pull up jump shot (in the paint) missed by DJ Horne(NC St), rebound defensive Jared McCain(Duke)",48 - 42,5254133,560879,560978,2024-03-31
2,07:55,2pt floating jump shot (2nd chance) (in the paint) missed by Tyrese Proctor(Duke),48 - 42,5254133,560879,560978,2024-03-31
2,07:59,"2pt layup (blocked) (in the paint) missed by Jared McCain(Duke), block D.J. Burns Jr.(NC St), rebound offensive Tyrese Proctor(Duke)",48 - 42,5254133,560879,560978,2024-03-31
2,08:03,Free throw 2 of 2 (2nd chance) made by Jared McCain(Duke),58 - 46,5254133,560879,560978,2024-03-31
2,08:03,Free throw 1 of 2 (2nd chance) made by Jared McCain(Duke),58 - 46,5254133,560879,560978,2024-03-31
2,08:03,Foul coach technical (class a;2 free throws) NC St,48 - 40,5254133,560879,560978,2024-03-31
2,08:03,Foul admin technical (administrative) NC St,48 - 40,5254133,560879,560978,2024-03-31
2,08:19,Substitution Duke: in Kyle Filipowski,48 - 40,5254133,560879,560978,2024-03-31
2,08:19,Substitution Duke: out Ryan Young,48 - 40,5254133,560879,560978,2024-03-31
2,08:19,Timeout commercial,48 - 40,5254133,560879,560978,2024-03-31
2,08:19,Timeout short Duke,48 - 40,5254133,560879,560978,2024-03-31
2,08:27,2pt step back jump shot (off turnover) (inside right) made by DJ Horne(NC St),48 - 40,5254133,560879,560978,2024-03-31
2,08:40,Turnover travel (inside left) Jeremy Roach(Duke),46 - 40,5254133,560879,560978,2024-03-31
2,08:57,2pt hook shot (in the paint) made by D.J. Burns Jr.(NC St),46 - 40,5254133,560879,560978,2024-03-31
2,09:23,"2pt driving layup (in the paint) made by Jeremy Roach(Duke), assist Jared McCain(Duke)",44 - 40,5254133,560879,560978,2024-03-31
2,09:38,Foul personal (outside center) Jayden Taylor(NC St),44 - 38,5254133,560879,560978,2024-03-31
2,09:49,Free throw 2 of 2 (2nd chance) made by Ben Middlebrooks(NC St),44 - 38,5254133,560879,560978,2024-03-31
2,09:49,Substitution Duke: in Ryan Young,43 - 38,5254133,560879,560978,2024-03-31
2,09:49,Substitution Duke: out Kyle Filipowski,43 - 38,5254133,560879,560978,2024-03-31
2,09:49,Free throw 1 of 2 (2nd chance) made by Ben Middlebrooks(NC St),43 - 38,5254133,560879,560978,2024-03-31
2,09:49,Foul personal (shooting;2 free throws) (under the basket) Kyle Filipowski(Duke),42 - 38,5254133,560879,560978,2024-03-31
2,10:11,2pt floating jump shot (in the paint) missed by D.J. Burns Jr.(NC St),42 - 38,5254133,560879,560978,2024-03-31
2,10:29,2pt jump shot (2nd chance) (in the paint) missed by Jeremy Roach(Duke),42 - 38,5254133,560879,560978,2024-03-31
2,10:42,Substitution Duke: in Mark Mitchell,42 - 38,5254133,560879,560978,2024-03-31
2,10:42,Substitution Duke: out Ryan Young,42 - 38,5254133,560879,560978,2024-03-31
2,10:42,Timeout commercial,42 - 38,5254133,560879,560978,2024-03-31
2,10:45,"2pt driving layup (under the basket) missed by Jeremy Roach(Duke), rebound offensive (team) Duke",42 - 38,5254133,560879,560978,2024-03-31
2,11:02,2pt turnaround jump shot (inside left) made by D.J. Burns Jr.(NC St),42 - 38,5254133,560879,560978,2024-03-31
2,11:26,"2pt jump shot (blocked) (in the paint) missed by Kyle Filipowski(Duke), block D.J. Burns Jr.(NC St), rebound defensive DJ Horne(NC St)",40 - 38,5254133,560879,560978,2024-03-31
2,11:39,Substitution Duke: in Kyle Filipowski,40 - 38,5254133,560879,560978,2024-03-31
2,11:39,Substitution Duke: in Tyrese Proctor,40 - 38,5254133,560879,560978,2024-03-31
2,11:39,Substitution Duke: out Mark Mitchell,40 - 38,5254133,560879,560978,2024-03-31
2,11:39,Substitution Duke: out Jaylen Blakes,40 - 38,5254133,560879,560978,2024-03-31
2,11:39,Timeout commercial,40 - 38,5254133,560879,560978,2024-03-31
2,11:39,Timeout short Duke,40 - 38,5254133,560879,560978,2024-03-31
2,11:48,2pt floating jump shot (off turnover) (in the paint) made by DJ Horne(NC St),40 - 38,5254133,560879,560978,2024-03-31
2,12:02,Substitution Duke: in Mark Mitchell,38 - 38,5254133,560879,560978,2024-03-31
2,12:02,Substitution Duke: out Kyle Filipowski,38 - 38,5254133,560879,560978,2024-03-31
